split,model_key,image_id,source_image_path,checkpoint,iou_threshold,conf,imgsz,latency_ms,true_instances,pred_instances,matched_instances,false_positives,false_negatives,precision,recall,object_f1,mean_matched_iou,mean_matched_dice,count_error,absolute_count_error
val,yolo11m,f93ec5e683d81005ffc2a84a1c0299b2406ad14b764b824e013f7ca3a13833b5,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f93ec5e683d81005ffc2a84a1c0299b2406ad14b764b824e013f7ca3a13833b5/images/f93ec5e683d81005ffc2a84a1c0299b2406ad14b764b824e013f7ca3a13833b5.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,40.651,32,31,31,0,1,1.0,0.96875,0.9841269841269841,0.863529456519007,0.9257151733480063,-1,1
val,yolo11m,f952cc65376009cfad8249e53b9b2c0daaa3553e897096337d143c625c2df886,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f952cc65376009cfad8249e53b9b2c0daaa3553e897096337d143c625c2df886/images/f952cc65376009cfad8249e53b9b2c0daaa3553e897096337d143c625c2df886.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,166.21,151,191,136,55,15,0.7120418848167539,0.9006622516556292,0.7953216374269007,0.7061010746606482,0.8241174059218421,40,40
val,yolo11m,f9ac03b0344ce8c48bc058448541f9211a1e5f4c94fdaf633dd534328d8610ab,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f9ac03b0344ce8c48bc058448541f9211a1e5f4c94fdaf633dd534328d8610ab/images/f9ac03b0344ce8c48bc058448541f9211a1e5f4c94fdaf633dd534328d8610ab.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,104.819,20,22,20,2,0,0.9090909090909091,1.0,0.9523809523809523,0.8849158260431951,0.9384331253113508,2,2
val,yolo11m,f9ea1a1159c33f39bbe5f18bb278d961188b40508277eab7c0b4b91219b37b5d,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f9ea1a1159c33f39bbe5f18bb278d961188b40508277eab7c0b4b91219b37b5d/images/f9ea1a1159c33f39bbe5f18bb278d961188b40508277eab7c0b4b91219b37b5d.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,89.205,25,22,20,2,5,0.9090909090909091,0.8,0.8510638297872342,0.8582812267345142,0.9190966941581994,-3,3
val,yolo11m,fa73f24532b3667718ede7ac5c2e24ad7d3cae17b0a42ed17bbb81b15c28f4ae,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/fa73f24532b3667718ede7ac5c2e24ad7d3cae17b0a42ed17bbb81b15c28f4ae/images/fa73f24532b3667718ede7ac5c2e24ad7d3cae17b0a42ed17bbb81b15c28f4ae.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,88.848,7,7,5,2,2,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.8163926178528245,0.8985158633042742,0,0
val,yolo11m,fa751ff3a6332c95cb5cb1d28563553914295e9e7d35c4b6bd267241e8a0787c,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/fa751ff3a6332c95cb5cb1d28563553914295e9e7d35c4b6bd267241e8a0787c/images/fa751ff3a6332c95cb5cb1d28563553914295e9e7d35c4b6bd267241e8a0787c.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,40.636,43,45,43,2,0,0.9555555555555556,1.0,0.9772727272727273,0.8635150134889608,0.9259316568905737,2,2
val,yolo11m,fadeb0ab092833f27daaeb3e24223eb090f9536b83f68cde8f49df7c544f711b,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/fadeb0ab092833f27daaeb3e24223eb090f9536b83f68cde8f49df7c544f711b/images/fadeb0ab092833f27daaeb3e24223eb090f9536b83f68cde8f49df7c544f711b.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,38.689,39,45,38,7,1,0.8444444444444444,0.9743589743589743,0.9047619047619048,0.7669985373640866,0.8642968962332777,6,6
val,yolo11m,fc22db33a2495f58f118bc182c0087e140df14ccb8dad51373e1a54381f683de,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/fc22db33a2495f58f118bc182c0087e140df14ccb8dad51373e1a54381f683de/images/fc22db33a2495f58f118bc182c0087e140df14ccb8dad51373e1a54381f683de.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,46.711,89,88,84,4,5,0.9545454545454546,0.9438202247191011,0.9491525423728814,0.8317200884725573,0.9071159690939504,-1,1
val,yolo11m,fc345dac2205deb169bd70197f07f053bada80b61ffa69fdfb490758323ead69,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/fc345dac2205deb169bd70197f07f053bada80b61ffa69fdfb490758323ead69/images/fc345dac2205deb169bd70197f07f053bada80b61ffa69fdfb490758323ead69.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,37.8,10,10,10,0,0,1.0,1.0,1.0,0.879726181861473,0.9329571421529625,0,0
val,yolo11m,fc5452f612a0f972fe55cc677055ede662af6723b5c1615ad539b8a4bd279bdb,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/fc5452f612a0f972fe55cc677055ede662af6723b5c1615ad539b8a4bd279bdb/images/fc5452f612a0f972fe55cc677055ede662af6723b5c1615ad539b8a4bd279bdb.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,39.412,32,45,26,19,6,0.5777777777777777,0.8125,0.6753246753246752,0.7342428904906979,0.8434401896888333,13,13
val,yolo11m,fc9269fb2e651cd4a32b65ae164f79b0a2ea823e0a83508c85d7985a6bed43cf,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/fc9269fb2e651cd4a32b65ae164f79b0a2ea823e0a83508c85d7985a6bed43cf/images/fc9269fb2e651cd4a32b65ae164f79b0a2ea823e0a83508c85d7985a6bed43cf.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,36.217,5,6,5,1,0,0.8333333333333334,1.0,0.9090909090909091,0.8490977750793519,0.9175896086876527,1,1
val,yolo11m,fd8065bcb1afdbed19e028465d5d00cd2ecadc4558de05c6fa28bea3c817aa22,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/fd8065bcb1afdbed19e028465d5d00cd2ecadc4558de05c6fa28bea3c817aa22/images/fd8065bcb1afdbed19e028465d5d00cd2ecadc4558de05c6fa28bea3c817aa22.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,42.45,52,74,48,26,4,0.6486486486486487,0.9230769230769231,0.7619047619047619,0.7460182756957886,0.8508581513774686,22,22
val,yolo11m,fdda64c47361b0d1a146e5b7b48dc6b7de615ea80b31f01227a3b16469589528,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/fdda64c47361b0d1a146e5b7b48dc6b7de615ea80b31f01227a3b16469589528/images/fdda64c47361b0d1a146e5b7b48dc6b7de615ea80b31f01227a3b16469589528.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,39.618,30,45,25,20,5,0.5555555555555556,0.8333333333333334,0.6666666666666667,0.72705307352805,0.8375889187004263,15,15
val,yolo11m,fe80a2cf3c93dafad8c364fdd1646b0ba4db056cdb7bdb81474f957064812bba,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/fe80a2cf3c93dafad8c364fdd1646b0ba4db056cdb7bdb81474f957064812bba/images/fe80a2cf3c93dafad8c364fdd1646b0ba4db056cdb7bdb81474f957064812bba.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,35.575,11,11,11,0,0,1.0,1.0,1.0,0.8971820639068381,0.9455398890571209,0,0
val,yolo11m,fec226e45f49ab81ab71e0eaa1248ba09b56a328338dce93a43f4044eababed5,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/fec226e45f49ab81ab71e0eaa1248ba09b56a328338dce93a43f4044eababed5/images/fec226e45f49ab81ab71e0eaa1248ba09b56a328338dce93a43f4044eababed5.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,41.682,13,14,13,1,0,0.9285714285714286,1.0,0.962962962962963,0.8571497606929442,0.9214154677947446,1,1
val,yolo11m,feffce59a1a3eb0a6a05992bb7423c39c7d52865846da36d89e2a72c379e5398,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/feffce59a1a3eb0a6a05992bb7423c39c7d52865846da36d89e2a72c379e5398/images/feffce59a1a3eb0a6a05992bb7423c39c7d52865846da36d89e2a72c379e5398.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,39.585,38,45,30,15,8,0.6666666666666666,0.7894736842105263,0.7228915662650601,0.7785562389803016,0.8720733658393561,7,7
val,yolo11m,ff3407842ada5bc18be79ae453e5bdaa1b68afc842fc22fa618ac6e6599d0bb3,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/ff3407842ada5bc18be79ae453e5bdaa1b68afc842fc22fa618ac6e6599d0bb3/images/ff3407842ada5bc18be79ae453e5bdaa1b68afc842fc22fa618ac6e6599d0bb3.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,36.605,19,19,19,0,0,1.0,1.0,1.0,0.898487673075172,0.9456282790226875,0,0
val,yolo11m,ff3e512b5fb860e5855d0c05b6cf5a6bcc7792e4be1f0bdab5a00af0e18435c0,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/ff3e512b5fb860e5855d0c05b6cf5a6bcc7792e4be1f0bdab5a00af0e18435c0/images/ff3e512b5fb860e5855d0c05b6cf5a6bcc7792e4be1f0bdab5a00af0e18435c0.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,38.901,13,14,12,2,1,0.8571428571428571,0.9230769230769231,0.888888888888889,0.818707864625932,0.8991219869493116,1,1
val,yolo11m,ff599c7301daa1f783924ac8cbe3ce7b42878f15a39c2d19659189951f540f48,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/ff599c7301daa1f783924ac8cbe3ce7b42878f15a39c2d19659189951f540f48/images/ff599c7301daa1f783924ac8cbe3ce7b42878f15a39c2d19659189951f540f48.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,39.62,24,24,24,0,0,1.0,1.0,1.0,0.9009214363595458,0.9463393854461163,0,0
