split,model_key,image_id,source_image_path,checkpoint,iou_threshold,conf,imgsz,latency_ms,true_instances,pred_instances,matched_instances,false_positives,false_negatives,precision,recall,object_f1,mean_matched_iou,mean_matched_dice,count_error,absolute_count_error
val,yolo11m,e5f8ad0f0a43af8ca57e31e16800108abdfb44a7e962a71d246f72d2dbde42bf,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/e5f8ad0f0a43af8ca57e31e16800108abdfb44a7e962a71d246f72d2dbde42bf/images/e5f8ad0f0a43af8ca57e31e16800108abdfb44a7e962a71d246f72d2dbde42bf.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,45.03,6,6,6,0,0,1.0,1.0,1.0,0.9078271266780504,0.9516260138730962,0,0
val,yolo11m,e66a97b2c77f3d66a7d3cebbc6a36c8c6259368a397f7b67647ed80ad53aa776,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/e66a97b2c77f3d66a7d3cebbc6a36c8c6259368a397f7b67647ed80ad53aa776/images/e66a97b2c77f3d66a7d3cebbc6a36c8c6259368a397f7b67647ed80ad53aa776.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,45.566,11,11,10,1,1,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8407012074902054,0.9106869828067555,0,0
val,yolo11m,e66f25e175abab08ecb4e5f6859db64a211e0ddffb262d7e727b9d9bd4aad2d2,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/e66f25e175abab08ecb4e5f6859db64a211e0ddffb262d7e727b9d9bd4aad2d2/images/e66f25e175abab08ecb4e5f6859db64a211e0ddffb262d7e727b9d9bd4aad2d2.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,39.464,11,11,11,0,0,1.0,1.0,1.0,0.8667037500722216,0.9272294536443512,0,0
val,yolo11m,e7a3a7c99483c243742b6cfa74e81cd48f126dcef004016ad0151df6c16a6243,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/e7a3a7c99483c243742b6cfa74e81cd48f126dcef004016ad0151df6c16a6243/images/e7a3a7c99483c243742b6cfa74e81cd48f126dcef004016ad0151df6c16a6243.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,62.138,150,156,146,10,4,0.9358974358974359,0.9733333333333334,0.954248366013072,0.8327719809439414,0.907218798812924,6,6
val,yolo11m,e81c758e1ca177b0942ecad62cf8d321ffc315376135bcbed3df932a6e5b40c0,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/e81c758e1ca177b0942ecad62cf8d321ffc315376135bcbed3df932a6e5b40c0/images/e81c758e1ca177b0942ecad62cf8d321ffc315376135bcbed3df932a6e5b40c0.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,42.38,47,64,34,30,13,0.53125,0.723404255319149,0.6126126126126127,0.7296148906053372,0.8395703285379303,17,17
val,yolo11m,e856511ac1c34d24320eb7c56c05a4a3340d06667b4f5b8e8df615d415c7f650,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/e856511ac1c34d24320eb7c56c05a4a3340d06667b4f5b8e8df615d415c7f650/images/e856511ac1c34d24320eb7c56c05a4a3340d06667b4f5b8e8df615d415c7f650.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,41.043,27,33,26,7,1,0.7878787878787878,0.9629629629629629,0.8666666666666665,0.7864702433040406,0.8766970730842587,6,6
val,yolo11m,e9b8ad127f2163438b6236c74938f43d7b4863aaf39a16367f4af59bfd96597b,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/e9b8ad127f2163438b6236c74938f43d7b4863aaf39a16367f4af59bfd96597b/images/e9b8ad127f2163438b6236c74938f43d7b4863aaf39a16367f4af59bfd96597b.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,37.225,12,15,12,3,0,0.8,1.0,0.888888888888889,0.8318877113330015,0.9073740570375676,3,3
val,yolo11m,ea00f5a91ca75e745d675201cc62d7db266f8e2787033e15a7dd5f1cc5c0ad72,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/ea00f5a91ca75e745d675201cc62d7db266f8e2787033e15a7dd5f1cc5c0ad72/images/ea00f5a91ca75e745d675201cc62d7db266f8e2787033e15a7dd5f1cc5c0ad72.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,39.441,40,41,40,1,0,0.975609756097561,1.0,0.9876543209876543,0.885077377827417,0.9381034008145595,1,1
val,yolo11m,ea94ba4b01d1bd5f7768d10e0ac547743791033df545c71fcec442d0cb5cb5e7,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/ea94ba4b01d1bd5f7768d10e0ac547743791033df545c71fcec442d0cb5cb5e7/images/ea94ba4b01d1bd5f7768d10e0ac547743791033df545c71fcec442d0cb5cb5e7.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,39.944,42,44,39,5,3,0.8863636363636364,0.9285714285714286,0.9069767441860465,0.8011660839870491,0.8862167420364349,2,2
val,yolo11m,ead9464a50a17f74bf1b6471d94ecce8d887cf518c8fedc6c6048eb948bc4e49,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/ead9464a50a17f74bf1b6471d94ecce8d887cf518c8fedc6c6048eb948bc4e49/images/ead9464a50a17f74bf1b6471d94ecce8d887cf518c8fedc6c6048eb948bc4e49.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,39.904,6,6,6,0,0,1.0,1.0,1.0,0.9069465832198406,0.9510844654447902,0,0
val,yolo11m,eb1df8ed879d04b36980b0958a0e8fc446ad08c0bdcf3b5f42e3db023187c7e5,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/eb1df8ed879d04b36980b0958a0e8fc446ad08c0bdcf3b5f42e3db023187c7e5/images/eb1df8ed879d04b36980b0958a0e8fc446ad08c0bdcf3b5f42e3db023187c7e5.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,41.492,59,69,49,20,10,0.7101449275362319,0.8305084745762712,0.7656250000000001,0.8342535417164426,0.9066631132484502,10,10
val,yolo11m,eb96fc6cbf6880bf05c4309857ae33844a4bc2152e228eff31024e5265cf9fc3,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/eb96fc6cbf6880bf05c4309857ae33844a4bc2152e228eff31024e5265cf9fc3/images/eb96fc6cbf6880bf05c4309857ae33844a4bc2152e228eff31024e5265cf9fc3.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,38.951,8,8,8,0,0,1.0,1.0,1.0,0.8911894731649135,0.9410094686719594,0,0
val,yolo11m,ebc18868864ad075548cc1784f4f9a237bb98335f9645ee727dac8332a3e3716,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/ebc18868864ad075548cc1784f4f9a237bb98335f9645ee727dac8332a3e3716/images/ebc18868864ad075548cc1784f4f9a237bb98335f9645ee727dac8332a3e3716.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,37.906,19,19,15,4,4,0.7894736842105263,0.7894736842105263,0.7894736842105263,0.7997265860092541,0.8847752446561251,0,0
val,yolo11m,ec031f176dafe0b36547068ce42eab39428ec7995dac1b3ea52d1db79b61fdeb,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/ec031f176dafe0b36547068ce42eab39428ec7995dac1b3ea52d1db79b61fdeb/images/ec031f176dafe0b36547068ce42eab39428ec7995dac1b3ea52d1db79b61fdeb.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,38.062,9,9,9,0,0,1.0,1.0,1.0,0.8867077785473814,0.9397656883865674,0,0
val,yolo11m,ec486143ecfec847c22cd8cbc207d85312bcf38e61c9b9a805e0d12add62da8d,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/ec486143ecfec847c22cd8cbc207d85312bcf38e61c9b9a805e0d12add62da8d/images/ec486143ecfec847c22cd8cbc207d85312bcf38e61c9b9a805e0d12add62da8d.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,38.063,11,12,11,1,0,0.9166666666666666,1.0,0.9565217391304348,0.852197230796789,0.9193582675055277,1,1
val,yolo11m,ecb36c90cdd20245d89173c106f3c6a2d124d07bdea0ae202fb1efa49b0cd169,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/ecb36c90cdd20245d89173c106f3c6a2d124d07bdea0ae202fb1efa49b0cd169/images/ecb36c90cdd20245d89173c106f3c6a2d124d07bdea0ae202fb1efa49b0cd169.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,54.914,120,121,117,4,3,0.9669421487603306,0.975,0.970954356846473,0.8602480226569593,0.923819303150111,1,1
val,yolo11m,ed4b8e0d756836be7acb2e2b7799c473b52424e3092a71d3c6d23558e500dc4c,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/ed4b8e0d756836be7acb2e2b7799c473b52424e3092a71d3c6d23558e500dc4c/images/ed4b8e0d756836be7acb2e2b7799c473b52424e3092a71d3c6d23558e500dc4c.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,45.843,76,84,76,8,0,0.9047619047619048,1.0,0.9500000000000001,0.8502659345228001,0.9177254527174833,8,8
val,yolo11m,ed5be4b63e9506ad64660dd92a098ffcc0325195298c13c815a73773f1efc279,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/ed5be4b63e9506ad64660dd92a098ffcc0325195298c13c815a73773f1efc279/images/ed5be4b63e9506ad64660dd92a098ffcc0325195298c13c815a73773f1efc279.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,106.792,42,49,35,14,7,0.7142857142857143,0.8333333333333334,0.7692307692307692,0.8033208653371956,0.8884065649171653,7,7
val,yolo11m,ed8c31b001a0c23c33402f94a5ee6b0209e0c6419eb52d5d02255513e3a672fc,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/ed8c31b001a0c23c33402f94a5ee6b0209e0c6419eb52d5d02255513e3a672fc/images/ed8c31b001a0c23c33402f94a5ee6b0209e0c6419eb52d5d02255513e3a672fc.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,129.165,91,90,84,6,7,0.9333333333333333,0.9230769230769231,0.9281767955801106,0.787444309084855,0.8791577678178799,-1,1
val,yolo11m,edd36ed822e7ed760ff73e0524df22aa5bf5c565efcdc6c39603239c0896e7a8,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/edd36ed822e7ed760ff73e0524df22aa5bf5c565efcdc6c39603239c0896e7a8/images/edd36ed822e7ed760ff73e0524df22aa5bf5c565efcdc6c39603239c0896e7a8.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,114.025,49,67,44,23,5,0.6567164179104478,0.8979591836734694,0.7586206896551725,0.7054167391113408,0.8230699136772888,18,18
val,yolo11m,ee927e8255096971ddae1bd975cf80c4ad7c847c82d0b5f5dd2ddfe5407007ee,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/ee927e8255096971ddae1bd975cf80c4ad7c847c82d0b5f5dd2ddfe5407007ee/images/ee927e8255096971ddae1bd975cf80c4ad7c847c82d0b5f5dd2ddfe5407007ee.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,103.554,65,58,52,6,13,0.896551724137931,0.8,0.8455284552845529,0.7700796852103408,0.8684178897040546,-7,7
val,yolo11m,eeb142344e9de3250ab748f93940bf06be70d5078337680998468a134a101698,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/eeb142344e9de3250ab748f93940bf06be70d5078337680998468a134a101698/images/eeb142344e9de3250ab748f93940bf06be70d5078337680998468a134a101698.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,99.716,50,51,46,5,4,0.9019607843137255,0.92,0.9108910891089109,0.7640556953037255,0.8629455563887822,1,1
val,yolo11m,ef3ef194e5657fda708ecbd3eb6530286ed2ba23c88efb9f1715298975c73548,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/ef3ef194e5657fda708ecbd3eb6530286ed2ba23c88efb9f1715298975c73548/images/ef3ef194e5657fda708ecbd3eb6530286ed2ba23c88efb9f1715298975c73548.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,125.738,75,83,67,16,8,0.8072289156626506,0.8933333333333333,0.8481012658227848,0.7900100216702338,0.8789903674282901,8,8
val,yolo11m,ef6634efb46567d87b811be786b18c4cd0e2cda23d79b65d6afe0d259ef3ade6,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/ef6634efb46567d87b811be786b18c4cd0e2cda23d79b65d6afe0d259ef3ade6/images/ef6634efb46567d87b811be786b18c4cd0e2cda23d79b65d6afe0d259ef3ade6.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,108.022,32,50,30,20,2,0.6,0.9375,0.7317073170731707,0.7115406919164424,0.8285021074725717,18,18
val,yolo11m,f01a9742c43a69f087700a43893f713878e537bae8e44f76b957f09519601ad6,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f01a9742c43a69f087700a43893f713878e537bae8e44f76b957f09519601ad6/images/f01a9742c43a69f087700a43893f713878e537bae8e44f76b957f09519601ad6.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,109.682,28,28,28,0,0,1.0,1.0,1.0,0.8916866143007114,0.9425256235485088,0,0
val,yolo11m,f0a75e0322f11cead4219aa530673fe5eef67580fb6fccc254963c9fc6b58aa1,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f0a75e0322f11cead4219aa530673fe5eef67580fb6fccc254963c9fc6b58aa1/images/f0a75e0322f11cead4219aa530673fe5eef67580fb6fccc254963c9fc6b58aa1.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,94.548,12,12,12,0,0,1.0,1.0,1.0,0.8645016213117316,0.9260516139948245,0,0
val,yolo11m,f0c9f135c62572f3669a75b2c735e4477dc77fac85e653426ee2b3bcfbed7aaf,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f0c9f135c62572f3669a75b2c735e4477dc77fac85e653426ee2b3bcfbed7aaf/images/f0c9f135c62572f3669a75b2c735e4477dc77fac85e653426ee2b3bcfbed7aaf.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,93.448,24,22,20,2,4,0.9090909090909091,0.8333333333333334,0.8695652173913043,0.9013444162228816,0.9464265286241599,-2,2
val,yolo11m,f113626a04125d97b27f21b45a0ce9a686d73dee7b5dbc0725d49194ba0203bd,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f113626a04125d97b27f21b45a0ce9a686d73dee7b5dbc0725d49194ba0203bd/images/f113626a04125d97b27f21b45a0ce9a686d73dee7b5dbc0725d49194ba0203bd.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,87.348,24,23,23,0,1,1.0,0.9583333333333334,0.9787234042553191,0.9276562307208159,0.9621376249554446,-1,1
val,yolo11m,f20eb4592e7d3cf58d421a9c34832d33adcdcbd0e17b7bf009a013847608da27,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f20eb4592e7d3cf58d421a9c34832d33adcdcbd0e17b7bf009a013847608da27/images/f20eb4592e7d3cf58d421a9c34832d33adcdcbd0e17b7bf009a013847608da27.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,39.874,30,31,30,1,0,0.967741935483871,1.0,0.9836065573770492,0.8879697085222115,0.9402175026128107,1,1
val,yolo11m,f26f4c2c70c38fe12e00d5a814d5116691f2ca548908126923fd76ddd665ed24,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f26f4c2c70c38fe12e00d5a814d5116691f2ca548908126923fd76ddd665ed24/images/f26f4c2c70c38fe12e00d5a814d5116691f2ca548908126923fd76ddd665ed24.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,41.385,52,73,43,30,9,0.589041095890411,0.8269230769230769,0.6880000000000001,0.7769131926145776,0.8710853316557521,21,21
val,yolo11m,f29fd9c52e04403cd2c7d43b6fe2479292e53b2f61969d25256d2d2aca7c6a81,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f29fd9c52e04403cd2c7d43b6fe2479292e53b2f61969d25256d2d2aca7c6a81/images/f29fd9c52e04403cd2c7d43b6fe2479292e53b2f61969d25256d2d2aca7c6a81.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,73.372,199,173,59,114,140,0.34104046242774566,0.2964824120603015,0.31720430107526876,0.6082209932366054,0.754112007003064,-26,26
val,yolo11m,f35ab34528e3e2d2589d24cbffc0e10024dfc474a68585d0b5feb7b05aa0067f,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f35ab34528e3e2d2589d24cbffc0e10024dfc474a68585d0b5feb7b05aa0067f/images/f35ab34528e3e2d2589d24cbffc0e10024dfc474a68585d0b5feb7b05aa0067f.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,36.876,9,9,9,0,0,1.0,1.0,1.0,0.8744611644700018,0.9325262647377893,0,0
val,yolo11m,f43169e3d8b4f71e687945b9e72cbfdfe2e40e68842568e6a30c60d64c1378b6,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f43169e3d8b4f71e687945b9e72cbfdfe2e40e68842568e6a30c60d64c1378b6/images/f43169e3d8b4f71e687945b9e72cbfdfe2e40e68842568e6a30c60d64c1378b6.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,37.427,18,19,18,1,0,0.9473684210526315,1.0,0.972972972972973,0.8954873601916115,0.9444580683638484,1,1
val,yolo11m,f487cc82271cf84b4414552aa8b0a9d82d902451ebe8e8bc639d4121c1672ff7,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f487cc82271cf84b4414552aa8b0a9d82d902451ebe8e8bc639d4121c1672ff7/images/f487cc82271cf84b4414552aa8b0a9d82d902451ebe8e8bc639d4121c1672ff7.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,41.427,47,73,45,28,2,0.6164383561643836,0.9574468085106383,0.7500000000000001,0.7797813845401922,0.8744901114777324,26,26
val,yolo11m,f4b7c24baf69b8752c49d0eb5db4b7b5e1524945d48e54925bff401d5658045d,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f4b7c24baf69b8752c49d0eb5db4b7b5e1524945d48e54925bff401d5658045d/images/f4b7c24baf69b8752c49d0eb5db4b7b5e1524945d48e54925bff401d5658045d.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,37.167,9,12,7,5,2,0.5833333333333334,0.7777777777777778,0.6666666666666666,0.8312995122968548,0.9059492349086861,3,3
val,yolo11m,f4c4db3df4ff0de90f44b027fc2e28c16bf7e5c75ea75b0a9762bbb7ac86e7a3,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f4c4db3df4ff0de90f44b027fc2e28c16bf7e5c75ea75b0a9762bbb7ac86e7a3/images/f4c4db3df4ff0de90f44b027fc2e28c16bf7e5c75ea75b0a9762bbb7ac86e7a3.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,42.003,68,41,20,21,48,0.4878048780487805,0.29411764705882354,0.36697247706422015,0.6593444063031557,0.7925668309590728,-27,27
val,yolo11m,f4faa3a409014db1865074c5f66a0255f71ae3faba03265da0b3b91f68e8a8f0,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f4faa3a409014db1865074c5f66a0255f71ae3faba03265da0b3b91f68e8a8f0/images/f4faa3a409014db1865074c5f66a0255f71ae3faba03265da0b3b91f68e8a8f0.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,41.985,14,14,14,0,0,1.0,1.0,1.0,0.9189074269294819,0.9574985593193294,0,0
val,yolo11m,f534b43bf37ff946a310a0f08315d76c3fb3394681cf523acef7c0682240072a,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f534b43bf37ff946a310a0f08315d76c3fb3394681cf523acef7c0682240072a/images/f534b43bf37ff946a310a0f08315d76c3fb3394681cf523acef7c0682240072a.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,46.261,18,16,15,1,3,0.9375,0.8333333333333334,0.8823529411764706,0.8811937896394008,0.932163514605109,-2,2
val,yolo11m,f67e72b7fe0b1e3648ea745ffd395c80705c89b0c0c48227991fe6f5815b2a18,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f67e72b7fe0b1e3648ea745ffd395c80705c89b0c0c48227991fe6f5815b2a18/images/f67e72b7fe0b1e3648ea745ffd395c80705c89b0c0c48227991fe6f5815b2a18.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,43.45,12,13,12,1,0,0.9230769230769231,1.0,0.9600000000000001,0.8875510395802136,0.9401413105117545,1,1
val,yolo11m,f6863b83d75e5927b30e2e326405b588293283c25aaef2251b30c343296b9cb1,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f6863b83d75e5927b30e2e326405b588293283c25aaef2251b30c343296b9cb1/images/f6863b83d75e5927b30e2e326405b588293283c25aaef2251b30c343296b9cb1.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,43.28,92,80,64,16,28,0.8,0.6956521739130435,0.7441860465116279,0.8102344935866233,0.8933718697984019,-12,12
val,yolo11m,f6b16c885c0b2bc0d0eb2bb2eeb0a2753ebafb5a7a91da10e89b0b0478984637,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f6b16c885c0b2bc0d0eb2bb2eeb0a2753ebafb5a7a91da10e89b0b0478984637/images/f6b16c885c0b2bc0d0eb2bb2eeb0a2753ebafb5a7a91da10e89b0b0478984637.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,37.79,8,8,7,1,1,0.875,0.875,0.875,0.8469664667624492,0.9155770540262861,0,0
val,yolo11m,f6cb37ebf29c225284c8415962f7287abe7007fae8fe3d8a3899b608b832d7d5,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f6cb37ebf29c225284c8415962f7287abe7007fae8fe3d8a3899b608b832d7d5/images/f6cb37ebf29c225284c8415962f7287abe7007fae8fe3d8a3899b608b832d7d5.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,39.047,17,17,17,0,0,1.0,1.0,1.0,0.9129546708654539,0.9538141185339386,0,0
val,yolo11m,f728de04267283f0b4daab9a840e7433b2c6034baf195fd526850439c9297687,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f728de04267283f0b4daab9a840e7433b2c6034baf195fd526850439c9297687/images/f728de04267283f0b4daab9a840e7433b2c6034baf195fd526850439c9297687.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,45.854,54,48,45,3,9,0.9375,0.8333333333333334,0.8823529411764706,0.8316546050534254,0.9063225010161378,-6,6
val,yolo11m,f73e37957c74f554be132986f38b6f1d75339f636dfe2b681a0cf3f88d2733af,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f73e37957c74f554be132986f38b6f1d75339f636dfe2b681a0cf3f88d2733af/images/f73e37957c74f554be132986f38b6f1d75339f636dfe2b681a0cf3f88d2733af.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,45.042,37,46,33,13,4,0.717391304347826,0.8918918918918919,0.7951807228915664,0.7893146456837947,0.8788239405089219,9,9
val,yolo11m,f7e5dcfc9c93183c668c5a4ab028d5faad54fb54298711f2caae0508aa978300,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f7e5dcfc9c93183c668c5a4ab028d5faad54fb54298711f2caae0508aa978300/images/f7e5dcfc9c93183c668c5a4ab028d5faad54fb54298711f2caae0508aa978300.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,43.003,26,30,23,7,3,0.7666666666666667,0.8846153846153846,0.8214285714285715,0.8121730438671421,0.894113002599968,4,4
val,yolo11m,f7eaaf420b5204c4a42577428b7cd897a53ef07b759ccbba3ed30a3548ca5605,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f7eaaf420b5204c4a42577428b7cd897a53ef07b759ccbba3ed30a3548ca5605/images/f7eaaf420b5204c4a42577428b7cd897a53ef07b759ccbba3ed30a3548ca5605.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,42.35,11,12,11,1,0,0.9166666666666666,1.0,0.9565217391304348,0.8777497918410554,0.9346702872453907,1,1
val,yolo11m,f81ca7ee25e733ff37240c34c8e3044d9937bb0166e315952ebde3f237ecb86f,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f81ca7ee25e733ff37240c34c8e3044d9937bb0166e315952ebde3f237ecb86f/images/f81ca7ee25e733ff37240c34c8e3044d9937bb0166e315952ebde3f237ecb86f.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,45.232,20,18,17,1,3,0.9444444444444444,0.85,0.8947368421052632,0.8822221644657312,0.9365024039939848,-2,2
val,yolo11m,f8e74d4006dd68c1dbe68df7be905835e00d8ba4916f3b18884509a15fdc0b55,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f8e74d4006dd68c1dbe68df7be905835e00d8ba4916f3b18884509a15fdc0b55/images/f8e74d4006dd68c1dbe68df7be905835e00d8ba4916f3b18884509a15fdc0b55.png,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,0.5,0.25,512,42.623,57,56,38,18,19,0.6785714285714286,0.6666666666666666,0.6725663716814159,0.8135370132941793,0.8953753836795999,-1,1
