protocol,data_yaml,model_weights,model_name,pretrained,train_images,val_images,annotation_type,epochs,imgsz,batch,workers,amp,patience,device,gpu,peak_memory_mb,train_seconds,run_dir,results_csv,best_checkpoint,last_checkpoint,yolo_epoch,yolo_time,yolo_train/box_loss,yolo_train/seg_loss,yolo_train/cls_loss,yolo_train/dfl_loss,yolo_train/sem_loss,yolo_metrics/precision(B),yolo_metrics/recall(B),yolo_metrics/mAP50(B),yolo_metrics/mAP50-95(B),yolo_metrics/precision(M),yolo_metrics/recall(M),yolo_metrics/mAP50(M),yolo_metrics/mAP50-95(M),yolo_val/box_loss,yolo_val/seg_loss,yolo_val/cls_loss,yolo_val/dfl_loss,yolo_val/sem_loss,yolo_lr/pg0,yolo_lr/pg1,yolo_lr/pg2
supervised_yolo_fixed_budget_train,results/supervised/yolo_fixed_budget/data.yaml,model_assets/yolo/yolo11n-seg.pt,yolo11n-seg.pt,True,100,134,YOLO segmentation polygons converted from DSB2018 instance masks,50,512,8,2,False,50,cuda:0,NVIDIA GeForce RTX 4060 Laptop GPU,2575.14,351.421,results/supervised/yolo_fixed_budget_train_run,results/supervised/yolo_fixed_budget_train_run/results.csv,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,results/supervised/yolo_fixed_budget_train_run/weights/last.pt,50.0,326.523,1.09623,1.64116,0.74486,0.91992,0.0,0.91642,0.78336,0.83978,0.5547,0.90291,0.75405,0.80968,0.42116,1.17715,1.79424,0.70753,0.96298,0.0,5.96e-05,5.96e-05,5.96e-05
