protocol,data_yaml,model_weights,model_name,pretrained,train_images,val_images,annotation_type,epochs,imgsz,batch,workers,amp,device,gpu,peak_memory_mb,train_seconds,run_dir,results_csv,best_checkpoint,last_checkpoint
supervised_yolo_tiny_train_smoke,results/supervised/yolo_label_smoke/data.yaml,model_assets/yolo/yolo11n-seg.pt,yolo11n-seg.pt,True,16,4,YOLO segmentation polygons converted from DSB2018 instance masks,1,256,2,0,False,cuda:0,NVIDIA GeForce RTX 4060 Laptop GPU,224.63,6.858,results/supervised/yolo_tiny_train_smoke_run,results/supervised/yolo_tiny_train_smoke_run/results.csv,results/supervised/yolo_tiny_train_smoke_run/weights/best.pt,results/supervised/yolo_tiny_train_smoke_run/weights/last.pt
