protocol,budget,data_yaml,model_weights,model_name,pretrained,train_images,val_images,annotation_type,epochs,imgsz,batch,workers,amp,patience,device,gpu,peak_memory_mb,train_seconds,run_dir,results_csv,best_checkpoint,last_checkpoint
supervised_yolo_label_budget_train,budget_250,results/supervised/yolo_label_budget_diagnostic/budget_250/data.yaml,model_assets/yolo/yolo11n-seg.pt,yolo11n-seg.pt,True,250,134,YOLO segmentation polygons converted from DSB2018 instance masks,50,512,8,2,False,50,cuda:0,NVIDIA GeForce RTX 4060 Laptop GPU,2559.89,571.402,results/supervised/yolo_label_budget_diagnostic_train_runs/budget_250,results/supervised/yolo_label_budget_diagnostic_train_runs/budget_250/results.csv,results/supervised/yolo_label_budget_diagnostic_train_runs/budget_250/weights/best.pt,results/supervised/yolo_label_budget_diagnostic_train_runs/budget_250/weights/last.pt
