protocol,budget,data_yaml,model_weights,model_name,pretrained,train_images,val_images,annotation_type,epochs,imgsz,batch,workers,amp,patience,device,gpu,peak_memory_mb,train_seconds,run_dir,results_csv,best_checkpoint,last_checkpoint,yolo_epoch,yolo_time,yolo_train/box_loss,yolo_train/seg_loss,yolo_train/cls_loss,yolo_train/dfl_loss,yolo_train/sem_loss,yolo_metrics/precision(B),yolo_metrics/recall(B),yolo_metrics/mAP50(B),yolo_metrics/mAP50-95(B),yolo_metrics/precision(M),yolo_metrics/recall(M),yolo_metrics/mAP50(M),yolo_metrics/mAP50-95(M),yolo_val/box_loss,yolo_val/seg_loss,yolo_val/cls_loss,yolo_val/dfl_loss,yolo_val/sem_loss,yolo_lr/pg0,yolo_lr/pg1,yolo_lr/pg2
supervised_yolo_label_budget_train,full_train_pool,results/supervised/yolo_label_budget_diagnostic/full_train_pool/data.yaml,model_assets/yolo/yolo11n-seg.pt,yolo11n-seg.pt,True,536,134,YOLO segmentation polygons converted from DSB2018 instance masks,50,512,8,2,False,50,cuda:0,NVIDIA GeForce RTX 4060 Laptop GPU,2658.43,975.039,results/supervised/yolo_label_budget_diagnostic_train_runs/full_train_pool,results/supervised/yolo_label_budget_diagnostic_train_runs/full_train_pool/results.csv,results/supervised/yolo_label_budget_diagnostic_train_runs/full_train_pool/weights/best.pt,results/supervised/yolo_label_budget_diagnostic_train_runs/full_train_pool/weights/last.pt,50.0,915.706,1.03166,1.52406,0.57259,0.9048,0.0,0.91966,0.80754,0.86444,0.60849,0.89979,0.78407,0.83411,0.45263,1.03825,1.58432,0.56541,0.92549,0.0,5.96e-05,5.96e-05,5.96e-05
