protocol,data_yaml,model_weights,model_name,pretrained,train_images,val_images,annotation_type,epochs,imgsz,batch,workers,amp,patience,device,gpu,peak_memory_mb,train_seconds,run_dir,results_csv,best_checkpoint,last_checkpoint
supervised_yolo_fixed_budget_train,results/supervised/yolo_fixed_budget/data.yaml,model_assets/yolo/yolo11n-seg.pt,yolo11n-seg.pt,True,100,134,YOLO segmentation polygons converted from DSB2018 instance masks,50,512,8,2,False,50,cuda:0,NVIDIA GeForce RTX 4060 Laptop GPU,2575.14,351.421,results/supervised/yolo_fixed_budget_train_run,results/supervised/yolo_fixed_budget_train_run/results.csv,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,results/supervised/yolo_fixed_budget_train_run/weights/last.pt
