protocol,model_key,data_yaml,model_weights,model_name,pretrained,train_images,val_images,annotation_type,epochs,imgsz,batch,workers,amp,patience,device,gpu,peak_memory_mb,train_seconds,run_dir,results_csv,best_checkpoint,last_checkpoint,yolo_epoch,yolo_time,yolo_train/box_loss,yolo_train/seg_loss,yolo_train/cls_loss,yolo_train/dfl_loss,yolo_train/sem_loss,yolo_metrics/precision(B),yolo_metrics/recall(B),yolo_metrics/mAP50(B),yolo_metrics/mAP50-95(B),yolo_metrics/precision(M),yolo_metrics/recall(M),yolo_metrics/mAP50(M),yolo_metrics/mAP50-95(M),yolo_val/box_loss,yolo_val/seg_loss,yolo_val/cls_loss,yolo_val/dfl_loss,yolo_val/sem_loss,yolo_lr/pg0,yolo_lr/pg1,yolo_lr/pg2
supervised_yolo_capacity_train,yolo11m,results/supervised/yolo_label_budget_diagnostic/full_train_pool/data.yaml,model_assets/yolo/yolo11m-seg.pt,yolo11m-seg.pt,True,536,134,YOLO segmentation polygons converted from DSB2018 instance masks,50,512,8,3,False,50,cuda:0,NVIDIA GeForce RTX 4060 Laptop GPU,6837.28,2827.244,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/results.csv,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/last.pt,50.0,2675.4,0.99166,1.43444,0.50178,0.91449,0.0,0.92416,0.83796,0.89227,0.63142,0.89431,0.80248,0.85029,0.46548,0.98652,1.52891,0.51623,0.93727,0.0,5.96e-05,5.96e-05,5.96e-05
