protocol,budget,data_yaml,model_weights,model_name,pretrained,train_images,val_images,annotation_type,epochs,imgsz,batch,workers,amp,patience,device,gpu,peak_memory_mb,train_seconds,run_dir,results_csv,best_checkpoint,last_checkpoint,yolo_epoch,yolo_time,yolo_train/box_loss,yolo_train/seg_loss,yolo_train/cls_loss,yolo_train/dfl_loss,yolo_train/sem_loss,yolo_metrics/precision(B),yolo_metrics/recall(B),yolo_metrics/mAP50(B),yolo_metrics/mAP50-95(B),yolo_metrics/precision(M),yolo_metrics/recall(M),yolo_metrics/mAP50(M),yolo_metrics/mAP50-95(M),yolo_val/box_loss,yolo_val/seg_loss,yolo_val/cls_loss,yolo_val/dfl_loss,yolo_val/sem_loss,yolo_lr/pg0,yolo_lr/pg1,yolo_lr/pg2
supervised_yolo_label_budget_train,budget_250,results/supervised/yolo_label_budget_diagnostic/budget_250/data.yaml,model_assets/yolo/yolo11n-seg.pt,yolo11n-seg.pt,True,250,134,YOLO segmentation polygons converted from DSB2018 instance masks,50,512,8,2,False,50,cuda:0,NVIDIA GeForce RTX 4060 Laptop GPU,2559.89,571.402,results/supervised/yolo_label_budget_diagnostic_train_runs/budget_250,results/supervised/yolo_label_budget_diagnostic_train_runs/budget_250/results.csv,results/supervised/yolo_label_budget_diagnostic_train_runs/budget_250/weights/best.pt,results/supervised/yolo_label_budget_diagnostic_train_runs/budget_250/weights/last.pt,50.0,533.284,1.07618,1.55604,0.63169,0.92155,0.0,0.89723,0.79995,0.84951,0.58153,0.88104,0.77513,0.82436,0.43789,1.10099,1.68332,0.6205,0.93949,0.0,5.96e-05,5.96e-05,5.96e-05
