split,image_id,source_image_path,checkpoint,iou_threshold,conf,imgsz,latency_ms,true_instances,pred_instances,matched_instances,false_positives,false_negatives,precision,recall,object_f1,mean_matched_iou,mean_matched_dice,count_error,absolute_count_error
val,e66f25e175abab08ecb4e5f6859db64a211e0ddffb262d7e727b9d9bd4aad2d2,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/e66f25e175abab08ecb4e5f6859db64a211e0ddffb262d7e727b9d9bd4aad2d2/images/e66f25e175abab08ecb4e5f6859db64a211e0ddffb262d7e727b9d9bd4aad2d2.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,57.096,11,11,11,0,0,1.0,1.0,1.0,0.8262161608963933,0.9020388776032003,0,0
val,e7a3a7c99483c243742b6cfa74e81cd48f126dcef004016ad0151df6c16a6243,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/e7a3a7c99483c243742b6cfa74e81cd48f126dcef004016ad0151df6c16a6243/images/e7a3a7c99483c243742b6cfa74e81cd48f126dcef004016ad0151df6c16a6243.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,216.569,150,160,144,16,6,0.9,0.96,0.9290322580645162,0.8286865505176547,0.9046314202834016,10,10
val,e81c758e1ca177b0942ecad62cf8d321ffc315376135bcbed3df932a6e5b40c0,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/e81c758e1ca177b0942ecad62cf8d321ffc315376135bcbed3df932a6e5b40c0/images/e81c758e1ca177b0942ecad62cf8d321ffc315376135bcbed3df932a6e5b40c0.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,110.866,47,59,36,23,11,0.6101694915254238,0.7659574468085106,0.679245283018868,0.7303155075253982,0.8393337951340061,12,12
val,e856511ac1c34d24320eb7c56c05a4a3340d06667b4f5b8e8df615d415c7f650,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/e856511ac1c34d24320eb7c56c05a4a3340d06667b4f5b8e8df615d415c7f650/images/e856511ac1c34d24320eb7c56c05a4a3340d06667b4f5b8e8df615d415c7f650.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,64.217,27,38,25,13,2,0.6578947368421053,0.9259259259259259,0.7692307692307692,0.7801296939051455,0.8724941695803083,11,11
val,e9b8ad127f2163438b6236c74938f43d7b4863aaf39a16367f4af59bfd96597b,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/e9b8ad127f2163438b6236c74938f43d7b4863aaf39a16367f4af59bfd96597b/images/e9b8ad127f2163438b6236c74938f43d7b4863aaf39a16367f4af59bfd96597b.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,51.851,12,13,12,1,0,0.9230769230769231,1.0,0.9600000000000001,0.8000038208994752,0.8845512279475957,1,1
val,ea00f5a91ca75e745d675201cc62d7db266f8e2787033e15a7dd5f1cc5c0ad72,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/ea00f5a91ca75e745d675201cc62d7db266f8e2787033e15a7dd5f1cc5c0ad72/images/ea00f5a91ca75e745d675201cc62d7db266f8e2787033e15a7dd5f1cc5c0ad72.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,66.48,40,41,40,1,0,0.975609756097561,1.0,0.9876543209876543,0.8612187704473365,0.9238332124952787,1,1
val,ea94ba4b01d1bd5f7768d10e0ac547743791033df545c71fcec442d0cb5cb5e7,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/ea94ba4b01d1bd5f7768d10e0ac547743791033df545c71fcec442d0cb5cb5e7/images/ea94ba4b01d1bd5f7768d10e0ac547743791033df545c71fcec442d0cb5cb5e7.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,82.05,42,50,34,16,8,0.68,0.8095238095238095,0.7391304347826089,0.7749018523182134,0.8684650313275181,8,8
val,ead9464a50a17f74bf1b6471d94ecce8d887cf518c8fedc6c6048eb948bc4e49,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/ead9464a50a17f74bf1b6471d94ecce8d887cf518c8fedc6c6048eb948bc4e49/images/ead9464a50a17f74bf1b6471d94ecce8d887cf518c8fedc6c6048eb948bc4e49.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,54.027,6,6,6,0,0,1.0,1.0,1.0,0.9097664604041253,0.9527433480820093,0,0
val,eb1df8ed879d04b36980b0958a0e8fc446ad08c0bdcf3b5f42e3db023187c7e5,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/eb1df8ed879d04b36980b0958a0e8fc446ad08c0bdcf3b5f42e3db023187c7e5/images/eb1df8ed879d04b36980b0958a0e8fc446ad08c0bdcf3b5f42e3db023187c7e5.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,99.632,59,70,50,20,9,0.7142857142857143,0.847457627118644,0.7751937984496123,0.8023823446658017,0.8864998225856111,11,11
val,eb96fc6cbf6880bf05c4309857ae33844a4bc2152e228eff31024e5265cf9fc3,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/eb96fc6cbf6880bf05c4309857ae33844a4bc2152e228eff31024e5265cf9fc3/images/eb96fc6cbf6880bf05c4309857ae33844a4bc2152e228eff31024e5265cf9fc3.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,66.733,8,8,8,0,0,1.0,1.0,1.0,0.872780751056258,0.9308347327389415,0,0
val,ebc18868864ad075548cc1784f4f9a237bb98335f9645ee727dac8332a3e3716,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/ebc18868864ad075548cc1784f4f9a237bb98335f9645ee727dac8332a3e3716/images/ebc18868864ad075548cc1784f4f9a237bb98335f9645ee727dac8332a3e3716.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,68.456,19,22,15,7,4,0.6818181818181818,0.7894736842105263,0.7317073170731707,0.8156493685675279,0.893612272395157,3,3
val,ec031f176dafe0b36547068ce42eab39428ec7995dac1b3ea52d1db79b61fdeb,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/ec031f176dafe0b36547068ce42eab39428ec7995dac1b3ea52d1db79b61fdeb/images/ec031f176dafe0b36547068ce42eab39428ec7995dac1b3ea52d1db79b61fdeb.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,57.645,9,9,9,0,0,1.0,1.0,1.0,0.8730279826310693,0.9319982316285613,0,0
val,ec486143ecfec847c22cd8cbc207d85312bcf38e61c9b9a805e0d12add62da8d,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/ec486143ecfec847c22cd8cbc207d85312bcf38e61c9b9a805e0d12add62da8d/images/ec486143ecfec847c22cd8cbc207d85312bcf38e61c9b9a805e0d12add62da8d.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,51.627,11,13,11,2,0,0.8461538461538461,1.0,0.9166666666666666,0.8336687140555913,0.9076434952370082,2,2
val,ecb36c90cdd20245d89173c106f3c6a2d124d07bdea0ae202fb1efa49b0cd169,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/ecb36c90cdd20245d89173c106f3c6a2d124d07bdea0ae202fb1efa49b0cd169/images/ecb36c90cdd20245d89173c106f3c6a2d124d07bdea0ae202fb1efa49b0cd169.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,203.782,120,122,116,6,4,0.9508196721311475,0.9666666666666667,0.9586776859504132,0.8571595909073486,0.921998201452285,2,2
val,ed4b8e0d756836be7acb2e2b7799c473b52424e3092a71d3c6d23558e500dc4c,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/ed4b8e0d756836be7acb2e2b7799c473b52424e3092a71d3c6d23558e500dc4c/images/ed4b8e0d756836be7acb2e2b7799c473b52424e3092a71d3c6d23558e500dc4c.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,132.837,76,85,76,9,0,0.8941176470588236,1.0,0.9440993788819877,0.8295211269884972,0.9045981045125283,9,9
val,ed5be4b63e9506ad64660dd92a098ffcc0325195298c13c815a73773f1efc279,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/ed5be4b63e9506ad64660dd92a098ffcc0325195298c13c815a73773f1efc279/images/ed5be4b63e9506ad64660dd92a098ffcc0325195298c13c815a73773f1efc279.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,83.26,42,55,36,19,6,0.6545454545454545,0.8571428571428571,0.7422680412371134,0.7872798671896576,0.8784093280718707,13,13
val,ed8c31b001a0c23c33402f94a5ee6b0209e0c6419eb52d5d02255513e3a672fc,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/ed8c31b001a0c23c33402f94a5ee6b0209e0c6419eb52d5d02255513e3a672fc/images/ed8c31b001a0c23c33402f94a5ee6b0209e0c6419eb52d5d02255513e3a672fc.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,110.239,91,94,84,10,7,0.8936170212765957,0.9230769230769231,0.908108108108108,0.76161202144739,0.8615634106912299,3,3
val,edd36ed822e7ed760ff73e0524df22aa5bf5c565efcdc6c39603239c0896e7a8,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/edd36ed822e7ed760ff73e0524df22aa5bf5c565efcdc6c39603239c0896e7a8/images/edd36ed822e7ed760ff73e0524df22aa5bf5c565efcdc6c39603239c0896e7a8.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,86.845,49,55,43,12,6,0.7818181818181819,0.8775510204081632,0.8269230769230769,0.7562084543194737,0.857243669545484,6,6
val,ee927e8255096971ddae1bd975cf80c4ad7c847c82d0b5f5dd2ddfe5407007ee,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/ee927e8255096971ddae1bd975cf80c4ad7c847c82d0b5f5dd2ddfe5407007ee/images/ee927e8255096971ddae1bd975cf80c4ad7c847c82d0b5f5dd2ddfe5407007ee.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,139.633,65,56,50,6,15,0.8928571428571429,0.7692307692307693,0.8264462809917357,0.7606365385062532,0.8618720902209014,-9,9
val,eeb142344e9de3250ab748f93940bf06be70d5078337680998468a134a101698,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/eeb142344e9de3250ab748f93940bf06be70d5078337680998468a134a101698/images/eeb142344e9de3250ab748f93940bf06be70d5078337680998468a134a101698.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,148.298,50,52,45,7,5,0.8653846153846154,0.9,0.8823529411764707,0.7545634240721607,0.8569598980301055,2,2
val,ef3ef194e5657fda708ecbd3eb6530286ed2ba23c88efb9f1715298975c73548,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/ef3ef194e5657fda708ecbd3eb6530286ed2ba23c88efb9f1715298975c73548/images/ef3ef194e5657fda708ecbd3eb6530286ed2ba23c88efb9f1715298975c73548.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,217.228,75,116,64,52,11,0.5517241379310345,0.8533333333333334,0.6701570680628273,0.7658216671074737,0.8625774605756991,41,41
val,ef6634efb46567d87b811be786b18c4cd0e2cda23d79b65d6afe0d259ef3ade6,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/ef6634efb46567d87b811be786b18c4cd0e2cda23d79b65d6afe0d259ef3ade6/images/ef6634efb46567d87b811be786b18c4cd0e2cda23d79b65d6afe0d259ef3ade6.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,117.346,32,38,30,8,2,0.7894736842105263,0.9375,0.8571428571428572,0.7780615538542731,0.8691242977916633,6,6
val,f01a9742c43a69f087700a43893f713878e537bae8e44f76b957f09519601ad6,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f01a9742c43a69f087700a43893f713878e537bae8e44f76b957f09519601ad6/images/f01a9742c43a69f087700a43893f713878e537bae8e44f76b957f09519601ad6.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,170.198,28,28,28,0,0,1.0,1.0,1.0,0.878744597653248,0.9351245597150212,0,0
val,f0a75e0322f11cead4219aa530673fe5eef67580fb6fccc254963c9fc6b58aa1,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f0a75e0322f11cead4219aa530673fe5eef67580fb6fccc254963c9fc6b58aa1/images/f0a75e0322f11cead4219aa530673fe5eef67580fb6fccc254963c9fc6b58aa1.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,100.284,12,12,12,0,0,1.0,1.0,1.0,0.8551053485493861,0.9204643678413008,0,0
val,f0c9f135c62572f3669a75b2c735e4477dc77fac85e653426ee2b3bcfbed7aaf,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f0c9f135c62572f3669a75b2c735e4477dc77fac85e653426ee2b3bcfbed7aaf/images/f0c9f135c62572f3669a75b2c735e4477dc77fac85e653426ee2b3bcfbed7aaf.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,97.607,24,22,20,2,4,0.9090909090909091,0.8333333333333334,0.8695652173913043,0.8957028896976847,0.9431283724729911,-2,2
val,f113626a04125d97b27f21b45a0ce9a686d73dee7b5dbc0725d49194ba0203bd,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f113626a04125d97b27f21b45a0ce9a686d73dee7b5dbc0725d49194ba0203bd/images/f113626a04125d97b27f21b45a0ce9a686d73dee7b5dbc0725d49194ba0203bd.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,106.231,24,23,23,0,1,1.0,0.9583333333333334,0.9787234042553191,0.9357379051299352,0.966488615924414,-1,1
val,f20eb4592e7d3cf58d421a9c34832d33adcdcbd0e17b7bf009a013847608da27,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f20eb4592e7d3cf58d421a9c34832d33adcdcbd0e17b7bf009a013847608da27/images/f20eb4592e7d3cf58d421a9c34832d33adcdcbd0e17b7bf009a013847608da27.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,105.71,30,31,30,1,0,0.967741935483871,1.0,0.9836065573770492,0.8626829717014612,0.9249187319235114,1,1
val,f26f4c2c70c38fe12e00d5a814d5116691f2ca548908126923fd76ddd665ed24,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f26f4c2c70c38fe12e00d5a814d5116691f2ca548908126923fd76ddd665ed24/images/f26f4c2c70c38fe12e00d5a814d5116691f2ca548908126923fd76ddd665ed24.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,126.808,52,58,46,12,6,0.7931034482758621,0.8846153846153846,0.8363636363636363,0.7902562128889804,0.8814550040937704,6,6
val,f29fd9c52e04403cd2c7d43b6fe2479292e53b2f61969d25256d2d2aca7c6a81,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f29fd9c52e04403cd2c7d43b6fe2479292e53b2f61969d25256d2d2aca7c6a81/images/f29fd9c52e04403cd2c7d43b6fe2479292e53b2f61969d25256d2d2aca7c6a81.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,376.28,199,132,32,100,167,0.24242424242424243,0.16080402010050251,0.1933534743202417,0.6090271607360234,0.7548592722972083,-67,67
val,f35ab34528e3e2d2589d24cbffc0e10024dfc474a68585d0b5feb7b05aa0067f,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f35ab34528e3e2d2589d24cbffc0e10024dfc474a68585d0b5feb7b05aa0067f/images/f35ab34528e3e2d2589d24cbffc0e10024dfc474a68585d0b5feb7b05aa0067f.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,14.512,9,9,9,0,0,1.0,1.0,1.0,0.8657680101335877,0.9276814849225475,0,0
val,f43169e3d8b4f71e687945b9e72cbfdfe2e40e68842568e6a30c60d64c1378b6,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f43169e3d8b4f71e687945b9e72cbfdfe2e40e68842568e6a30c60d64c1378b6/images/f43169e3d8b4f71e687945b9e72cbfdfe2e40e68842568e6a30c60d64c1378b6.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,14.47,18,19,18,1,0,0.9473684210526315,1.0,0.972972972972973,0.8869912105441102,0.9398341398675265,1,1
val,f487cc82271cf84b4414552aa8b0a9d82d902451ebe8e8bc639d4121c1672ff7,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f487cc82271cf84b4414552aa8b0a9d82d902451ebe8e8bc639d4121c1672ff7/images/f487cc82271cf84b4414552aa8b0a9d82d902451ebe8e8bc639d4121c1672ff7.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,18.678,47,56,40,16,7,0.7142857142857143,0.851063829787234,0.7766990291262136,0.6316739342649118,0.7711381498993383,9,9
val,f4b7c24baf69b8752c49d0eb5db4b7b5e1524945d48e54925bff401d5658045d,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f4b7c24baf69b8752c49d0eb5db4b7b5e1524945d48e54925bff401d5658045d/images/f4b7c24baf69b8752c49d0eb5db4b7b5e1524945d48e54925bff401d5658045d.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,17.282,9,12,8,4,1,0.6666666666666666,0.8888888888888888,0.761904761904762,0.8140665782299754,0.8955993544477734,3,3
val,f4c4db3df4ff0de90f44b027fc2e28c16bf7e5c75ea75b0a9762bbb7ac86e7a3,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f4c4db3df4ff0de90f44b027fc2e28c16bf7e5c75ea75b0a9762bbb7ac86e7a3/images/f4c4db3df4ff0de90f44b027fc2e28c16bf7e5c75ea75b0a9762bbb7ac86e7a3.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,24.44,68,18,7,11,61,0.3888888888888889,0.10294117647058823,0.1627906976744186,0.6108729667648417,0.7553565308413752,-50,50
val,f4faa3a409014db1865074c5f66a0255f71ae3faba03265da0b3b91f68e8a8f0,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f4faa3a409014db1865074c5f66a0255f71ae3faba03265da0b3b91f68e8a8f0/images/f4faa3a409014db1865074c5f66a0255f71ae3faba03265da0b3b91f68e8a8f0.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,20.838,14,14,14,0,0,1.0,1.0,1.0,0.9127407441959213,0.9541922572529729,0,0
val,f534b43bf37ff946a310a0f08315d76c3fb3394681cf523acef7c0682240072a,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f534b43bf37ff946a310a0f08315d76c3fb3394681cf523acef7c0682240072a/images/f534b43bf37ff946a310a0f08315d76c3fb3394681cf523acef7c0682240072a.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,15.225,18,16,15,1,3,0.9375,0.8333333333333334,0.8823529411764706,0.8768206025741743,0.9298242906144395,-2,2
val,f67e72b7fe0b1e3648ea745ffd395c80705c89b0c0c48227991fe6f5815b2a18,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f67e72b7fe0b1e3648ea745ffd395c80705c89b0c0c48227991fe6f5815b2a18/images/f67e72b7fe0b1e3648ea745ffd395c80705c89b0c0c48227991fe6f5815b2a18.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,15.476,12,14,12,2,0,0.8571428571428571,1.0,0.923076923076923,0.8494309420452227,0.9146854036925145,2,2
val,f6863b83d75e5927b30e2e326405b588293283c25aaef2251b30c343296b9cb1,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f6863b83d75e5927b30e2e326405b588293283c25aaef2251b30c343296b9cb1/images/f6863b83d75e5927b30e2e326405b588293283c25aaef2251b30c343296b9cb1.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,19.943,92,73,60,13,32,0.821917808219178,0.6521739130434783,0.7272727272727272,0.7138334654519439,0.8296139919838609,-19,19
val,f6b16c885c0b2bc0d0eb2bb2eeb0a2753ebafb5a7a91da10e89b0b0478984637,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f6b16c885c0b2bc0d0eb2bb2eeb0a2753ebafb5a7a91da10e89b0b0478984637/images/f6b16c885c0b2bc0d0eb2bb2eeb0a2753ebafb5a7a91da10e89b0b0478984637.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,14.152,8,8,7,1,1,0.875,0.875,0.875,0.8402560773211425,0.9115234469269708,0,0
val,f6cb37ebf29c225284c8415962f7287abe7007fae8fe3d8a3899b608b832d7d5,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f6cb37ebf29c225284c8415962f7287abe7007fae8fe3d8a3899b608b832d7d5/images/f6cb37ebf29c225284c8415962f7287abe7007fae8fe3d8a3899b608b832d7d5.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,16.513,17,17,17,0,0,1.0,1.0,1.0,0.9262331521261074,0.961333965901509,0,0
val,f728de04267283f0b4daab9a840e7433b2c6034baf195fd526850439c9297687,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f728de04267283f0b4daab9a840e7433b2c6034baf195fd526850439c9297687/images/f728de04267283f0b4daab9a840e7433b2c6034baf195fd526850439c9297687.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,24.452,54,48,42,6,12,0.875,0.7777777777777778,0.823529411764706,0.8192074276474512,0.8977354897326002,-6,6
val,f73e37957c74f554be132986f38b6f1d75339f636dfe2b681a0cf3f88d2733af,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f73e37957c74f554be132986f38b6f1d75339f636dfe2b681a0cf3f88d2733af/images/f73e37957c74f554be132986f38b6f1d75339f636dfe2b681a0cf3f88d2733af.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,18.212,37,39,30,9,7,0.7692307692307693,0.8108108108108109,0.7894736842105263,0.6527599557538518,0.7879518386003354,2,2
val,f7e5dcfc9c93183c668c5a4ab028d5faad54fb54298711f2caae0508aa978300,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f7e5dcfc9c93183c668c5a4ab028d5faad54fb54298711f2caae0508aa978300/images/f7e5dcfc9c93183c668c5a4ab028d5faad54fb54298711f2caae0508aa978300.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,17.618,26,28,21,7,5,0.75,0.8076923076923077,0.7777777777777779,0.76440511807309,0.8621770465445515,2,2
val,f7eaaf420b5204c4a42577428b7cd897a53ef07b759ccbba3ed30a3548ca5605,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f7eaaf420b5204c4a42577428b7cd897a53ef07b759ccbba3ed30a3548ca5605/images/f7eaaf420b5204c4a42577428b7cd897a53ef07b759ccbba3ed30a3548ca5605.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,15.536,11,12,11,1,0,0.9166666666666666,1.0,0.9565217391304348,0.883291221747531,0.9378079802840573,1,1
val,f81ca7ee25e733ff37240c34c8e3044d9937bb0166e315952ebde3f237ecb86f,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f81ca7ee25e733ff37240c34c8e3044d9937bb0166e315952ebde3f237ecb86f/images/f81ca7ee25e733ff37240c34c8e3044d9937bb0166e315952ebde3f237ecb86f.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,15.33,20,20,19,1,1,0.95,0.95,0.9500000000000001,0.8530844395218694,0.9156580743651181,0,0
val,f8e74d4006dd68c1dbe68df7be905835e00d8ba4916f3b18884509a15fdc0b55,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f8e74d4006dd68c1dbe68df7be905835e00d8ba4916f3b18884509a15fdc0b55/images/f8e74d4006dd68c1dbe68df7be905835e00d8ba4916f3b18884509a15fdc0b55.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,19.038,57,42,35,7,22,0.8333333333333334,0.6140350877192983,0.7070707070707071,0.6712458594045465,0.7999013938891113,-15,15
val,f93ec5e683d81005ffc2a84a1c0299b2406ad14b764b824e013f7ca3a13833b5,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f93ec5e683d81005ffc2a84a1c0299b2406ad14b764b824e013f7ca3a13833b5/images/f93ec5e683d81005ffc2a84a1c0299b2406ad14b764b824e013f7ca3a13833b5.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,16.655,32,31,31,0,1,1.0,0.96875,0.9841269841269841,0.850914573009566,0.9186736523190955,-1,1
val,f952cc65376009cfad8249e53b9b2c0daaa3553e897096337d143c625c2df886,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f952cc65376009cfad8249e53b9b2c0daaa3553e897096337d143c625c2df886/images/f952cc65376009cfad8249e53b9b2c0daaa3553e897096337d143c625c2df886.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,34.836,151,187,122,65,29,0.6524064171122995,0.8079470198675497,0.7218934911242604,0.6959087852784779,0.8173537884869233,36,36
val,f9ac03b0344ce8c48bc058448541f9211a1e5f4c94fdaf633dd534328d8610ab,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f9ac03b0344ce8c48bc058448541f9211a1e5f4c94fdaf633dd534328d8610ab/images/f9ac03b0344ce8c48bc058448541f9211a1e5f4c94fdaf633dd534328d8610ab.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,16.328,20,22,20,2,0,0.9090909090909091,1.0,0.9523809523809523,0.8702832597962911,0.9298647714268478,2,2
val,f9ea1a1159c33f39bbe5f18bb278d961188b40508277eab7c0b4b91219b37b5d,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/f9ea1a1159c33f39bbe5f18bb278d961188b40508277eab7c0b4b91219b37b5d/images/f9ea1a1159c33f39bbe5f18bb278d961188b40508277eab7c0b4b91219b37b5d.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,16.745,25,22,20,2,5,0.9090909090909091,0.8,0.8510638297872342,0.8690213333937808,0.9270440529078334,-3,3
val,fa73f24532b3667718ede7ac5c2e24ad7d3cae17b0a42ed17bbb81b15c28f4ae,/home/user/cellseg-robustness-diagnostic/data/raw/dsb2018/stage1_train/fa73f24532b3667718ede7ac5c2e24ad7d3cae17b0a42ed17bbb81b15c28f4ae/images/fa73f24532b3667718ede7ac5c2e24ad7d3cae17b0a42ed17bbb81b15c28f4ae.png,results/supervised/yolo_fixed_budget_train_run/weights/best.pt,0.5,0.25,512,14.194,7,6,5,1,2,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.7714834539365579,0.8697279168339325,-1,1
