protocol,model_key,data_yaml,model_weights,model_name,pretrained,train_images,val_images,annotation_type,epochs,imgsz,batch,workers,amp,patience,device,gpu,peak_memory_mb,train_seconds,run_dir,results_csv,best_checkpoint,last_checkpoint
supervised_yolo_capacity_train,yolo11m,results/supervised/yolo_label_budget_diagnostic/full_train_pool/data.yaml,model_assets/yolo/yolo11m-seg.pt,yolo11m-seg.pt,True,536,134,YOLO segmentation polygons converted from DSB2018 instance masks,50,512,8,3,False,50,cuda:0,NVIDIA GeForce RTX 4060 Laptop GPU,6837.28,2827.244,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/results.csv,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/best.pt,results/supervised/yolo_capacity_diagnostic_train_runs/yolo11m/weights/last.pt
