protocol,data_yaml,model_weights,model_name,pretrained,train_images,val_images,annotation_type,epochs,imgsz,batch,workers,amp,device,gpu,peak_memory_mb,train_seconds,run_dir,results_csv,best_checkpoint,last_checkpoint,yolo_epoch,yolo_time,yolo_train/box_loss,yolo_train/seg_loss,yolo_train/cls_loss,yolo_train/dfl_loss,yolo_train/sem_loss,yolo_metrics/precision(B),yolo_metrics/recall(B),yolo_metrics/mAP50(B),yolo_metrics/mAP50-95(B),yolo_metrics/precision(M),yolo_metrics/recall(M),yolo_metrics/mAP50(M),yolo_metrics/mAP50-95(M),yolo_val/box_loss,yolo_val/seg_loss,yolo_val/cls_loss,yolo_val/dfl_loss,yolo_val/sem_loss,yolo_lr/pg0,yolo_lr/pg1,yolo_lr/pg2
supervised_yolo_tiny_train_smoke,results/supervised/yolo_label_smoke/data.yaml,model_assets/yolo/yolo11n-seg.pt,yolo11n-seg.pt,True,16,4,YOLO segmentation polygons converted from DSB2018 instance masks,1,256,2,0,False,cuda:0,NVIDIA GeForce RTX 4060 Laptop GPU,224.63,6.858,results/supervised/yolo_tiny_train_smoke_run,results/supervised/yolo_tiny_train_smoke_run/results.csv,results/supervised/yolo_tiny_train_smoke_run/weights/best.pt,results/supervised/yolo_tiny_train_smoke_run/weights/last.pt,1.0,3.91794,2.50485,3.61183,3.53183,1.28058,0.0,0.02265,0.03467,0.00094,0.00034,0.02439,0.03733,0.00102,0.00043,1.24502,2.62825,3.56229,1.01268,0.0,0.00014,0.00014,0.00014
