image_id,method,config_id,iou_threshold,gpu,latency_ms,input_mode,normalize,invert,diameter,flow_threshold,cellprob_threshold,min_size,true_instances,pred_instances,matched_instances,false_positives,false_negatives,precision,recall,object_f1,mean_matched_iou,mean_matched_dice,count_error,absolute_count_error
2817299fd3b88670e86a9db5651ba24333c299d1d41e5491aabfcd95aee84174,cellpose_cpsam,gray_max,0.5,True,702.407,gray_max,True,False,,0.4,0.0,15,16,17,16,1,0,0.9411764705882353,1.0,0.9696969696969697,0.8824125897411863,0.9357751425457665,1,1
33a5b0ff232b425796ee6a9dd5b516ff9aad54ca723b4ec490bf5cd9b2e2a731,cellpose_cpsam,gray_max,0.5,True,731.936,gray_max,True,False,,0.4,0.0,15,23,18,16,2,7,0.8888888888888888,0.6956521739130435,0.7804878048780488,0.7386880455974119,0.8431104659306827,-5,5
4193474b2f1c72f735b13633b219d9cabdd43c21d9c2bb4dfc4809f104ba4c06,cellpose_cpsam,gray_max,0.5,True,723.529,gray_max,True,False,,0.4,0.0,15,12,12,9,3,3,0.75,0.75,0.75,0.7740361275085785,0.8701989075458669,0,0
5afcbfd0dd64392aa1e233b996d0bfb4354ee7119f30ae111c33d0fe4df11590,cellpose_cpsam,gray_max,0.5,True,750.71,gray_max,True,False,,0.4,0.0,15,27,25,25,0,2,1.0,0.9259259259259259,0.9615384615384615,0.9173655477198224,0.9538463826360545,-2,2
66612c188d73e931e1863af2c99d2af782c32f65fd97d224abb40bbadb87263f,cellpose_cpsam,gray_max,0.5,True,691.967,gray_max,True,False,,0.4,0.0,15,15,13,13,0,2,1.0,0.8666666666666667,0.9285714285714286,0.923083778799312,0.9590916107406853,-2,2
76c44d1addac92a65f1331f2d93f4e3b130bd4e538a6e5239c3ac1f4c403608a,cellpose_cpsam,gray_max,0.5,True,680.873,gray_max,True,False,,0.4,0.0,15,35,35,35,0,0,1.0,1.0,1.0,0.9016794846843704,0.9463289176819066,0,0
853a4c67900c411abd04467f7bc7813d3c58a5f565c8b0807e13c6e6dea21344,cellpose_cpsam,gray_max,0.5,True,698.09,gray_max,True,False,,0.4,0.0,15,18,13,12,1,6,0.9230769230769231,0.6666666666666666,0.7741935483870968,0.8487433296949639,0.9153244818308784,-5,5
942d56861fc83e195e9c559a000bb86627d8682f8dcc2300818458e5b6850dd0,cellpose_cpsam,gray_max,0.5,True,714.506,gray_max,True,False,,0.4,0.0,15,51,52,50,2,1,0.9615384615384616,0.9803921568627451,0.970873786407767,0.8252559386183814,0.901219251530391,1,1
a1777737270c5f96c4523dff76e4097756f8f7d4c9d59bac079e31f9510deabd,cellpose_cpsam,gray_max,0.5,True,765.111,gray_max,True,False,,0.4,0.0,15,26,26,23,3,3,0.8846153846153846,0.8846153846153846,0.8846153846153846,0.8790986479207252,0.932341188429577,0,0
ad473063dab4bf4f2461d9a99a9c0166d4871f156516d9e0a523484e7cf2258d,cellpose_cpsam,gray_max,0.5,True,713.653,gray_max,True,False,,0.4,0.0,15,84,54,49,5,35,0.9074074074074074,0.5833333333333334,0.7101449275362318,0.7719690920886848,0.8672705806819362,-30,30
b909aa8f6f4bec37c3fb6ff5a85d166162d07983506fcc57be742b0f9dbafbf7,cellpose_cpsam,gray_max,0.5,True,697.443,gray_max,True,False,,0.4,0.0,15,9,5,3,2,6,0.6,0.3333333333333333,0.42857142857142855,0.8107270672138869,0.8933816598163147,-4,4
c6216cdc42f61bc345434986db42e2ef9b9741aee3210b7a808e952e319d2305,cellpose_cpsam,gray_max,0.5,True,689.561,gray_max,True,False,,0.4,0.0,15,32,30,28,2,4,0.9333333333333333,0.875,0.9032258064516129,0.7785826527356383,0.8732861306422992,-2,2
d7d12a2acc47a94961aeb56fd56e8a0873016af75f5dd10915de9db8af8e4f5e,cellpose_cpsam,gray_max,0.5,True,743.439,gray_max,True,False,,0.4,0.0,15,22,20,20,0,2,1.0,0.9090909090909091,0.9523809523809523,0.8420695694335443,0.9084229364122427,-2,2
e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2,cellpose_cpsam,gray_max,0.5,True,1995.009,gray_max,True,False,,0.4,0.0,15,130,133,129,4,1,0.9699248120300752,0.9923076923076923,0.9809885931558935,0.9242622851730812,0.959622499737988,3,3
f29fd9c52e04403cd2c7d43b6fe2479292e53b2f61969d25256d2d2aca7c6a81,cellpose_cpsam,gray_max,0.5,True,3354.369,gray_max,True,False,,0.4,0.0,15,199,168,157,11,42,0.9345238095238095,0.7889447236180904,0.8555858310626703,0.7497753162468754,0.8536799716371047,-31,31
ff599c7301daa1f783924ac8cbe3ce7b42878f15a39c2d19659189951f540f48,cellpose_cpsam,gray_max,0.5,True,741.546,gray_max,True,False,,0.4,0.0,15,24,24,24,0,0,1.0,1.0,1.0,0.9357950336315888,0.9658129550796968,0,0
220b37f4ca7cab486d2b71cd87a46ee7411a5aa142799d96ed98015ab5ba538a,cellpose_cpsam,rgb_invert,0.5,True,625.863,rgb,True,True,,0.4,0.0,15,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,-1,1
7b38c9173ebe69b4c6ba7e703c0c27f39305d9b2910f46405993d2ea7a963b80,cellpose_cpsam,rgb_invert,0.5,True,754.468,rgb,True,True,,0.4,0.0,15,1,96,0,96,1,0.0,0.0,0.0,0.0,0.0,95,95
84eeec681987753029eb83ea5f3ff7e8b5697783cdb2035f2882d40c9a3f1029,cellpose_cpsam,rgb_invert,0.5,True,676.084,rgb,True,True,,0.4,0.0,15,1,1,0,1,1,0.0,0.0,0.0,0.0,0.0,0,0
