split,image_id,method,method_label,perturbation,clean_object_f1,object_f1,absolute_object_f1_drop,relative_object_f1_drop,clean_precision,precision,precision_drop,clean_recall,recall,recall_drop,clean_absolute_count_error,absolute_count_error,absolute_count_error_delta,true_instances,pred_instances,false_positives,false_negatives,no_prediction
stage1_train_full,d7fc0d0a7339211f2433829c6553b762e2b9ef82cfe218d58ecae6643fa8e9c7,otsu_watershed,Otsu + watershed,gaussian_blur,0.9189,0.9189,0.0,0.0,0.8947,0.8947,0.0,0.9444,0.9444,0.0,1,1,0,18,19,2,1,False
stage1_train_full,d7fc0d0a7339211f2433829c6553b762e2b9ef82cfe218d58ecae6643fa8e9c7,otsu_watershed,Otsu + watershed,downsample_upsample,0.9189,0.9189,0.0,0.0,0.8947,0.8947,0.0,0.9444,0.9444,0.0,1,1,0,18,19,2,1,False
stage1_train_full,d7fc0d0a7339211f2433829c6553b762e2b9ef82cfe218d58ecae6643fa8e9c7,otsu_watershed,Otsu + watershed,contrast_inversion,0.9189,0.973,-0.0541,-0.0588,0.8947,0.9474,-0.0526,0.9444,1.0,-0.0556,1,1,0,18,19,1,0,False
stage1_train_full,d827a7d80fc67487a3237135e0d43ae01b7bbcb135e1a167601fc974a8348c51,otsu_watershed,Otsu + watershed,clean,0.9,0.9,0.0,0.0,0.871,0.871,0.0,0.931,0.931,0.0,2,2,0,29,31,4,2,False
stage1_train_full,d827a7d80fc67487a3237135e0d43ae01b7bbcb135e1a167601fc974a8348c51,otsu_watershed,Otsu + watershed,gaussian_noise,0.9,0.6154,0.2846,0.3162,0.871,0.5556,0.3154,0.931,0.6897,0.2414,2,7,5,29,36,16,9,False
stage1_train_full,d827a7d80fc67487a3237135e0d43ae01b7bbcb135e1a167601fc974a8348c51,otsu_watershed,Otsu + watershed,gaussian_blur,0.9,0.9667,-0.0667,-0.0741,0.871,0.9355,-0.0645,0.931,1.0,-0.069,2,2,0,29,31,2,0,False
stage1_train_full,d827a7d80fc67487a3237135e0d43ae01b7bbcb135e1a167601fc974a8348c51,otsu_watershed,Otsu + watershed,downsample_upsample,0.9,0.9492,-0.0492,-0.0546,0.871,0.9333,-0.0624,0.931,0.9655,-0.0345,2,1,-1,29,30,2,1,False
stage1_train_full,d827a7d80fc67487a3237135e0d43ae01b7bbcb135e1a167601fc974a8348c51,otsu_watershed,Otsu + watershed,contrast_inversion,0.9,0.9474,-0.0474,-0.0526,0.871,0.9643,-0.0933,0.931,0.931,0.0,2,1,-1,29,28,1,2,False
stage1_train_full,d8607b21411c9c8ab532faaeba15f8818a92025897950f94ee4da4f74f53660a,otsu_watershed,Otsu + watershed,clean,0.3529,0.3529,0.0,0.0,0.2459,0.2459,0.0,0.625,0.625,0.0,37,37,0,24,61,46,9,False
stage1_train_full,d8607b21411c9c8ab532faaeba15f8818a92025897950f94ee4da4f74f53660a,otsu_watershed,Otsu + watershed,gaussian_noise,0.3529,0.0709,0.282,0.7991,0.2459,0.0427,0.2032,0.625,0.2083,0.4167,37,93,56,24,117,112,19,False
stage1_train_full,d8607b21411c9c8ab532faaeba15f8818a92025897950f94ee4da4f74f53660a,otsu_watershed,Otsu + watershed,gaussian_blur,0.3529,0.4474,-0.0944,-0.2675,0.2459,0.3269,-0.081,0.625,0.7083,-0.0833,37,28,-9,24,52,35,7,False
stage1_train_full,d8607b21411c9c8ab532faaeba15f8818a92025897950f94ee4da4f74f53660a,otsu_watershed,Otsu + watershed,downsample_upsample,0.3529,0.4595,-0.1065,-0.3018,0.2459,0.34,-0.0941,0.625,0.7083,-0.0833,37,26,-11,24,50,33,7,False
stage1_train_full,d8607b21411c9c8ab532faaeba15f8818a92025897950f94ee4da4f74f53660a,otsu_watershed,Otsu + watershed,contrast_inversion,0.3529,0.3294,0.0235,0.0667,0.2459,0.2295,0.0164,0.625,0.5833,0.0417,37,37,0,24,61,47,10,False
stage1_train_full,d910b2b1be8406caecfe31a503d412ffc4e3d488286242ebc7381836121dd4ef,otsu_watershed,Otsu + watershed,clean,0.8444,0.8444,0.0,0.0,0.9048,0.9048,0.0,0.7917,0.7917,0.0,3,3,0,24,21,2,5,False
stage1_train_full,d910b2b1be8406caecfe31a503d412ffc4e3d488286242ebc7381836121dd4ef,otsu_watershed,Otsu + watershed,gaussian_noise,0.8444,0.6939,0.1506,0.1783,0.9048,0.68,0.2248,0.7917,0.7083,0.0833,3,1,-2,24,25,8,7,False
stage1_train_full,d910b2b1be8406caecfe31a503d412ffc4e3d488286242ebc7381836121dd4ef,otsu_watershed,Otsu + watershed,gaussian_blur,0.8444,0.7619,0.0825,0.0977,0.9048,0.8889,0.0159,0.7917,0.6667,0.125,3,6,3,24,18,2,8,False
stage1_train_full,d910b2b1be8406caecfe31a503d412ffc4e3d488286242ebc7381836121dd4ef,otsu_watershed,Otsu + watershed,downsample_upsample,0.8444,0.8444,0.0,0.0,0.9048,0.9048,0.0,0.7917,0.7917,0.0,3,3,0,24,21,2,5,False
stage1_train_full,d910b2b1be8406caecfe31a503d412ffc4e3d488286242ebc7381836121dd4ef,otsu_watershed,Otsu + watershed,contrast_inversion,0.8444,0.8261,0.0184,0.0217,0.9048,0.8636,0.0411,0.7917,0.7917,0.0,3,2,-1,24,22,3,5,False
stage1_train_full,da31f2aa8601afec5c45180a2c448cb9c4a8ec7b35e75190d6ba3588f69058c8,otsu_watershed,Otsu + watershed,clean,0.283,0.283,0.0,0.0,0.2,0.2,0.0,0.4839,0.4839,0.0,88,88,0,62,150,120,32,False
stage1_train_full,da31f2aa8601afec5c45180a2c448cb9c4a8ec7b35e75190d6ba3588f69058c8,otsu_watershed,Otsu + watershed,gaussian_noise,0.283,0.1933,0.0897,0.3171,0.2,0.1307,0.0693,0.4839,0.371,0.1129,88,114,26,62,176,153,39,False
stage1_train_full,da31f2aa8601afec5c45180a2c448cb9c4a8ec7b35e75190d6ba3588f69058c8,otsu_watershed,Otsu + watershed,gaussian_blur,0.283,0.3069,-0.0239,-0.0845,0.2,0.2214,-0.0214,0.4839,0.5,-0.0161,88,78,-10,62,140,109,31,False
stage1_train_full,da31f2aa8601afec5c45180a2c448cb9c4a8ec7b35e75190d6ba3588f69058c8,otsu_watershed,Otsu + watershed,downsample_upsample,0.283,0.2817,0.0013,0.0047,0.2,0.1987,0.0013,0.4839,0.4839,0.0,88,89,1,62,151,121,32,False
stage1_train_full,da31f2aa8601afec5c45180a2c448cb9c4a8ec7b35e75190d6ba3588f69058c8,otsu_watershed,Otsu + watershed,contrast_inversion,0.283,0.2679,0.0151,0.0533,0.2,0.1905,0.0095,0.4839,0.4516,0.0323,88,85,-3,62,147,119,34,False
stage1_train_full,da5f98f2b8a64eee735a398de48ed42cd31bf17a6063db46a9e0783ac13cd844,otsu_watershed,Otsu + watershed,clean,0.6437,0.6437,0.0,0.0,0.5722,0.5722,0.0,0.7357,0.7357,0.0,40,40,0,140,180,77,37,False
stage1_train_full,da5f98f2b8a64eee735a398de48ed42cd31bf17a6063db46a9e0783ac13cd844,otsu_watershed,Otsu + watershed,gaussian_noise,0.6437,0.4602,0.1835,0.2851,0.5722,0.3821,0.1901,0.7357,0.5786,0.1571,40,72,32,140,212,131,59,False
stage1_train_full,da5f98f2b8a64eee735a398de48ed42cd31bf17a6063db46a9e0783ac13cd844,otsu_watershed,Otsu + watershed,gaussian_blur,0.6437,0.5732,0.0706,0.1096,0.5722,0.5,0.0722,0.7357,0.6714,0.0643,40,48,8,140,188,94,46,False
stage1_train_full,da5f98f2b8a64eee735a398de48ed42cd31bf17a6063db46a9e0783ac13cd844,otsu_watershed,Otsu + watershed,downsample_upsample,0.6437,0.6012,0.0425,0.0661,0.5722,0.5269,0.0453,0.7357,0.7,0.0357,40,46,6,140,186,88,42,False
stage1_train_full,da5f98f2b8a64eee735a398de48ed42cd31bf17a6063db46a9e0783ac13cd844,otsu_watershed,Otsu + watershed,contrast_inversion,0.6437,0.6437,0.0,0.0,0.5722,0.5722,0.0,0.7357,0.7357,0.0,40,40,0,140,180,77,37,False
stage1_train_full,da79a2b105f055ce75404a04bf53bbb51d518d9381af7b4ac714c137f101d920,otsu_watershed,Otsu + watershed,clean,0.7347,0.7347,0.0,0.0,0.8372,0.8372,0.0,0.6545,0.6545,0.0,12,12,0,55,43,7,19,False
stage1_train_full,da79a2b105f055ce75404a04bf53bbb51d518d9381af7b4ac714c137f101d920,otsu_watershed,Otsu + watershed,gaussian_noise,0.7347,0.7216,0.013,0.0178,0.8372,0.8333,0.0039,0.6545,0.6364,0.0182,12,13,1,55,42,7,20,False
stage1_train_full,da79a2b105f055ce75404a04bf53bbb51d518d9381af7b4ac714c137f101d920,otsu_watershed,Otsu + watershed,gaussian_blur,0.7347,0.7629,-0.0282,-0.0384,0.8372,0.881,-0.0437,0.6545,0.6727,-0.0182,12,13,1,55,42,5,18,False
stage1_train_full,da79a2b105f055ce75404a04bf53bbb51d518d9381af7b4ac714c137f101d920,otsu_watershed,Otsu + watershed,downsample_upsample,0.7347,0.7292,0.0055,0.0075,0.8372,0.8537,-0.0164,0.6545,0.6364,0.0182,12,14,2,55,41,6,20,False
stage1_train_full,da79a2b105f055ce75404a04bf53bbb51d518d9381af7b4ac714c137f101d920,otsu_watershed,Otsu + watershed,contrast_inversion,0.7347,0.7629,-0.0282,-0.0384,0.8372,0.881,-0.0437,0.6545,0.6727,-0.0182,12,13,1,55,42,5,18,False
stage1_train_full,da8ca06ccbb4e2a8718f7c2939ef6cc3a4088981f660842ad885a8273e740d55,otsu_watershed,Otsu + watershed,clean,0.8618,0.8618,0.0,0.0,0.8413,0.8413,0.0,0.8833,0.8833,0.0,3,3,0,60,63,10,7,False
stage1_train_full,da8ca06ccbb4e2a8718f7c2939ef6cc3a4088981f660842ad885a8273e740d55,otsu_watershed,Otsu + watershed,gaussian_noise,0.8618,0.6617,0.2001,0.2322,0.8413,0.6027,0.2385,0.8833,0.7333,0.15,3,13,10,60,73,29,16,False
stage1_train_full,da8ca06ccbb4e2a8718f7c2939ef6cc3a4088981f660842ad885a8273e740d55,otsu_watershed,Otsu + watershed,gaussian_blur,0.8618,0.8833,-0.0215,-0.025,0.8413,0.8833,-0.0421,0.8833,0.8833,0.0,3,0,-3,60,60,7,7,False
stage1_train_full,da8ca06ccbb4e2a8718f7c2939ef6cc3a4088981f660842ad885a8273e740d55,otsu_watershed,Otsu + watershed,downsample_upsample,0.8618,0.8095,0.0523,0.0606,0.8413,0.7727,0.0685,0.8833,0.85,0.0333,3,6,3,60,66,15,9,False
stage1_train_full,da8ca06ccbb4e2a8718f7c2939ef6cc3a4088981f660842ad885a8273e740d55,otsu_watershed,Otsu + watershed,contrast_inversion,0.8618,0.7969,0.0649,0.0753,0.8413,0.75,0.0913,0.8833,0.85,0.0333,3,8,5,60,68,17,9,False
stage1_train_full,dabfee30b46d23569c63fa7253ef10b2407fbe8023035a5030252313cb718097,otsu_watershed,Otsu + watershed,clean,0.9524,0.9524,0.0,0.0,0.9091,0.9091,0.0,1.0,1.0,0.0,1,1,0,10,11,1,0,False
stage1_train_full,dabfee30b46d23569c63fa7253ef10b2407fbe8023035a5030252313cb718097,otsu_watershed,Otsu + watershed,gaussian_noise,0.9524,0.8182,0.1342,0.1409,0.9091,0.75,0.1591,1.0,0.9,0.1,1,2,1,10,12,3,1,False
stage1_train_full,dabfee30b46d23569c63fa7253ef10b2407fbe8023035a5030252313cb718097,otsu_watershed,Otsu + watershed,gaussian_blur,0.9524,1.0,-0.0476,-0.05,0.9091,1.0,-0.0909,1.0,1.0,0.0,1,0,-1,10,10,0,0,False
stage1_train_full,dabfee30b46d23569c63fa7253ef10b2407fbe8023035a5030252313cb718097,otsu_watershed,Otsu + watershed,downsample_upsample,0.9524,0.8571,0.0952,0.1,0.9091,0.8182,0.0909,1.0,0.9,0.1,1,1,0,10,11,2,1,False
stage1_train_full,dabfee30b46d23569c63fa7253ef10b2407fbe8023035a5030252313cb718097,otsu_watershed,Otsu + watershed,contrast_inversion,0.9524,1.0,-0.0476,-0.05,0.9091,1.0,-0.0909,1.0,1.0,0.0,1,0,-1,10,10,0,0,False
stage1_train_full,dad607a203483439fcbc2acecd0a39fb5e5a94a32a94348f5c802c79cfeb6e7c,otsu_watershed,Otsu + watershed,clean,0.8073,0.8073,0.0,0.0,0.7458,0.7458,0.0,0.88,0.88,0.0,9,9,0,50,59,15,6,False
stage1_train_full,dad607a203483439fcbc2acecd0a39fb5e5a94a32a94348f5c802c79cfeb6e7c,otsu_watershed,Otsu + watershed,gaussian_noise,0.8073,0.6071,0.2002,0.248,0.7458,0.5484,0.1974,0.88,0.68,0.2,9,12,3,50,62,28,16,False
stage1_train_full,dad607a203483439fcbc2acecd0a39fb5e5a94a32a94348f5c802c79cfeb6e7c,otsu_watershed,Otsu + watershed,gaussian_blur,0.8073,0.7748,0.0326,0.0403,0.7458,0.7049,0.0408,0.88,0.86,0.02,9,11,2,50,61,18,7,False
stage1_train_full,dad607a203483439fcbc2acecd0a39fb5e5a94a32a94348f5c802c79cfeb6e7c,otsu_watershed,Otsu + watershed,downsample_upsample,0.8073,0.7706,0.0367,0.0455,0.7458,0.7119,0.0339,0.88,0.84,0.04,9,9,0,50,59,17,8,False
stage1_train_full,dad607a203483439fcbc2acecd0a39fb5e5a94a32a94348f5c802c79cfeb6e7c,otsu_watershed,Otsu + watershed,contrast_inversion,0.8073,0.8333,-0.026,-0.0322,0.7458,0.7759,-0.0301,0.88,0.9,-0.02,9,8,-1,50,58,13,5,False
stage1_train_full,dae976f161fe42dc58dee87d4bf2eb9f65736597cab0114138641b2a39a5c42b,otsu_watershed,Otsu + watershed,clean,0.623,0.623,0.0,0.0,0.6333,0.6333,0.0,0.6129,0.6129,0.0,1,1,0,31,30,11,12,False
stage1_train_full,dae976f161fe42dc58dee87d4bf2eb9f65736597cab0114138641b2a39a5c42b,otsu_watershed,Otsu + watershed,gaussian_noise,0.623,0.6129,0.01,0.0161,0.6333,0.6129,0.0204,0.6129,0.6129,0.0,1,0,-1,31,31,12,12,False
stage1_train_full,dae976f161fe42dc58dee87d4bf2eb9f65736597cab0114138641b2a39a5c42b,otsu_watershed,Otsu + watershed,gaussian_blur,0.623,0.7333,-0.1104,-0.1772,0.6333,0.7586,-0.1253,0.6129,0.7097,-0.0968,1,2,1,31,29,7,9,False
stage1_train_full,dae976f161fe42dc58dee87d4bf2eb9f65736597cab0114138641b2a39a5c42b,otsu_watershed,Otsu + watershed,downsample_upsample,0.623,0.5902,0.0328,0.0526,0.6333,0.6,0.0333,0.6129,0.5806,0.0323,1,1,0,31,30,12,13,False
stage1_train_full,dae976f161fe42dc58dee87d4bf2eb9f65736597cab0114138641b2a39a5c42b,otsu_watershed,Otsu + watershed,contrast_inversion,0.623,0.5312,0.0917,0.1472,0.6333,0.5152,0.1182,0.6129,0.5484,0.0645,1,2,1,31,33,16,14,False
stage1_train_full,db45946a4412a2137674ec075b6892ccd682b77826aba618210569bbc65cf2b0,otsu_watershed,Otsu + watershed,clean,0.8696,0.8696,0.0,0.0,0.8,0.8,0.0,0.9524,0.9524,0.0,4,4,0,21,25,5,1,False
stage1_train_full,db45946a4412a2137674ec075b6892ccd682b77826aba618210569bbc65cf2b0,otsu_watershed,Otsu + watershed,gaussian_noise,0.8696,0.6809,0.1887,0.217,0.8,0.6154,0.1846,0.9524,0.7619,0.1905,4,5,1,21,26,10,5,False
stage1_train_full,db45946a4412a2137674ec075b6892ccd682b77826aba618210569bbc65cf2b0,otsu_watershed,Otsu + watershed,gaussian_blur,0.8696,0.9091,-0.0395,-0.0455,0.8,0.8696,-0.0696,0.9524,0.9524,0.0,4,2,-2,21,23,3,1,False
stage1_train_full,db45946a4412a2137674ec075b6892ccd682b77826aba618210569bbc65cf2b0,otsu_watershed,Otsu + watershed,downsample_upsample,0.8696,0.8889,-0.0193,-0.0222,0.8,0.8333,-0.0333,0.9524,0.9524,0.0,4,3,-1,21,24,4,1,False
stage1_train_full,db45946a4412a2137674ec075b6892ccd682b77826aba618210569bbc65cf2b0,otsu_watershed,Otsu + watershed,contrast_inversion,0.8696,0.8261,0.0435,0.05,0.8,0.76,0.04,0.9524,0.9048,0.0476,4,4,0,21,25,6,2,False
stage1_train_full,dbbfe08a52688d0ac8de9161cbb17cb201e3991aacab8ab8a77fe0e203a69481,otsu_watershed,Otsu + watershed,clean,0.6329,0.6329,0.0,0.0,0.6098,0.6098,0.0,0.6579,0.6579,0.0,3,3,0,38,41,16,13,False
stage1_train_full,dbbfe08a52688d0ac8de9161cbb17cb201e3991aacab8ab8a77fe0e203a69481,otsu_watershed,Otsu + watershed,gaussian_noise,0.6329,0.6761,-0.0431,-0.0682,0.6098,0.7273,-0.1175,0.6579,0.6316,0.0263,3,5,2,38,33,9,14,False
stage1_train_full,dbbfe08a52688d0ac8de9161cbb17cb201e3991aacab8ab8a77fe0e203a69481,otsu_watershed,Otsu + watershed,gaussian_blur,0.6329,0.7733,-0.1404,-0.2219,0.6098,0.7838,-0.174,0.6579,0.7632,-0.1053,3,1,-2,38,37,8,9,False
stage1_train_full,dbbfe08a52688d0ac8de9161cbb17cb201e3991aacab8ab8a77fe0e203a69481,otsu_watershed,Otsu + watershed,downsample_upsample,0.6329,0.7568,-0.1238,-0.1957,0.6098,0.7778,-0.168,0.6579,0.7368,-0.0789,3,2,-1,38,36,8,10,False
stage1_train_full,dbbfe08a52688d0ac8de9161cbb17cb201e3991aacab8ab8a77fe0e203a69481,otsu_watershed,Otsu + watershed,contrast_inversion,0.6329,0.6842,-0.0513,-0.0811,0.6098,0.6842,-0.0745,0.6579,0.6842,-0.0263,3,0,-3,38,38,12,12,False
stage1_train_full,dbe5ad05b6f87018159a3228c1d1725892a1bfb9fa9f8fcc2e8bfe70d69d0355,otsu_watershed,Otsu + watershed,clean,0.2535,0.2535,0.0,0.0,0.1667,0.1667,0.0,0.5294,0.5294,0.0,37,37,0,17,54,45,8,False
stage1_train_full,dbe5ad05b6f87018159a3228c1d1725892a1bfb9fa9f8fcc2e8bfe70d69d0355,otsu_watershed,Otsu + watershed,gaussian_noise,0.2535,0.0336,0.2199,0.8674,0.1667,0.0196,0.1471,0.5294,0.1176,0.4118,37,85,48,17,102,100,15,False
stage1_train_full,dbe5ad05b6f87018159a3228c1d1725892a1bfb9fa9f8fcc2e8bfe70d69d0355,otsu_watershed,Otsu + watershed,gaussian_blur,0.2535,0.2432,0.0103,0.0405,0.1667,0.1579,0.0088,0.5294,0.5294,0.0,37,40,3,17,57,48,8,False
stage1_train_full,dbe5ad05b6f87018159a3228c1d1725892a1bfb9fa9f8fcc2e8bfe70d69d0355,otsu_watershed,Otsu + watershed,downsample_upsample,0.2535,0.2222,0.0313,0.1235,0.1667,0.1455,0.0212,0.5294,0.4706,0.0588,37,38,1,17,55,47,9,False
stage1_train_full,dbe5ad05b6f87018159a3228c1d1725892a1bfb9fa9f8fcc2e8bfe70d69d0355,otsu_watershed,Otsu + watershed,contrast_inversion,0.2535,0.209,0.0446,0.1758,0.1667,0.14,0.0267,0.5294,0.4118,0.1176,37,33,-4,17,50,43,10,False
stage1_train_full,dd54adb80393de7769b9853c0aa2ee9b240905d0e99c59d4ccd99401f327aa05,otsu_watershed,Otsu + watershed,clean,0.539,0.539,0.0,0.0,0.418,0.418,0.0,0.7589,0.7589,0.0,115,115,0,141,256,149,34,False
stage1_train_full,dd54adb80393de7769b9853c0aa2ee9b240905d0e99c59d4ccd99401f327aa05,otsu_watershed,Otsu + watershed,gaussian_noise,0.539,0.2275,0.3115,0.5779,0.418,0.1583,0.2596,0.7589,0.4043,0.3546,115,219,104,141,360,303,84,False
stage1_train_full,dd54adb80393de7769b9853c0aa2ee9b240905d0e99c59d4ccd99401f327aa05,otsu_watershed,Otsu + watershed,gaussian_blur,0.539,0.5104,0.0286,0.0531,0.418,0.4033,0.0147,0.7589,0.695,0.0638,115,102,-13,141,243,145,43,False
stage1_train_full,dd54adb80393de7769b9853c0aa2ee9b240905d0e99c59d4ccd99401f327aa05,otsu_watershed,Otsu + watershed,downsample_upsample,0.539,0.5249,0.0141,0.0262,0.418,0.4167,0.0013,0.7589,0.7092,0.0496,115,99,-16,141,240,140,41,False
stage1_train_full,dd54adb80393de7769b9853c0aa2ee9b240905d0e99c59d4ccd99401f327aa05,otsu_watershed,Otsu + watershed,contrast_inversion,0.539,0.463,0.076,0.1411,0.418,0.3489,0.069,0.7589,0.6879,0.0709,115,137,22,141,278,181,44,False
stage1_train_full,ddf1bf458312de2895dd9cc5ce7ec9d334ad54c35edc96ad6001d20b1d8588d8,otsu_watershed,Otsu + watershed,clean,0.6,0.6,0.0,0.0,0.75,0.75,0.0,0.5,0.5,0.0,10,10,0,30,20,5,15,False
stage1_train_full,ddf1bf458312de2895dd9cc5ce7ec9d334ad54c35edc96ad6001d20b1d8588d8,otsu_watershed,Otsu + watershed,gaussian_noise,0.6,0.5965,0.0035,0.0058,0.75,0.6296,0.1204,0.5,0.5667,-0.0667,10,3,-7,30,27,10,13,False
stage1_train_full,ddf1bf458312de2895dd9cc5ce7ec9d334ad54c35edc96ad6001d20b1d8588d8,otsu_watershed,Otsu + watershed,gaussian_blur,0.6,0.4615,0.1385,0.2308,0.75,0.5455,0.2045,0.5,0.4,0.1,10,8,-2,30,22,10,18,False
stage1_train_full,ddf1bf458312de2895dd9cc5ce7ec9d334ad54c35edc96ad6001d20b1d8588d8,otsu_watershed,Otsu + watershed,downsample_upsample,0.6,0.4151,0.1849,0.3082,0.75,0.4783,0.2717,0.5,0.3667,0.1333,10,7,-3,30,23,12,19,False
stage1_train_full,ddf1bf458312de2895dd9cc5ce7ec9d334ad54c35edc96ad6001d20b1d8588d8,otsu_watershed,Otsu + watershed,contrast_inversion,0.6,0.6154,-0.0154,-0.0256,0.75,0.7273,0.0227,0.5,0.5333,-0.0333,10,8,-2,30,22,6,14,False
stage1_train_full,dec1764c00e8b3c4bf1fc7a2fda341279218ff894186b0c2664128348683c757,otsu_watershed,Otsu + watershed,clean,0.1538,0.1538,0.0,0.0,0.1,0.1,0.0,0.3333,0.3333,0.0,49,49,0,21,70,63,14,False
stage1_train_full,dec1764c00e8b3c4bf1fc7a2fda341279218ff894186b0c2664128348683c757,otsu_watershed,Otsu + watershed,gaussian_noise,0.1538,0.1446,0.0093,0.0602,0.1,0.0968,0.0032,0.3333,0.2857,0.0476,49,41,-8,21,62,56,15,False
stage1_train_full,dec1764c00e8b3c4bf1fc7a2fda341279218ff894186b0c2664128348683c757,otsu_watershed,Otsu + watershed,gaussian_blur,0.1538,0.1951,-0.0413,-0.2683,0.1,0.1311,-0.0311,0.3333,0.381,-0.0476,49,40,-9,21,61,53,13,False
stage1_train_full,dec1764c00e8b3c4bf1fc7a2fda341279218ff894186b0c2664128348683c757,otsu_watershed,Otsu + watershed,downsample_upsample,0.1538,0.2222,-0.0684,-0.4444,0.1,0.15,-0.05,0.3333,0.4286,-0.0952,49,39,-10,21,60,51,12,False
stage1_train_full,dec1764c00e8b3c4bf1fc7a2fda341279218ff894186b0c2664128348683c757,otsu_watershed,Otsu + watershed,contrast_inversion,0.1538,0.175,-0.0212,-0.1375,0.1,0.1186,-0.0186,0.3333,0.3333,0.0,49,38,-11,21,59,52,14,False
stage1_train_full,df33b11184427e05c8a450f921586685975fe975f57315e686a0f26fddb93db1,otsu_watershed,Otsu + watershed,clean,0.7527,0.7527,0.0,0.0,0.7609,0.7609,0.0,0.7447,0.7447,0.0,1,1,0,47,46,11,12,False
stage1_train_full,df33b11184427e05c8a450f921586685975fe975f57315e686a0f26fddb93db1,otsu_watershed,Otsu + watershed,gaussian_noise,0.7527,0.7865,-0.0338,-0.0449,0.7609,0.8333,-0.0725,0.7447,0.7447,0.0,1,5,4,47,42,7,12,False
stage1_train_full,df33b11184427e05c8a450f921586685975fe975f57315e686a0f26fddb93db1,otsu_watershed,Otsu + watershed,gaussian_blur,0.7527,0.7209,0.0318,0.0422,0.7609,0.7949,-0.034,0.7447,0.6596,0.0851,1,8,7,47,39,8,16,False
stage1_train_full,df33b11184427e05c8a450f921586685975fe975f57315e686a0f26fddb93db1,otsu_watershed,Otsu + watershed,downsample_upsample,0.7527,0.7045,0.0481,0.064,0.7609,0.7561,0.0048,0.7447,0.6596,0.0851,1,6,5,47,41,10,16,False
stage1_train_full,df33b11184427e05c8a450f921586685975fe975f57315e686a0f26fddb93db1,otsu_watershed,Otsu + watershed,contrast_inversion,0.7527,0.8043,-0.0517,-0.0686,0.7609,0.8222,-0.0614,0.7447,0.7872,-0.0426,1,2,1,47,45,8,10,False
stage1_train_full,df53d0b6c2c4e45d759b2c474011e2b2b32552cd100ca4b22388ab9ca1750ee2,otsu_watershed,Otsu + watershed,clean,0.6626,0.6626,0.0,0.0,0.6506,0.6506,0.0,0.675,0.675,0.0,3,3,0,80,83,29,26,False
stage1_train_full,df53d0b6c2c4e45d759b2c474011e2b2b32552cd100ca4b22388ab9ca1750ee2,otsu_watershed,Otsu + watershed,gaussian_noise,0.6626,0.6585,0.004,0.0061,0.6506,0.6429,0.0077,0.675,0.675,0.0,3,4,1,80,84,30,26,False
stage1_train_full,df53d0b6c2c4e45d759b2c474011e2b2b32552cd100ca4b22388ab9ca1750ee2,otsu_watershed,Otsu + watershed,gaussian_blur,0.6626,0.5309,0.1317,0.1988,0.6506,0.5244,0.1262,0.675,0.5375,0.1375,3,2,-1,80,82,39,37,False
stage1_train_full,df53d0b6c2c4e45d759b2c474011e2b2b32552cd100ca4b22388ab9ca1750ee2,otsu_watershed,Otsu + watershed,downsample_upsample,0.6626,0.5854,0.0772,0.1165,0.6506,0.5714,0.0792,0.675,0.6,0.075,3,4,1,80,84,36,32,False
stage1_train_full,df53d0b6c2c4e45d759b2c474011e2b2b32552cd100ca4b22388ab9ca1750ee2,otsu_watershed,Otsu + watershed,contrast_inversion,0.6626,0.6548,0.0078,0.0118,0.6506,0.625,0.0256,0.675,0.6875,-0.0125,3,8,5,80,88,33,25,False
stage1_train_full,df5cdd0ebe1bdf8dc870bc294b8f08961e083bc7f9be69e268454aa9091808b9,otsu_watershed,Otsu + watershed,clean,0.4167,0.4167,0.0,0.0,0.3846,0.3846,0.0,0.4545,0.4545,0.0,4,4,0,22,26,16,12,False
stage1_train_full,df5cdd0ebe1bdf8dc870bc294b8f08961e083bc7f9be69e268454aa9091808b9,otsu_watershed,Otsu + watershed,gaussian_noise,0.4167,0.3373,0.0793,0.1904,0.3846,0.2295,0.1551,0.4545,0.6364,-0.1818,4,39,35,22,61,47,8,False
stage1_train_full,df5cdd0ebe1bdf8dc870bc294b8f08961e083bc7f9be69e268454aa9091808b9,otsu_watershed,Otsu + watershed,gaussian_blur,0.4167,0.3922,0.0245,0.0588,0.3846,0.3448,0.0398,0.4545,0.4545,0.0,4,7,3,22,29,19,12,False
stage1_train_full,df5cdd0ebe1bdf8dc870bc294b8f08961e083bc7f9be69e268454aa9091808b9,otsu_watershed,Otsu + watershed,downsample_upsample,0.4167,0.4082,0.0085,0.0204,0.3846,0.3704,0.0142,0.4545,0.4545,0.0,4,5,1,22,27,17,12,False
stage1_train_full,df5cdd0ebe1bdf8dc870bc294b8f08961e083bc7f9be69e268454aa9091808b9,otsu_watershed,Otsu + watershed,contrast_inversion,0.4167,0.4,0.0167,0.04,0.3846,0.3913,-0.0067,0.4545,0.4091,0.0455,4,1,-3,22,23,14,13,False
stage1_train_full,df9a4212ecb67bb4e58eba62f293b91f9d6f1dde73e38fa891c75661d419fc97,otsu_watershed,Otsu + watershed,clean,0.963,0.963,0.0,0.0,0.9286,0.9286,0.0,1.0,1.0,0.0,2,2,0,26,28,2,0,False
