split,image_id,method,method_label,perturbation,clean_object_f1,object_f1,absolute_object_f1_drop,relative_object_f1_drop,clean_precision,precision,precision_drop,clean_recall,recall,recall_drop,clean_absolute_count_error,absolute_count_error,absolute_count_error_delta,true_instances,pred_instances,false_positives,false_negatives,no_prediction
stage1_train_full,92e7e86e765e05ce331c07a6d14f0a696eac7ee40058699243900f40b696d7aa,otsu_watershed,Otsu + watershed,downsample_upsample,0.8571,0.7273,0.1299,0.1515,1.0,0.8,0.2,0.75,0.6667,0.0833,3,2,-1,12,10,2,4,False
stage1_train_full,92e7e86e765e05ce331c07a6d14f0a696eac7ee40058699243900f40b696d7aa,otsu_watershed,Otsu + watershed,contrast_inversion,0.8571,0.7619,0.0952,0.1111,1.0,0.8889,0.1111,0.75,0.6667,0.0833,3,3,0,12,9,1,4,False
stage1_train_full,92f31f591929a30e4309ab75185c96ff4314ce0a7ead2ed2c2171897ad1da0c7,otsu_watershed,Otsu + watershed,clean,0.2308,0.2308,0.0,0.0,0.1875,0.1875,0.0,0.3,0.3,0.0,6,6,0,10,16,13,7,False
stage1_train_full,92f31f591929a30e4309ab75185c96ff4314ce0a7ead2ed2c2171897ad1da0c7,otsu_watershed,Otsu + watershed,gaussian_noise,0.2308,0.1935,0.0372,0.1613,0.1875,0.1429,0.0446,0.3,0.3,0.0,6,11,5,10,21,18,7,False
stage1_train_full,92f31f591929a30e4309ab75185c96ff4314ce0a7ead2ed2c2171897ad1da0c7,otsu_watershed,Otsu + watershed,gaussian_blur,0.2308,0.1538,0.0769,0.3333,0.1875,0.125,0.0625,0.3,0.2,0.1,6,6,0,10,16,14,8,False
stage1_train_full,92f31f591929a30e4309ab75185c96ff4314ce0a7ead2ed2c2171897ad1da0c7,otsu_watershed,Otsu + watershed,downsample_upsample,0.2308,0.3333,-0.1026,-0.4444,0.1875,0.2857,-0.0982,0.3,0.4,-0.1,6,4,-2,10,14,10,6,False
stage1_train_full,92f31f591929a30e4309ab75185c96ff4314ce0a7ead2ed2c2171897ad1da0c7,otsu_watershed,Otsu + watershed,contrast_inversion,0.2308,0.2222,0.0085,0.037,0.1875,0.1765,0.011,0.3,0.3,0.0,6,7,1,10,17,14,7,False
stage1_train_full,930f246a8e4ff273a72a6e4b3cf8e8caff94fca4eaf1dbe6f93ba37b8195c0a0,otsu_watershed,Otsu + watershed,clean,0.8315,0.8315,0.0,0.0,0.7708,0.7708,0.0,0.9024,0.9024,0.0,7,7,0,41,48,11,4,False
stage1_train_full,930f246a8e4ff273a72a6e4b3cf8e8caff94fca4eaf1dbe6f93ba37b8195c0a0,otsu_watershed,Otsu + watershed,gaussian_noise,0.8315,0.7158,0.1157,0.1391,0.7708,0.6296,0.1412,0.9024,0.8293,0.0732,7,13,6,41,54,20,7,False
stage1_train_full,930f246a8e4ff273a72a6e4b3cf8e8caff94fca4eaf1dbe6f93ba37b8195c0a0,otsu_watershed,Otsu + watershed,gaussian_blur,0.8315,0.907,-0.0755,-0.0908,0.7708,0.8667,-0.0958,0.9024,0.9512,-0.0488,7,4,-3,41,45,6,2,False
stage1_train_full,930f246a8e4ff273a72a6e4b3cf8e8caff94fca4eaf1dbe6f93ba37b8195c0a0,otsu_watershed,Otsu + watershed,downsample_upsample,0.8315,0.8941,-0.0627,-0.0754,0.7708,0.8636,-0.0928,0.9024,0.9268,-0.0244,7,3,-4,41,44,6,3,False
stage1_train_full,930f246a8e4ff273a72a6e4b3cf8e8caff94fca4eaf1dbe6f93ba37b8195c0a0,otsu_watershed,Otsu + watershed,contrast_inversion,0.8315,0.8636,-0.0322,-0.0387,0.7708,0.8085,-0.0377,0.9024,0.9268,-0.0244,7,6,-1,41,47,9,3,False
stage1_train_full,93c5638e7e6433b5c9cc87c152bcbe28873d2f9d6a392cca0642520807542a77,otsu_watershed,Otsu + watershed,clean,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,1,1,0,0,False
stage1_train_full,93c5638e7e6433b5c9cc87c152bcbe28873d2f9d6a392cca0642520807542a77,otsu_watershed,Otsu + watershed,gaussian_noise,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,28,28,1,29,29,1,False
stage1_train_full,93c5638e7e6433b5c9cc87c152bcbe28873d2f9d6a392cca0642520807542a77,otsu_watershed,Otsu + watershed,gaussian_blur,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1,1,1,2,2,1,False
stage1_train_full,93c5638e7e6433b5c9cc87c152bcbe28873d2f9d6a392cca0642520807542a77,otsu_watershed,Otsu + watershed,downsample_upsample,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,1,1,0,0,False
stage1_train_full,93c5638e7e6433b5c9cc87c152bcbe28873d2f9d6a392cca0642520807542a77,otsu_watershed,Otsu + watershed,contrast_inversion,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,1,1,0,0,False
stage1_train_full,93cfd412c7de5210bbd262ec3a602cfea65072e9272e9fce9b5339a5b9436eb7,otsu_watershed,Otsu + watershed,clean,0.6,0.6,0.0,0.0,0.75,0.75,0.0,0.5,0.5,0.0,2,2,0,6,4,1,3,False
stage1_train_full,93cfd412c7de5210bbd262ec3a602cfea65072e9272e9fce9b5339a5b9436eb7,otsu_watershed,Otsu + watershed,gaussian_noise,0.6,0.6,0.0,0.0,0.75,0.75,0.0,0.5,0.5,0.0,2,2,0,6,4,1,3,False
stage1_train_full,93cfd412c7de5210bbd262ec3a602cfea65072e9272e9fce9b5339a5b9436eb7,otsu_watershed,Otsu + watershed,gaussian_blur,0.6,0.4444,0.1556,0.2593,0.75,0.6667,0.0833,0.5,0.3333,0.1667,2,3,1,6,3,1,4,False
stage1_train_full,93cfd412c7de5210bbd262ec3a602cfea65072e9272e9fce9b5339a5b9436eb7,otsu_watershed,Otsu + watershed,downsample_upsample,0.6,0.4444,0.1556,0.2593,0.75,0.6667,0.0833,0.5,0.3333,0.1667,2,3,1,6,3,1,4,False
stage1_train_full,93cfd412c7de5210bbd262ec3a602cfea65072e9272e9fce9b5339a5b9436eb7,otsu_watershed,Otsu + watershed,contrast_inversion,0.6,0.6,0.0,0.0,0.75,0.75,0.0,0.5,0.5,0.0,2,2,0,6,4,1,3,False
stage1_train_full,942d56861fc83e195e9c559a000bb86627d8682f8dcc2300818458e5b6850dd0,otsu_watershed,Otsu + watershed,clean,0.8519,0.8519,0.0,0.0,0.807,0.807,0.0,0.902,0.902,0.0,6,6,0,51,57,11,5,False
stage1_train_full,942d56861fc83e195e9c559a000bb86627d8682f8dcc2300818458e5b6850dd0,otsu_watershed,Otsu + watershed,gaussian_noise,0.8519,0.614,0.2378,0.2792,0.807,0.5556,0.2515,0.902,0.6863,0.2157,6,12,6,51,63,28,16,False
stage1_train_full,942d56861fc83e195e9c559a000bb86627d8682f8dcc2300818458e5b6850dd0,otsu_watershed,Otsu + watershed,gaussian_blur,0.8519,0.8868,-0.0349,-0.041,0.807,0.8545,-0.0475,0.902,0.9216,-0.0196,6,4,-2,51,55,8,4,False
stage1_train_full,942d56861fc83e195e9c559a000bb86627d8682f8dcc2300818458e5b6850dd0,otsu_watershed,Otsu + watershed,downsample_upsample,0.8519,0.9615,-0.1097,-0.1288,0.807,0.9434,-0.1364,0.902,0.9804,-0.0784,6,2,-4,51,53,3,1,False
stage1_train_full,942d56861fc83e195e9c559a000bb86627d8682f8dcc2300818458e5b6850dd0,otsu_watershed,Otsu + watershed,contrast_inversion,0.8519,0.789,0.0629,0.0738,0.807,0.7414,0.0656,0.902,0.8431,0.0588,6,7,1,51,58,15,8,False
stage1_train_full,94519eb45cbe1573252623b7ea06a8b43c19c930f5c9b685edb639d0db719ab0,otsu_watershed,Otsu + watershed,clean,0.5839,0.5839,0.0,0.0,0.5263,0.5263,0.0,0.6557,0.6557,0.0,15,15,0,61,76,36,21,False
stage1_train_full,94519eb45cbe1573252623b7ea06a8b43c19c930f5c9b685edb639d0db719ab0,otsu_watershed,Otsu + watershed,gaussian_noise,0.5839,0.44,0.1439,0.2465,0.5263,0.3708,0.1555,0.6557,0.541,0.1148,15,28,13,61,89,56,28,False
stage1_train_full,94519eb45cbe1573252623b7ea06a8b43c19c930f5c9b685edb639d0db719ab0,otsu_watershed,Otsu + watershed,gaussian_blur,0.5839,0.6269,-0.0429,-0.0735,0.5263,0.5753,-0.049,0.6557,0.6885,-0.0328,15,12,-3,61,73,31,19,False
stage1_train_full,94519eb45cbe1573252623b7ea06a8b43c19c930f5c9b685edb639d0db719ab0,otsu_watershed,Otsu + watershed,downsample_upsample,0.5839,0.7385,-0.1545,-0.2646,0.5263,0.6957,-0.1693,0.6557,0.7869,-0.1311,15,8,-7,61,69,21,13,False
stage1_train_full,94519eb45cbe1573252623b7ea06a8b43c19c930f5c9b685edb639d0db719ab0,otsu_watershed,Otsu + watershed,contrast_inversion,0.5839,0.6119,-0.028,-0.0479,0.5263,0.5616,-0.0353,0.6557,0.6721,-0.0164,15,12,-3,61,73,32,20,False
stage1_train_full,947c0d94c8213ac7aaa41c4efc95d854246550298259cf1bb489654d0e969050,otsu_watershed,Otsu + watershed,clean,0.4082,0.4082,0.0,0.0,0.3614,0.3614,0.0,0.4688,0.4688,0.0,19,19,0,64,83,53,34,False
stage1_train_full,947c0d94c8213ac7aaa41c4efc95d854246550298259cf1bb489654d0e969050,otsu_watershed,Otsu + watershed,gaussian_noise,0.4082,0.2785,0.1297,0.3177,0.3614,0.234,0.1274,0.4688,0.3438,0.125,19,30,11,64,94,72,42,False
stage1_train_full,947c0d94c8213ac7aaa41c4efc95d854246550298259cf1bb489654d0e969050,otsu_watershed,Otsu + watershed,gaussian_blur,0.4082,0.3546,0.0536,0.1312,0.3614,0.3247,0.0368,0.4688,0.3906,0.0781,19,13,-6,64,77,52,39,False
stage1_train_full,947c0d94c8213ac7aaa41c4efc95d854246550298259cf1bb489654d0e969050,otsu_watershed,Otsu + watershed,downsample_upsample,0.4082,0.3972,0.011,0.027,0.3614,0.3636,-0.0022,0.4688,0.4375,0.0312,19,13,-6,64,77,49,36,False
stage1_train_full,947c0d94c8213ac7aaa41c4efc95d854246550298259cf1bb489654d0e969050,otsu_watershed,Otsu + watershed,contrast_inversion,0.4082,0.4255,-0.0174,-0.0426,0.3614,0.3896,-0.0282,0.4688,0.4688,0.0,19,13,-6,64,77,47,34,False
stage1_train_full,94a5a37c3b1153d5c5aef2eca53c960b9f21f2ef1758209d7ec502ec324b03a3,otsu_watershed,Otsu + watershed,clean,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,8,8,0,0,False
stage1_train_full,94a5a37c3b1153d5c5aef2eca53c960b9f21f2ef1758209d7ec502ec324b03a3,otsu_watershed,Otsu + watershed,gaussian_noise,1.0,0.7778,0.2222,0.2222,1.0,0.7,0.3,1.0,0.875,0.125,0,2,2,8,10,3,1,False
stage1_train_full,94a5a37c3b1153d5c5aef2eca53c960b9f21f2ef1758209d7ec502ec324b03a3,otsu_watershed,Otsu + watershed,gaussian_blur,1.0,0.9412,0.0588,0.0588,1.0,0.8889,0.1111,1.0,1.0,0.0,0,1,1,8,9,1,0,False
stage1_train_full,94a5a37c3b1153d5c5aef2eca53c960b9f21f2ef1758209d7ec502ec324b03a3,otsu_watershed,Otsu + watershed,downsample_upsample,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,8,8,0,0,False
stage1_train_full,94a5a37c3b1153d5c5aef2eca53c960b9f21f2ef1758209d7ec502ec324b03a3,otsu_watershed,Otsu + watershed,contrast_inversion,1.0,0.7778,0.2222,0.2222,1.0,0.7,0.3,1.0,0.875,0.125,0,2,2,8,10,3,1,False
stage1_train_full,9520aff4efe87bd8f3901652fa2dde9b4bc9c679325966145ce00c1ca33f35de,otsu_watershed,Otsu + watershed,clean,0.4174,0.4174,0.0,0.0,0.338,0.338,0.0,0.5455,0.5455,0.0,27,27,0,44,71,47,20,False
stage1_train_full,9520aff4efe87bd8f3901652fa2dde9b4bc9c679325966145ce00c1ca33f35de,otsu_watershed,Otsu + watershed,gaussian_noise,0.4174,0.1753,0.2421,0.5801,0.338,0.1133,0.2247,0.5455,0.3864,0.1591,27,106,79,44,150,133,27,False
stage1_train_full,9520aff4efe87bd8f3901652fa2dde9b4bc9c679325966145ce00c1ca33f35de,otsu_watershed,Otsu + watershed,gaussian_blur,0.4174,0.3889,0.0285,0.0683,0.338,0.3281,0.0099,0.5455,0.4773,0.0682,27,20,-7,44,64,43,23,False
stage1_train_full,9520aff4efe87bd8f3901652fa2dde9b4bc9c679325966145ce00c1ca33f35de,otsu_watershed,Otsu + watershed,downsample_upsample,0.4174,0.3621,0.0553,0.1325,0.338,0.2917,0.0464,0.5455,0.4773,0.0682,27,28,1,44,72,51,23,False
stage1_train_full,9520aff4efe87bd8f3901652fa2dde9b4bc9c679325966145ce00c1ca33f35de,otsu_watershed,Otsu + watershed,contrast_inversion,0.4174,0.2714,0.146,0.3497,0.338,0.1979,0.1401,0.5455,0.4318,0.1136,27,52,25,44,96,77,25,False
stage1_train_full,953211bcc0192e2298087d30e708dba68def9e0c13a3ff3326a18b0962c63adc,otsu_watershed,Otsu + watershed,clean,0.169,0.169,0.0,0.0,0.1053,0.1053,0.0,0.4286,0.4286,0.0,43,43,0,14,57,51,8,False
stage1_train_full,953211bcc0192e2298087d30e708dba68def9e0c13a3ff3326a18b0962c63adc,otsu_watershed,Otsu + watershed,gaussian_noise,0.169,0.0988,0.0702,0.4156,0.1053,0.0597,0.0456,0.4286,0.2857,0.1429,43,53,10,14,67,63,10,False
stage1_train_full,953211bcc0192e2298087d30e708dba68def9e0c13a3ff3326a18b0962c63adc,otsu_watershed,Otsu + watershed,gaussian_blur,0.169,0.2388,-0.0698,-0.4129,0.1053,0.1509,-0.0457,0.4286,0.5714,-0.1429,43,39,-4,14,53,45,6,False
stage1_train_full,953211bcc0192e2298087d30e708dba68def9e0c13a3ff3326a18b0962c63adc,otsu_watershed,Otsu + watershed,downsample_upsample,0.169,0.1818,-0.0128,-0.0758,0.1053,0.1154,-0.0101,0.4286,0.4286,0.0,43,38,-5,14,52,46,8,False
stage1_train_full,953211bcc0192e2298087d30e708dba68def9e0c13a3ff3326a18b0962c63adc,otsu_watershed,Otsu + watershed,contrast_inversion,0.169,0.1212,0.0478,0.2828,0.1053,0.0769,0.0283,0.4286,0.2857,0.1429,43,38,-5,14,52,48,10,False
stage1_train_full,958114e5f37d5e1420b410bd716753b3e874b175f2b6958ebf1ec2bdf776e41f,otsu_watershed,Otsu + watershed,clean,0.535,0.535,0.0,0.0,0.4229,0.4229,0.0,0.7279,0.7279,0.0,106,106,0,147,253,146,40,False
stage1_train_full,958114e5f37d5e1420b410bd716753b3e874b175f2b6958ebf1ec2bdf776e41f,otsu_watershed,Otsu + watershed,gaussian_noise,0.535,0.2983,0.2367,0.4424,0.4229,0.2158,0.2071,0.7279,0.483,0.2449,106,182,76,147,329,258,76,False
stage1_train_full,958114e5f37d5e1420b410bd716753b3e874b175f2b6958ebf1ec2bdf776e41f,otsu_watershed,Otsu + watershed,gaussian_blur,0.535,0.5524,-0.0174,-0.0326,0.4229,0.4426,-0.0197,0.7279,0.7347,-0.0068,106,97,-9,147,244,136,39,False
stage1_train_full,958114e5f37d5e1420b410bd716753b3e874b175f2b6958ebf1ec2bdf776e41f,otsu_watershed,Otsu + watershed,downsample_upsample,0.535,0.5538,-0.0188,-0.0352,0.4229,0.4444,-0.0215,0.7279,0.7347,-0.0068,106,96,-10,147,243,135,39,False
stage1_train_full,958114e5f37d5e1420b410bd716753b3e874b175f2b6958ebf1ec2bdf776e41f,otsu_watershed,Otsu + watershed,contrast_inversion,0.535,0.535,0.0,0.0,0.4229,0.4229,0.0,0.7279,0.7279,0.0,106,106,0,147,253,146,40,False
stage1_train_full,9586e48a9a4353f11898a6a4b7475a91574e8af82e99c4b7a5e1f1b18f345f7a,otsu_watershed,Otsu + watershed,clean,0.8812,0.8812,0.0,0.0,0.8641,0.8641,0.0,0.899,0.899,0.0,4,4,0,99,103,14,10,False
stage1_train_full,9586e48a9a4353f11898a6a4b7475a91574e8af82e99c4b7a5e1f1b18f345f7a,otsu_watershed,Otsu + watershed,gaussian_noise,0.8812,0.8342,0.047,0.0534,0.8641,0.83,0.0341,0.899,0.8384,0.0606,4,1,-3,99,100,17,16,False
stage1_train_full,9586e48a9a4353f11898a6a4b7475a91574e8af82e99c4b7a5e1f1b18f345f7a,otsu_watershed,Otsu + watershed,gaussian_blur,0.8812,0.8646,0.0166,0.0188,0.8641,0.8925,-0.0284,0.899,0.8384,0.0606,4,6,2,99,93,10,16,False
stage1_train_full,9586e48a9a4353f11898a6a4b7475a91574e8af82e99c4b7a5e1f1b18f345f7a,otsu_watershed,Otsu + watershed,downsample_upsample,0.8812,0.8866,-0.0054,-0.0061,0.8641,0.9053,-0.0412,0.899,0.8687,0.0303,4,4,0,99,95,9,13,False
stage1_train_full,9586e48a9a4353f11898a6a4b7475a91574e8af82e99c4b7a5e1f1b18f345f7a,otsu_watershed,Otsu + watershed,contrast_inversion,0.8812,0.899,-0.0178,-0.0202,0.8641,0.899,-0.0349,0.899,0.899,0.0,4,0,-4,99,99,10,10,False
stage1_train_full,9620c33d8ef2772dbc5bd152429f507bd7fafb27e12109003292b671e556b089,otsu_watershed,Otsu + watershed,clean,0.5455,0.5455,0.0,0.0,0.4412,0.4412,0.0,0.7143,0.7143,0.0,104,104,0,168,272,152,48,False
stage1_train_full,9620c33d8ef2772dbc5bd152429f507bd7fafb27e12109003292b671e556b089,otsu_watershed,Otsu + watershed,gaussian_noise,0.5455,0.3655,0.18,0.3299,0.4412,0.279,0.1622,0.7143,0.5298,0.1845,104,151,47,168,319,230,79,False
stage1_train_full,9620c33d8ef2772dbc5bd152429f507bd7fafb27e12109003292b671e556b089,otsu_watershed,Otsu + watershed,gaussian_blur,0.5455,0.6099,-0.0645,-0.1182,0.4412,0.5059,-0.0647,0.7143,0.7679,-0.0536,104,87,-17,168,255,126,39,False
stage1_train_full,9620c33d8ef2772dbc5bd152429f507bd7fafb27e12109003292b671e556b089,otsu_watershed,Otsu + watershed,downsample_upsample,0.5455,0.5446,0.0009,0.0016,0.4412,0.4496,-0.0084,0.7143,0.6905,0.0238,104,90,-14,168,258,142,52,False
stage1_train_full,9620c33d8ef2772dbc5bd152429f507bd7fafb27e12109003292b671e556b089,otsu_watershed,Otsu + watershed,contrast_inversion,0.5455,0.5045,0.041,0.0751,0.4412,0.4036,0.0376,0.7143,0.6726,0.0417,104,112,8,168,280,167,55,False
stage1_train_full,97126a9791f0c1176e4563ad679a301dac27c59011f579e808bbd6e9f4cd1034,otsu_watershed,Otsu + watershed,clean,0.2247,0.2247,0.0,0.0,0.1449,0.1449,0.0,0.5,0.5,0.0,49,49,0,20,69,59,10,False
stage1_train_full,97126a9791f0c1176e4563ad679a301dac27c59011f579e808bbd6e9f4cd1034,otsu_watershed,Otsu + watershed,gaussian_noise,0.2247,0.0169,0.2078,0.9246,0.1449,0.0102,0.1347,0.5,0.05,0.45,49,78,29,20,98,97,19,False
stage1_train_full,97126a9791f0c1176e4563ad679a301dac27c59011f579e808bbd6e9f4cd1034,otsu_watershed,Otsu + watershed,gaussian_blur,0.2247,0.2326,-0.0078,-0.0349,0.1449,0.1515,-0.0066,0.5,0.5,0.0,49,46,-3,20,66,56,10,False
stage1_train_full,97126a9791f0c1176e4563ad679a301dac27c59011f579e808bbd6e9f4cd1034,otsu_watershed,Otsu + watershed,downsample_upsample,0.2247,0.2353,-0.0106,-0.0471,0.1449,0.1538,-0.0089,0.5,0.5,0.0,49,45,-4,20,65,55,10,False
stage1_train_full,97126a9791f0c1176e4563ad679a301dac27c59011f579e808bbd6e9f4cd1034,otsu_watershed,Otsu + watershed,contrast_inversion,0.2247,0.1573,0.0674,0.3,0.1449,0.1014,0.0435,0.5,0.35,0.15,49,49,0,20,69,62,13,False
stage1_train_full,97158b2fe38783d88d4e44ba1b7bc6c84f225f8b35fcccc2f9265c65f14e7c8b,otsu_watershed,Otsu + watershed,clean,0.6667,0.6667,0.0,0.0,0.6667,0.6667,0.0,0.6667,0.6667,0.0,0,0,0,15,15,5,5,False
stage1_train_full,97158b2fe38783d88d4e44ba1b7bc6c84f225f8b35fcccc2f9265c65f14e7c8b,otsu_watershed,Otsu + watershed,gaussian_noise,0.6667,0.6452,0.0215,0.0323,0.6667,0.625,0.0417,0.6667,0.6667,0.0,0,1,1,15,16,6,5,False
stage1_train_full,97158b2fe38783d88d4e44ba1b7bc6c84f225f8b35fcccc2f9265c65f14e7c8b,otsu_watershed,Otsu + watershed,gaussian_blur,0.6667,0.7586,-0.092,-0.1379,0.6667,0.7857,-0.119,0.6667,0.7333,-0.0667,0,1,1,15,14,3,4,False
stage1_train_full,97158b2fe38783d88d4e44ba1b7bc6c84f225f8b35fcccc2f9265c65f14e7c8b,otsu_watershed,Otsu + watershed,downsample_upsample,0.6667,0.6207,0.046,0.069,0.6667,0.6429,0.0238,0.6667,0.6,0.0667,0,1,1,15,14,5,6,False
stage1_train_full,97158b2fe38783d88d4e44ba1b7bc6c84f225f8b35fcccc2f9265c65f14e7c8b,otsu_watershed,Otsu + watershed,contrast_inversion,0.6667,0.6667,0.0,0.0,0.6667,0.6667,0.0,0.6667,0.6667,0.0,0,0,0,15,15,5,5,False
stage1_train_full,9774c82396327929fea05e40ae153cabf0107178b2ae3e40a5709b409793887e,otsu_watershed,Otsu + watershed,clean,0.8889,0.8889,0.0,0.0,0.9231,0.9231,0.0,0.8571,0.8571,0.0,1,1,0,14,13,1,2,False
stage1_train_full,9774c82396327929fea05e40ae153cabf0107178b2ae3e40a5709b409793887e,otsu_watershed,Otsu + watershed,gaussian_noise,0.8889,0.9231,-0.0342,-0.0385,0.9231,1.0,-0.0769,0.8571,0.8571,0.0,1,2,1,14,12,0,2,False
stage1_train_full,9774c82396327929fea05e40ae153cabf0107178b2ae3e40a5709b409793887e,otsu_watershed,Otsu + watershed,gaussian_blur,0.8889,0.9286,-0.0397,-0.0446,0.9231,0.9286,-0.0055,0.8571,0.9286,-0.0714,1,0,-1,14,14,1,1,False
stage1_train_full,9774c82396327929fea05e40ae153cabf0107178b2ae3e40a5709b409793887e,otsu_watershed,Otsu + watershed,downsample_upsample,0.8889,0.8462,0.0427,0.0481,0.9231,0.9167,0.0064,0.8571,0.7857,0.0714,1,2,1,14,12,1,3,False
stage1_train_full,9774c82396327929fea05e40ae153cabf0107178b2ae3e40a5709b409793887e,otsu_watershed,Otsu + watershed,contrast_inversion,0.8889,0.8889,0.0,0.0,0.9231,0.9231,0.0,0.8571,0.8571,0.0,1,1,0,14,13,1,2,False
stage1_train_full,98a463483fe3a56deacc8bc00ab8aa62668bd40ad0c70bbe7deb10d3e4aeb0c0,otsu_watershed,Otsu + watershed,clean,0.441,0.441,0.0,0.0,0.3245,0.3245,0.0,0.688,0.688,0.0,140,140,0,125,265,179,39,False
stage1_train_full,98a463483fe3a56deacc8bc00ab8aa62668bd40ad0c70bbe7deb10d3e4aeb0c0,otsu_watershed,Otsu + watershed,gaussian_noise,0.441,0.2,0.241,0.5465,0.3245,0.1385,0.1861,0.688,0.36,0.328,140,200,60,125,325,280,80,False
stage1_train_full,98a463483fe3a56deacc8bc00ab8aa62668bd40ad0c70bbe7deb10d3e4aeb0c0,otsu_watershed,Otsu + watershed,gaussian_blur,0.441,0.4491,-0.0081,-0.0183,0.3245,0.3333,-0.0088,0.688,0.688,0.0,140,133,-7,125,258,172,39,False
stage1_train_full,98a463483fe3a56deacc8bc00ab8aa62668bd40ad0c70bbe7deb10d3e4aeb0c0,otsu_watershed,Otsu + watershed,downsample_upsample,0.441,0.4599,-0.0189,-0.0428,0.3245,0.3454,-0.0209,0.688,0.688,0.0,140,124,-16,125,249,163,39,False
stage1_train_full,98a463483fe3a56deacc8bc00ab8aa62668bd40ad0c70bbe7deb10d3e4aeb0c0,otsu_watershed,Otsu + watershed,contrast_inversion,0.441,0.4595,-0.0184,-0.0418,0.3245,0.3469,-0.0224,0.688,0.68,0.008,140,120,-20,125,245,160,40,False
stage1_train_full,98c5ead89cd066637efd5c93a6edc55c85908eb66807471f0d246d5457341f9c,otsu_watershed,Otsu + watershed,clean,0.5397,0.5397,0.0,0.0,0.4857,0.4857,0.0,0.6071,0.6071,0.0,7,7,0,28,35,18,11,False
stage1_train_full,98c5ead89cd066637efd5c93a6edc55c85908eb66807471f0d246d5457341f9c,otsu_watershed,Otsu + watershed,gaussian_noise,0.5397,0.2121,0.3276,0.607,0.4857,0.1842,0.3015,0.6071,0.25,0.3571,7,10,3,28,38,31,21,False
stage1_train_full,98c5ead89cd066637efd5c93a6edc55c85908eb66807471f0d246d5457341f9c,otsu_watershed,Otsu + watershed,gaussian_blur,0.5397,0.6667,-0.127,-0.2353,0.4857,0.625,-0.1393,0.6071,0.7143,-0.1071,7,4,-3,28,32,12,8,False
stage1_train_full,98c5ead89cd066637efd5c93a6edc55c85908eb66807471f0d246d5457341f9c,otsu_watershed,Otsu + watershed,downsample_upsample,0.5397,0.5,0.0397,0.0735,0.4857,0.4688,0.017,0.6071,0.5357,0.0714,7,4,-3,28,32,17,13,False
stage1_train_full,98c5ead89cd066637efd5c93a6edc55c85908eb66807471f0d246d5457341f9c,otsu_watershed,Otsu + watershed,contrast_inversion,0.5397,0.3871,0.1526,0.2827,0.4857,0.3529,0.1328,0.6071,0.4286,0.1786,7,6,-1,28,34,22,16,False
stage1_train_full,9a71a416f98971aa14f63ef91242654cc9191a1414ce8bbd38066fe94559aa4f,otsu_watershed,Otsu + watershed,clean,0.8182,0.8182,0.0,0.0,0.75,0.75,0.0,0.9,0.9,0.0,2,2,0,10,12,3,1,False
stage1_train_full,9a71a416f98971aa14f63ef91242654cc9191a1414ce8bbd38066fe94559aa4f,otsu_watershed,Otsu + watershed,gaussian_noise,0.8182,0.6667,0.1515,0.1852,0.75,0.5714,0.1786,0.9,0.8,0.1,2,4,2,10,14,6,2,False
stage1_train_full,9a71a416f98971aa14f63ef91242654cc9191a1414ce8bbd38066fe94559aa4f,otsu_watershed,Otsu + watershed,gaussian_blur,0.8182,0.6957,0.1225,0.1498,0.75,0.6154,0.1346,0.9,0.8,0.1,2,3,1,10,13,5,2,False
stage1_train_full,9a71a416f98971aa14f63ef91242654cc9191a1414ce8bbd38066fe94559aa4f,otsu_watershed,Otsu + watershed,downsample_upsample,0.8182,0.9524,-0.1342,-0.164,0.75,0.9091,-0.1591,0.9,1.0,-0.1,2,1,-1,10,11,1,0,False
stage1_train_full,9a71a416f98971aa14f63ef91242654cc9191a1414ce8bbd38066fe94559aa4f,otsu_watershed,Otsu + watershed,contrast_inversion,0.8182,0.8182,0.0,0.0,0.75,0.75,0.0,0.9,0.9,0.0,2,2,0,10,12,3,1,False
stage1_train_full,9b25b8ffd5f52b6c3d235a42d51d380503d1f80b61ef0f62eeb696f5977c38e6,otsu_watershed,Otsu + watershed,clean,0.48,0.48,0.0,0.0,0.4,0.4,0.0,0.6,0.6,0.0,5,5,0,10,15,9,4,False
stage1_train_full,9b25b8ffd5f52b6c3d235a42d51d380503d1f80b61ef0f62eeb696f5977c38e6,otsu_watershed,Otsu + watershed,gaussian_noise,0.48,0.6087,-0.1287,-0.2681,0.4,0.5385,-0.1385,0.6,0.7,-0.1,5,3,-2,10,13,6,3,False
stage1_train_full,9b25b8ffd5f52b6c3d235a42d51d380503d1f80b61ef0f62eeb696f5977c38e6,otsu_watershed,Otsu + watershed,gaussian_blur,0.48,0.6087,-0.1287,-0.2681,0.4,0.5385,-0.1385,0.6,0.7,-0.1,5,3,-2,10,13,6,3,False
