split,image_id,method,method_label,perturbation,perturbation_params,iou_threshold,latency_ms,true_instances,pred_instances,matched_instances,false_positives,false_negatives,precision,recall,object_f1,mean_matched_iou,mean_matched_dice,count_error,absolute_count_error
stage1_train_full,4829177d0b36abdd92c4ef0c7834cbc49f95232076bdd7e828f1f7cbb5ed80ec,otsu_watershed,Otsu + watershed,gaussian_noise,{'sigma': 0.08},0.5,6.35,8,11,5,6,3,0.4545454545454545,0.625,0.5263157894736842,0.6771317888699032,0.8060485908329298,3,3
stage1_train_full,4829177d0b36abdd92c4ef0c7834cbc49f95232076bdd7e828f1f7cbb5ed80ec,otsu_watershed,Otsu + watershed,gaussian_blur,{'sigma': 1.5},0.5,5.348,8,8,8,0,0,1.0,1.0,1.0,0.8886299367044482,0.9396219555243264,0,0
stage1_train_full,4829177d0b36abdd92c4ef0c7834cbc49f95232076bdd7e828f1f7cbb5ed80ec,otsu_watershed,Otsu + watershed,downsample_upsample,{'scale': 0.5},0.5,5.557,8,9,7,2,1,0.7777777777777778,0.875,0.823529411764706,0.8992896830981599,0.9458134803718236,1,1
stage1_train_full,4829177d0b36abdd92c4ef0c7834cbc49f95232076bdd7e828f1f7cbb5ed80ec,otsu_watershed,Otsu + watershed,contrast_inversion,{},0.5,4.914,8,9,8,1,0,0.8888888888888888,1.0,0.9411764705882352,0.8717453477836727,0.9299429270035056,1,1
stage1_train_full,483b89aa683542f1c63e62f5f71ae8ae1f959caf1c379cd61230a71cd1036732,otsu_watershed,Otsu + watershed,clean,{},0.5,5.88,13,17,10,7,3,0.5882352941176471,0.7692307692307693,0.6666666666666667,0.9551786679296272,0.9767693311556608,4,4
stage1_train_full,483b89aa683542f1c63e62f5f71ae8ae1f959caf1c379cd61230a71cd1036732,otsu_watershed,Otsu + watershed,gaussian_noise,{'sigma': 0.08},0.5,5.9,13,15,11,4,2,0.7333333333333333,0.8461538461538461,0.7857142857142856,0.7969327628213692,0.8861154061693823,2,2
stage1_train_full,483b89aa683542f1c63e62f5f71ae8ae1f959caf1c379cd61230a71cd1036732,otsu_watershed,Otsu + watershed,gaussian_blur,{'sigma': 1.5},0.5,6.125,13,18,10,8,3,0.5555555555555556,0.7692307692307693,0.6451612903225806,0.8471799968401206,0.9116300272877502,5,5
stage1_train_full,483b89aa683542f1c63e62f5f71ae8ae1f959caf1c379cd61230a71cd1036732,otsu_watershed,Otsu + watershed,downsample_upsample,{'scale': 0.5},0.5,7.314,13,16,11,5,2,0.6875,0.8461538461538461,0.7586206896551724,0.916417053368578,0.95560975847039,3,3
stage1_train_full,483b89aa683542f1c63e62f5f71ae8ae1f959caf1c379cd61230a71cd1036732,otsu_watershed,Otsu + watershed,contrast_inversion,{},0.5,5.405,13,13,11,2,2,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.9420376698377572,0.969711728549184,0,0
stage1_train_full,4948e3dfe0483c2198b9616612071ead5474dffd223071cf0a567aea9aca0b9e,otsu_watershed,Otsu + watershed,clean,{},0.5,16.564,22,58,13,45,9,0.2241379310344827,0.5909090909090909,0.3249999999999999,0.8429066166803225,0.9079521676249852,36,36
