split,image_id,method,method_label,perturbation,clean_object_f1,object_f1,absolute_object_f1_drop,relative_object_f1_drop,clean_precision,precision,precision_drop,clean_recall,recall,recall_drop,clean_absolute_count_error,absolute_count_error,absolute_count_error_delta,true_instances,pred_instances,false_positives,false_negatives
stage1_train_clean20_subset,5afcbfd0dd64392aa1e233b996d0bfb4354ee7119f30ae111c33d0fe4df11590,cellpose_cpsam,Cellpose-SAM,gaussian_noise,0.9615,0.8846,0.0769,0.08,1.0,0.92,0.08,0.9259,0.8519,0.0741,2,2,0,27,25,2,4
stage1_train_clean20_subset,5afcbfd0dd64392aa1e233b996d0bfb4354ee7119f30ae111c33d0fe4df11590,cellpose_cpsam,Cellpose-SAM,poisson_noise,0.9615,0.9615,0.0,0.0,1.0,1.0,0.0,0.9259,0.9259,0.0,2,2,0,27,25,0,2
stage1_train_clean20_subset,5afcbfd0dd64392aa1e233b996d0bfb4354ee7119f30ae111c33d0fe4df11590,cellpose_cpsam,Cellpose-SAM,gaussian_blur,0.9615,0.9615,0.0,0.0,1.0,1.0,0.0,0.9259,0.9259,0.0,2,2,0,27,25,0,2
stage1_train_clean20_subset,5afcbfd0dd64392aa1e233b996d0bfb4354ee7119f30ae111c33d0fe4df11590,cellpose_cpsam,Cellpose-SAM,downsample_upsample,0.9615,0.9615,0.0,0.0,1.0,1.0,0.0,0.9259,0.9259,0.0,2,2,0,27,25,0,2
stage1_train_clean20_subset,5afcbfd0dd64392aa1e233b996d0bfb4354ee7119f30ae111c33d0fe4df11590,cellpose_cpsam,Cellpose-SAM,intensity_scale,0.9615,0.9615,0.0,0.0,1.0,1.0,0.0,0.9259,0.9259,0.0,2,2,0,27,25,0,2
stage1_train_clean20_subset,5afcbfd0dd64392aa1e233b996d0bfb4354ee7119f30ae111c33d0fe4df11590,cellpose_cpsam,Cellpose-SAM,contrast_inversion,0.9615,0.9615,0.0,0.0,1.0,1.0,0.0,0.9259,0.9259,0.0,2,2,0,27,25,0,2
stage1_train_clean20_subset,66612c188d73e931e1863af2c99d2af782c32f65fd97d224abb40bbadb87263f,cellpose_cpsam,Cellpose-SAM,clean,0.9286,0.9286,0.0,0.0,1.0,1.0,0.0,0.8667,0.8667,0.0,2,2,0,15,13,0,2
stage1_train_clean20_subset,66612c188d73e931e1863af2c99d2af782c32f65fd97d224abb40bbadb87263f,cellpose_cpsam,Cellpose-SAM,gaussian_noise,0.9286,0.9286,0.0,0.0,1.0,1.0,0.0,0.8667,0.8667,0.0,2,2,0,15,13,0,2
stage1_train_clean20_subset,66612c188d73e931e1863af2c99d2af782c32f65fd97d224abb40bbadb87263f,cellpose_cpsam,Cellpose-SAM,poisson_noise,0.9286,0.9286,0.0,0.0,1.0,1.0,0.0,0.8667,0.8667,0.0,2,2,0,15,13,0,2
stage1_train_clean20_subset,66612c188d73e931e1863af2c99d2af782c32f65fd97d224abb40bbadb87263f,cellpose_cpsam,Cellpose-SAM,gaussian_blur,0.9286,0.9286,0.0,0.0,1.0,1.0,0.0,0.8667,0.8667,0.0,2,2,0,15,13,0,2
stage1_train_clean20_subset,66612c188d73e931e1863af2c99d2af782c32f65fd97d224abb40bbadb87263f,cellpose_cpsam,Cellpose-SAM,downsample_upsample,0.9286,0.9286,0.0,0.0,1.0,1.0,0.0,0.8667,0.8667,0.0,2,2,0,15,13,0,2
stage1_train_clean20_subset,66612c188d73e931e1863af2c99d2af782c32f65fd97d224abb40bbadb87263f,cellpose_cpsam,Cellpose-SAM,intensity_scale,0.9286,0.9286,0.0,0.0,1.0,1.0,0.0,0.8667,0.8667,0.0,2,2,0,15,13,0,2
stage1_train_clean20_subset,66612c188d73e931e1863af2c99d2af782c32f65fd97d224abb40bbadb87263f,cellpose_cpsam,Cellpose-SAM,contrast_inversion,0.9286,0.9286,0.0,0.0,1.0,1.0,0.0,0.8667,0.8667,0.0,2,2,0,15,13,0,2
stage1_train_clean20_subset,76c44d1addac92a65f1331f2d93f4e3b130bd4e538a6e5239c3ac1f4c403608a,cellpose_cpsam,Cellpose-SAM,clean,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,35,35,0,0
stage1_train_clean20_subset,76c44d1addac92a65f1331f2d93f4e3b130bd4e538a6e5239c3ac1f4c403608a,cellpose_cpsam,Cellpose-SAM,gaussian_noise,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,35,35,0,0
stage1_train_clean20_subset,76c44d1addac92a65f1331f2d93f4e3b130bd4e538a6e5239c3ac1f4c403608a,cellpose_cpsam,Cellpose-SAM,poisson_noise,1.0,0.9859,0.0141,0.0141,1.0,0.9722,0.0278,1.0,1.0,0.0,0,1,1,35,36,1,0
stage1_train_clean20_subset,76c44d1addac92a65f1331f2d93f4e3b130bd4e538a6e5239c3ac1f4c403608a,cellpose_cpsam,Cellpose-SAM,gaussian_blur,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,35,35,0,0
stage1_train_clean20_subset,76c44d1addac92a65f1331f2d93f4e3b130bd4e538a6e5239c3ac1f4c403608a,cellpose_cpsam,Cellpose-SAM,downsample_upsample,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,35,35,0,0
stage1_train_clean20_subset,76c44d1addac92a65f1331f2d93f4e3b130bd4e538a6e5239c3ac1f4c403608a,cellpose_cpsam,Cellpose-SAM,intensity_scale,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,35,35,0,0
stage1_train_clean20_subset,76c44d1addac92a65f1331f2d93f4e3b130bd4e538a6e5239c3ac1f4c403608a,cellpose_cpsam,Cellpose-SAM,contrast_inversion,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,35,35,0,0
stage1_train_clean20_subset,853a4c67900c411abd04467f7bc7813d3c58a5f565c8b0807e13c6e6dea21344,cellpose_cpsam,Cellpose-SAM,clean,0.9714,0.9714,0.0,0.0,1.0,1.0,0.0,0.9444,0.9444,0.0,1,1,0,18,17,0,1
stage1_train_clean20_subset,853a4c67900c411abd04467f7bc7813d3c58a5f565c8b0807e13c6e6dea21344,cellpose_cpsam,Cellpose-SAM,gaussian_noise,0.9714,0.9714,0.0,0.0,1.0,1.0,0.0,0.9444,0.9444,0.0,1,1,0,18,17,0,1
stage1_train_clean20_subset,853a4c67900c411abd04467f7bc7813d3c58a5f565c8b0807e13c6e6dea21344,cellpose_cpsam,Cellpose-SAM,poisson_noise,0.9714,0.8205,0.1509,0.1554,1.0,0.7619,0.2381,0.9444,0.8889,0.0556,1,3,2,18,21,5,2
stage1_train_clean20_subset,853a4c67900c411abd04467f7bc7813d3c58a5f565c8b0807e13c6e6dea21344,cellpose_cpsam,Cellpose-SAM,gaussian_blur,0.9714,0.9714,0.0,0.0,1.0,1.0,0.0,0.9444,0.9444,0.0,1,1,0,18,17,0,1
stage1_train_clean20_subset,853a4c67900c411abd04467f7bc7813d3c58a5f565c8b0807e13c6e6dea21344,cellpose_cpsam,Cellpose-SAM,downsample_upsample,0.9714,0.9714,0.0,0.0,1.0,1.0,0.0,0.9444,0.9444,0.0,1,1,0,18,17,0,1
stage1_train_clean20_subset,853a4c67900c411abd04467f7bc7813d3c58a5f565c8b0807e13c6e6dea21344,cellpose_cpsam,Cellpose-SAM,intensity_scale,0.9714,0.9189,0.0525,0.0541,1.0,0.8947,0.1053,0.9444,0.9444,0.0,1,1,0,18,19,2,1
stage1_train_clean20_subset,853a4c67900c411abd04467f7bc7813d3c58a5f565c8b0807e13c6e6dea21344,cellpose_cpsam,Cellpose-SAM,contrast_inversion,0.9714,0.9,0.0714,0.0735,1.0,0.8182,0.1818,0.9444,1.0,-0.0556,1,4,3,18,22,4,0
stage1_train_clean20_subset,942d56861fc83e195e9c559a000bb86627d8682f8dcc2300818458e5b6850dd0,cellpose_cpsam,Cellpose-SAM,clean,0.9615,0.9615,0.0,0.0,0.9434,0.9434,0.0,0.9804,0.9804,0.0,2,2,0,51,53,3,1
stage1_train_clean20_subset,942d56861fc83e195e9c559a000bb86627d8682f8dcc2300818458e5b6850dd0,cellpose_cpsam,Cellpose-SAM,gaussian_noise,0.9615,0.9804,-0.0189,-0.0196,0.9434,0.9804,-0.037,0.9804,0.9804,0.0,2,0,-2,51,51,1,1
stage1_train_clean20_subset,942d56861fc83e195e9c559a000bb86627d8682f8dcc2300818458e5b6850dd0,cellpose_cpsam,Cellpose-SAM,poisson_noise,0.9615,0.9524,0.0092,0.0095,0.9434,0.9259,0.0175,0.9804,0.9804,0.0,2,3,1,51,54,4,1
stage1_train_clean20_subset,942d56861fc83e195e9c559a000bb86627d8682f8dcc2300818458e5b6850dd0,cellpose_cpsam,Cellpose-SAM,gaussian_blur,0.9615,1.0,-0.0385,-0.04,0.9434,1.0,-0.0566,0.9804,1.0,-0.0196,2,0,-2,51,51,0,0
stage1_train_clean20_subset,942d56861fc83e195e9c559a000bb86627d8682f8dcc2300818458e5b6850dd0,cellpose_cpsam,Cellpose-SAM,downsample_upsample,0.9615,0.9804,-0.0189,-0.0196,0.9434,0.9804,-0.037,0.9804,0.9804,0.0,2,0,-2,51,51,1,1
stage1_train_clean20_subset,942d56861fc83e195e9c559a000bb86627d8682f8dcc2300818458e5b6850dd0,cellpose_cpsam,Cellpose-SAM,intensity_scale,0.9615,0.9615,0.0,0.0,0.9434,0.9434,0.0,0.9804,0.9804,0.0,2,2,0,51,53,3,1
stage1_train_clean20_subset,942d56861fc83e195e9c559a000bb86627d8682f8dcc2300818458e5b6850dd0,cellpose_cpsam,Cellpose-SAM,contrast_inversion,0.9615,0.9804,-0.0189,-0.0196,0.9434,0.9804,-0.037,0.9804,0.9804,0.0,2,0,-2,51,51,1,1
stage1_train_clean20_subset,a1777737270c5f96c4523dff76e4097756f8f7d4c9d59bac079e31f9510deabd,cellpose_cpsam,Cellpose-SAM,clean,0.902,0.902,0.0,0.0,0.92,0.92,0.0,0.8846,0.8846,0.0,1,1,0,26,25,2,3
stage1_train_clean20_subset,a1777737270c5f96c4523dff76e4097756f8f7d4c9d59bac079e31f9510deabd,cellpose_cpsam,Cellpose-SAM,gaussian_noise,0.902,0.8571,0.0448,0.0497,0.92,0.913,0.007,0.8846,0.8077,0.0769,1,3,2,26,23,2,5
stage1_train_clean20_subset,a1777737270c5f96c4523dff76e4097756f8f7d4c9d59bac079e31f9510deabd,cellpose_cpsam,Cellpose-SAM,poisson_noise,0.902,0.92,-0.018,-0.02,0.92,0.9583,-0.0383,0.8846,0.8846,0.0,1,2,1,26,24,1,3
stage1_train_clean20_subset,a1777737270c5f96c4523dff76e4097756f8f7d4c9d59bac079e31f9510deabd,cellpose_cpsam,Cellpose-SAM,gaussian_blur,0.902,0.8679,0.034,0.0377,0.92,0.8519,0.0681,0.8846,0.8846,0.0,1,1,0,26,27,4,3
stage1_train_clean20_subset,a1777737270c5f96c4523dff76e4097756f8f7d4c9d59bac079e31f9510deabd,cellpose_cpsam,Cellpose-SAM,downsample_upsample,0.902,0.8679,0.034,0.0377,0.92,0.8519,0.0681,0.8846,0.8846,0.0,1,1,0,26,27,4,3
stage1_train_clean20_subset,a1777737270c5f96c4523dff76e4097756f8f7d4c9d59bac079e31f9510deabd,cellpose_cpsam,Cellpose-SAM,intensity_scale,0.902,0.8846,0.0173,0.0192,0.92,0.8846,0.0354,0.8846,0.8846,0.0,1,0,-1,26,26,3,3
stage1_train_clean20_subset,a1777737270c5f96c4523dff76e4097756f8f7d4c9d59bac079e31f9510deabd,cellpose_cpsam,Cellpose-SAM,contrast_inversion,0.902,0.8846,0.0173,0.0192,0.92,0.8846,0.0354,0.8846,0.8846,0.0,1,0,-1,26,26,3,3
stage1_train_clean20_subset,ad473063dab4bf4f2461d9a99a9c0166d4871f156516d9e0a523484e7cf2258d,cellpose_cpsam,Cellpose-SAM,clean,0.8212,0.8212,0.0,0.0,0.9254,0.9254,0.0,0.7381,0.7381,0.0,17,17,0,84,67,5,22
stage1_train_clean20_subset,ad473063dab4bf4f2461d9a99a9c0166d4871f156516d9e0a523484e7cf2258d,cellpose_cpsam,Cellpose-SAM,gaussian_noise,0.8212,0.7421,0.0791,0.0963,0.9254,0.7867,0.1387,0.7381,0.7024,0.0357,17,9,-8,84,75,16,25
stage1_train_clean20_subset,ad473063dab4bf4f2461d9a99a9c0166d4871f156516d9e0a523484e7cf2258d,cellpose_cpsam,Cellpose-SAM,poisson_noise,0.8212,0.6475,0.1737,0.2115,0.9254,0.8182,0.1072,0.7381,0.5357,0.2024,17,29,12,84,55,10,39
stage1_train_clean20_subset,ad473063dab4bf4f2461d9a99a9c0166d4871f156516d9e0a523484e7cf2258d,cellpose_cpsam,Cellpose-SAM,gaussian_blur,0.8212,0.7075,0.1137,0.1385,0.9254,0.8254,0.1,0.7381,0.619,0.119,17,21,4,84,63,11,32
stage1_train_clean20_subset,ad473063dab4bf4f2461d9a99a9c0166d4871f156516d9e0a523484e7cf2258d,cellpose_cpsam,Cellpose-SAM,downsample_upsample,0.8212,0.7651,0.0561,0.0683,0.9254,0.8769,0.0485,0.7381,0.6786,0.0595,17,19,2,84,65,8,27
stage1_train_clean20_subset,ad473063dab4bf4f2461d9a99a9c0166d4871f156516d9e0a523484e7cf2258d,cellpose_cpsam,Cellpose-SAM,intensity_scale,0.8212,0.8917,-0.0705,-0.0859,0.9254,0.9589,-0.0335,0.7381,0.8333,-0.0952,17,11,-6,84,73,3,14
stage1_train_clean20_subset,ad473063dab4bf4f2461d9a99a9c0166d4871f156516d9e0a523484e7cf2258d,cellpose_cpsam,Cellpose-SAM,contrast_inversion,0.8212,0.8462,-0.025,-0.0304,0.9254,0.9167,0.0087,0.7381,0.7857,-0.0476,17,12,-5,84,72,6,18
stage1_train_clean20_subset,b909aa8f6f4bec37c3fb6ff5a85d166162d07983506fcc57be742b0f9dbafbf7,cellpose_cpsam,Cellpose-SAM,clean,0.625,0.625,0.0,0.0,0.7143,0.7143,0.0,0.5556,0.5556,0.0,2,2,0,9,7,2,4
stage1_train_clean20_subset,b909aa8f6f4bec37c3fb6ff5a85d166162d07983506fcc57be742b0f9dbafbf7,cellpose_cpsam,Cellpose-SAM,gaussian_noise,0.625,0.625,0.0,0.0,0.7143,0.7143,0.0,0.5556,0.5556,0.0,2,2,0,9,7,2,4
stage1_train_clean20_subset,b909aa8f6f4bec37c3fb6ff5a85d166162d07983506fcc57be742b0f9dbafbf7,cellpose_cpsam,Cellpose-SAM,poisson_noise,0.625,0.6667,-0.0417,-0.0667,0.7143,0.8333,-0.119,0.5556,0.5556,0.0,2,3,1,9,6,1,4
stage1_train_clean20_subset,b909aa8f6f4bec37c3fb6ff5a85d166162d07983506fcc57be742b0f9dbafbf7,cellpose_cpsam,Cellpose-SAM,gaussian_blur,0.625,0.625,0.0,0.0,0.7143,0.7143,0.0,0.5556,0.5556,0.0,2,2,0,9,7,2,4
stage1_train_clean20_subset,b909aa8f6f4bec37c3fb6ff5a85d166162d07983506fcc57be742b0f9dbafbf7,cellpose_cpsam,Cellpose-SAM,downsample_upsample,0.625,0.625,0.0,0.0,0.7143,0.7143,0.0,0.5556,0.5556,0.0,2,2,0,9,7,2,4
stage1_train_clean20_subset,b909aa8f6f4bec37c3fb6ff5a85d166162d07983506fcc57be742b0f9dbafbf7,cellpose_cpsam,Cellpose-SAM,intensity_scale,0.625,0.8235,-0.1985,-0.3176,0.7143,0.875,-0.1607,0.5556,0.7778,-0.2222,2,1,-1,9,8,1,2
stage1_train_clean20_subset,b909aa8f6f4bec37c3fb6ff5a85d166162d07983506fcc57be742b0f9dbafbf7,cellpose_cpsam,Cellpose-SAM,contrast_inversion,0.625,0.7368,-0.1118,-0.1789,0.7143,0.7,0.0143,0.5556,0.7778,-0.2222,2,1,-1,9,10,3,2
stage1_train_clean20_subset,c6216cdc42f61bc345434986db42e2ef9b9741aee3210b7a808e952e319d2305,cellpose_cpsam,Cellpose-SAM,clean,0.9032,0.9032,0.0,0.0,0.9333,0.9333,0.0,0.875,0.875,0.0,2,2,0,32,30,2,4
stage1_train_clean20_subset,c6216cdc42f61bc345434986db42e2ef9b9741aee3210b7a808e952e319d2305,cellpose_cpsam,Cellpose-SAM,gaussian_noise,0.9032,0.8065,0.0968,0.1071,0.9333,0.8333,0.1,0.875,0.7812,0.0938,2,2,0,32,30,5,7
stage1_train_clean20_subset,c6216cdc42f61bc345434986db42e2ef9b9741aee3210b7a808e952e319d2305,cellpose_cpsam,Cellpose-SAM,poisson_noise,0.9032,0.8,0.1032,0.1143,0.9333,0.8571,0.0762,0.875,0.75,0.125,2,4,2,32,28,4,8
stage1_train_clean20_subset,c6216cdc42f61bc345434986db42e2ef9b9741aee3210b7a808e952e319d2305,cellpose_cpsam,Cellpose-SAM,gaussian_blur,0.9032,0.6071,0.2961,0.3278,0.9333,0.7083,0.225,0.875,0.5312,0.3438,2,8,6,32,24,7,15
stage1_train_clean20_subset,c6216cdc42f61bc345434986db42e2ef9b9741aee3210b7a808e952e319d2305,cellpose_cpsam,Cellpose-SAM,downsample_upsample,0.9032,0.7797,0.1236,0.1368,0.9333,0.8519,0.0815,0.875,0.7188,0.1562,2,5,3,32,27,4,9
stage1_train_clean20_subset,c6216cdc42f61bc345434986db42e2ef9b9741aee3210b7a808e952e319d2305,cellpose_cpsam,Cellpose-SAM,intensity_scale,0.9032,0.9032,0.0,0.0,0.9333,0.9333,0.0,0.875,0.875,0.0,2,2,0,32,30,2,4
stage1_train_clean20_subset,c6216cdc42f61bc345434986db42e2ef9b9741aee3210b7a808e952e319d2305,cellpose_cpsam,Cellpose-SAM,contrast_inversion,0.9032,0.9032,0.0,0.0,0.9333,0.9333,0.0,0.875,0.875,0.0,2,2,0,32,30,2,4
stage1_train_clean20_subset,d7d12a2acc47a94961aeb56fd56e8a0873016af75f5dd10915de9db8af8e4f5e,cellpose_cpsam,Cellpose-SAM,clean,0.9524,0.9524,0.0,0.0,1.0,1.0,0.0,0.9091,0.9091,0.0,2,2,0,22,20,0,2
stage1_train_clean20_subset,d7d12a2acc47a94961aeb56fd56e8a0873016af75f5dd10915de9db8af8e4f5e,cellpose_cpsam,Cellpose-SAM,gaussian_noise,0.9524,0.8718,0.0806,0.0846,1.0,1.0,0.0,0.9091,0.7727,0.1364,2,5,3,22,17,0,5
stage1_train_clean20_subset,d7d12a2acc47a94961aeb56fd56e8a0873016af75f5dd10915de9db8af8e4f5e,cellpose_cpsam,Cellpose-SAM,poisson_noise,0.9524,0.8718,0.0806,0.0846,1.0,1.0,0.0,0.9091,0.7727,0.1364,2,5,3,22,17,0,5
stage1_train_clean20_subset,d7d12a2acc47a94961aeb56fd56e8a0873016af75f5dd10915de9db8af8e4f5e,cellpose_cpsam,Cellpose-SAM,gaussian_blur,0.9524,0.9268,0.0256,0.0268,1.0,1.0,0.0,0.9091,0.8636,0.0455,2,3,1,22,19,0,3
stage1_train_clean20_subset,d7d12a2acc47a94961aeb56fd56e8a0873016af75f5dd10915de9db8af8e4f5e,cellpose_cpsam,Cellpose-SAM,downsample_upsample,0.9524,0.9524,0.0,0.0,1.0,1.0,0.0,0.9091,0.9091,0.0,2,2,0,22,20,0,2
stage1_train_clean20_subset,d7d12a2acc47a94961aeb56fd56e8a0873016af75f5dd10915de9db8af8e4f5e,cellpose_cpsam,Cellpose-SAM,intensity_scale,0.9524,0.9,0.0524,0.055,1.0,1.0,0.0,0.9091,0.8182,0.0909,2,4,2,22,18,0,4
stage1_train_clean20_subset,d7d12a2acc47a94961aeb56fd56e8a0873016af75f5dd10915de9db8af8e4f5e,cellpose_cpsam,Cellpose-SAM,contrast_inversion,0.9524,0.9268,0.0256,0.0268,1.0,1.0,0.0,0.9091,0.8636,0.0455,2,3,1,22,19,0,3
stage1_train_clean20_subset,e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2,cellpose_cpsam,Cellpose-SAM,clean,0.981,0.981,0.0,0.0,0.9699,0.9699,0.0,0.9923,0.9923,0.0,3,3,0,130,133,4,1
stage1_train_clean20_subset,e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2,cellpose_cpsam,Cellpose-SAM,gaussian_noise,0.981,0.9647,0.0163,0.0166,0.9699,0.984,-0.0141,0.9923,0.9462,0.0462,3,5,2,130,125,2,7
stage1_train_clean20_subset,e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2,cellpose_cpsam,Cellpose-SAM,poisson_noise,0.981,0.969,0.012,0.0122,0.9699,0.9766,-0.0066,0.9923,0.9615,0.0308,3,2,-1,130,128,3,5
stage1_train_clean20_subset,e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2,cellpose_cpsam,Cellpose-SAM,gaussian_blur,0.981,0.9846,-0.0036,-0.0037,0.9699,0.9846,-0.0147,0.9923,0.9846,0.0077,3,0,-3,130,130,2,2
stage1_train_clean20_subset,e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2,cellpose_cpsam,Cellpose-SAM,downsample_upsample,0.981,0.9846,-0.0036,-0.0037,0.9699,0.9846,-0.0147,0.9923,0.9846,0.0077,3,0,-3,130,130,2,2
stage1_train_clean20_subset,e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2,cellpose_cpsam,Cellpose-SAM,intensity_scale,0.981,0.981,0.0,0.0,0.9699,0.9699,0.0,0.9923,0.9923,0.0,3,3,0,130,133,4,1
stage1_train_clean20_subset,e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2,cellpose_cpsam,Cellpose-SAM,contrast_inversion,0.981,0.9771,0.0039,0.004,0.9699,0.9697,0.0002,0.9923,0.9846,0.0077,3,2,-1,130,132,4,2
stage1_train_clean20_subset,f29fd9c52e04403cd2c7d43b6fe2479292e53b2f61969d25256d2d2aca7c6a81,cellpose_cpsam,Cellpose-SAM,clean,0.8533,0.8533,0.0,0.0,0.929,0.929,0.0,0.7889,0.7889,0.0,30,30,0,199,169,12,42
stage1_train_clean20_subset,f29fd9c52e04403cd2c7d43b6fe2479292e53b2f61969d25256d2d2aca7c6a81,cellpose_cpsam,Cellpose-SAM,gaussian_noise,0.8533,0.7945,0.0587,0.0688,0.929,0.8735,0.0555,0.7889,0.7286,0.0603,30,33,3,199,166,21,54
stage1_train_clean20_subset,f29fd9c52e04403cd2c7d43b6fe2479292e53b2f61969d25256d2d2aca7c6a81,cellpose_cpsam,Cellpose-SAM,poisson_noise,0.8533,0.876,-0.0227,-0.0266,0.929,0.9222,0.0068,0.7889,0.8342,-0.0452,30,19,-11,199,180,14,33
stage1_train_clean20_subset,f29fd9c52e04403cd2c7d43b6fe2479292e53b2f61969d25256d2d2aca7c6a81,cellpose_cpsam,Cellpose-SAM,gaussian_blur,0.8533,0.8362,0.0171,0.02,0.929,0.9548,-0.0258,0.7889,0.7437,0.0452,30,44,14,199,155,7,51
stage1_train_clean20_subset,f29fd9c52e04403cd2c7d43b6fe2479292e53b2f61969d25256d2d2aca7c6a81,cellpose_cpsam,Cellpose-SAM,downsample_upsample,0.8533,0.8492,0.0041,0.0048,0.929,0.956,-0.027,0.7889,0.7638,0.0251,30,40,10,199,159,7,47
stage1_train_clean20_subset,f29fd9c52e04403cd2c7d43b6fe2479292e53b2f61969d25256d2d2aca7c6a81,cellpose_cpsam,Cellpose-SAM,intensity_scale,0.8533,0.9143,-0.061,-0.0715,0.929,0.9462,-0.0172,0.7889,0.8844,-0.0955,30,13,-17,199,186,10,23
stage1_train_clean20_subset,f29fd9c52e04403cd2c7d43b6fe2479292e53b2f61969d25256d2d2aca7c6a81,cellpose_cpsam,Cellpose-SAM,contrast_inversion,0.8533,0.8633,-0.01,-0.0117,0.929,0.9253,0.0037,0.7889,0.809,-0.0201,30,25,-5,199,174,13,38
stage1_train_clean20_subset,ff599c7301daa1f783924ac8cbe3ce7b42878f15a39c2d19659189951f540f48,cellpose_cpsam,Cellpose-SAM,clean,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,24,24,0,0
stage1_train_clean20_subset,ff599c7301daa1f783924ac8cbe3ce7b42878f15a39c2d19659189951f540f48,cellpose_cpsam,Cellpose-SAM,gaussian_noise,1.0,0.9388,0.0612,0.0612,1.0,0.92,0.08,1.0,0.9583,0.0417,0,1,1,24,25,2,1
stage1_train_clean20_subset,ff599c7301daa1f783924ac8cbe3ce7b42878f15a39c2d19659189951f540f48,cellpose_cpsam,Cellpose-SAM,poisson_noise,1.0,0.9583,0.0417,0.0417,1.0,0.9583,0.0417,1.0,0.9583,0.0417,0,0,0,24,24,1,1
stage1_train_clean20_subset,ff599c7301daa1f783924ac8cbe3ce7b42878f15a39c2d19659189951f540f48,cellpose_cpsam,Cellpose-SAM,gaussian_blur,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,24,24,0,0
stage1_train_clean20_subset,ff599c7301daa1f783924ac8cbe3ce7b42878f15a39c2d19659189951f540f48,cellpose_cpsam,Cellpose-SAM,downsample_upsample,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,24,24,0,0
stage1_train_clean20_subset,ff599c7301daa1f783924ac8cbe3ce7b42878f15a39c2d19659189951f540f48,cellpose_cpsam,Cellpose-SAM,intensity_scale,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,24,24,0,0
stage1_train_clean20_subset,ff599c7301daa1f783924ac8cbe3ce7b42878f15a39c2d19659189951f540f48,cellpose_cpsam,Cellpose-SAM,contrast_inversion,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0,0,24,24,0,0
stage1_train_clean20_subset,00071198d059ba7f5914a526d124d28e6d010c92466da21d4a04cd5413362552,sam2_amg,SAM2 AMG,clean,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,23,23,0,27,4,4,27
stage1_train_clean20_subset,00071198d059ba7f5914a526d124d28e6d010c92466da21d4a04cd5413362552,sam2_amg,SAM2 AMG,gaussian_noise,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,23,26,3,27,1,1,27
stage1_train_clean20_subset,00071198d059ba7f5914a526d124d28e6d010c92466da21d4a04cd5413362552,sam2_amg,SAM2 AMG,poisson_noise,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,23,26,3,27,1,1,27
stage1_train_clean20_subset,00071198d059ba7f5914a526d124d28e6d010c92466da21d4a04cd5413362552,sam2_amg,SAM2 AMG,gaussian_blur,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,23,26,3,27,1,1,27
stage1_train_clean20_subset,00071198d059ba7f5914a526d124d28e6d010c92466da21d4a04cd5413362552,sam2_amg,SAM2 AMG,downsample_upsample,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,23,26,3,27,1,1,27
stage1_train_clean20_subset,00071198d059ba7f5914a526d124d28e6d010c92466da21d4a04cd5413362552,sam2_amg,SAM2 AMG,intensity_scale,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,23,26,3,27,1,1,27
stage1_train_clean20_subset,00071198d059ba7f5914a526d124d28e6d010c92466da21d4a04cd5413362552,sam2_amg,SAM2 AMG,contrast_inversion,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,23,26,3,27,1,1,27
stage1_train_clean20_subset,0c6507d493bf79b2ba248c5cca3d14df8b67328b89efa5f4a32f97a06a88c92c,sam2_amg,SAM2 AMG,clean,0.2857,0.2857,0.0,0.0,0.4286,0.4286,0.0,0.2143,0.2143,0.0,14,14,0,28,14,8,22
