split,image_id,method,method_label,config_id,sweep_group,perturbation,perturbation_index,perturbation_params,iou_threshold,sam2_config,checkpoint,points_per_side,pred_iou_thresh,stability_score_thresh,min_mask_region_area,crop_n_layers,box_nms_thresh,raw_amg_masks,zero_prediction,latency_ms,true_instances,pred_instances,matched_instances,false_positives,false_negatives,precision,recall,object_f1,mean_matched_iou,mean_matched_dice,count_error,absolute_count_error
stage1_train_clean20_subset,66612c188d73e931e1863af2c99d2af782c32f65fd97d224abb40bbadb87263f,sam2_amg,SAM2 AMG,points_per_side_32,points_per_side,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,32,0.8,0.9,15,0,0.7,16,False,2797.226,15,15,11,4,4,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.8195946203013794,0.897737170439446,0,0
stage1_train_clean20_subset,76c44d1addac92a65f1331f2d93f4e3b130bd4e538a6e5239c3ac1f4c403608a,sam2_amg,SAM2 AMG,points_per_side_32,points_per_side,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,32,0.8,0.9,15,0,0.7,41,False,2838.023,35,31,9,22,26,0.2903225806451613,0.2571428571428571,0.2727272727272727,0.7214694136078397,0.8347666804046664,-4,4
stage1_train_clean20_subset,853a4c67900c411abd04467f7bc7813d3c58a5f565c8b0807e13c6e6dea21344,sam2_amg,SAM2 AMG,points_per_side_32,points_per_side,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,32,0.8,0.9,15,0,0.7,31,False,2655.595,18,11,6,5,12,0.5454545454545454,0.3333333333333333,0.4137931034482758,0.9269557914741964,0.961990322909951,-7,7
stage1_train_clean20_subset,942d56861fc83e195e9c559a000bb86627d8682f8dcc2300818458e5b6850dd0,sam2_amg,SAM2 AMG,points_per_side_32,points_per_side,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,32,0.8,0.9,15,0,0.7,59,False,2946.193,51,1,0,1,51,0.0,0.0,0.0,0.0,0.0,-50,50
stage1_train_clean20_subset,a1777737270c5f96c4523dff76e4097756f8f7d4c9d59bac079e31f9510deabd,sam2_amg,SAM2 AMG,points_per_side_32,points_per_side,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,32,0.8,0.9,15,0,0.7,32,False,3024.056,26,28,23,5,3,0.8214285714285714,0.8846153846153846,0.8518518518518519,0.8799011694675325,0.933017272618973,2,2
stage1_train_clean20_subset,ad473063dab4bf4f2461d9a99a9c0166d4871f156516d9e0a523484e7cf2258d,sam2_amg,SAM2 AMG,points_per_side_32,points_per_side,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,32,0.8,0.9,15,0,0.7,80,False,2639.755,84,9,0,9,84,0.0,0.0,0.0,0.0,0.0,-75,75
stage1_train_clean20_subset,b909aa8f6f4bec37c3fb6ff5a85d166162d07983506fcc57be742b0f9dbafbf7,sam2_amg,SAM2 AMG,points_per_side_32,points_per_side,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,32,0.8,0.9,15,0,0.7,18,False,2269.134,9,10,5,5,4,0.5,0.5555555555555556,0.5263157894736842,0.8543293597988271,0.9166851294729372,1,1
stage1_train_clean20_subset,c6216cdc42f61bc345434986db42e2ef9b9741aee3210b7a808e952e319d2305,sam2_amg,SAM2 AMG,points_per_side_32,points_per_side,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,32,0.8,0.9,15,0,0.7,30,False,6321.777,32,26,17,9,15,0.6538461538461539,0.53125,0.5862068965517242,0.7252261379169668,0.8373043098713664,-6,6
stage1_train_clean20_subset,d7d12a2acc47a94961aeb56fd56e8a0873016af75f5dd10915de9db8af8e4f5e,sam2_amg,SAM2 AMG,points_per_side_32,points_per_side,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,32,0.8,0.9,15,0,0.7,27,False,3039.843,22,23,19,4,3,0.8260869565217391,0.8636363636363636,0.8444444444444444,0.8689704364044583,0.9251825571719208,1,1
stage1_train_clean20_subset,e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2,sam2_amg,SAM2 AMG,points_per_side_32,points_per_side,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,32,0.8,0.9,15,0,0.7,124,False,2565.754,130,14,1,13,129,0.0714285714285714,0.0076923076923076,0.0138888888888888,0.5460526315789473,0.7063829787234043,-116,116
