split,image_id,method,method_label,config_id,sweep_group,perturbation,perturbation_index,perturbation_params,iou_threshold,sam2_config,checkpoint,points_per_side,pred_iou_thresh,stability_score_thresh,min_mask_region_area,crop_n_layers,box_nms_thresh,raw_amg_masks,zero_prediction,latency_ms,true_instances,pred_instances,matched_instances,false_positives,false_negatives,precision,recall,object_f1,mean_matched_iou,mean_matched_dice,count_error,absolute_count_error
stage1_train_clean20_subset,f29fd9c52e04403cd2c7d43b6fe2479292e53b2f61969d25256d2d2aca7c6a81,sam2_amg,SAM2 AMG,points_per_side_32,points_per_side,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,32,0.8,0.9,15,0,0.7,3,False,3777.945,199,2,0,2,199,0.0,0.0,0.0,0.0,0.0,-197,197
stage1_train_clean20_subset,ff599c7301daa1f783924ac8cbe3ce7b42878f15a39c2d19659189951f540f48,sam2_amg,SAM2 AMG,points_per_side_32,points_per_side,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,32,0.8,0.9,15,0,0.7,30,False,3092.225,24,26,23,3,1,0.8846153846153846,0.9583333333333334,0.92,0.9309577967293736,0.9622913160411412,2,2
stage1_train_clean20_subset,00071198d059ba7f5914a526d124d28e6d010c92466da21d4a04cd5413362552,sam2_amg,SAM2 AMG,pred_iou_thresh_0.5,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.5,0.9,15,0,0.7,27,False,2183.486,27,4,0,4,27,0.0,0.0,0.0,0.0,0.0,-23,23
stage1_train_clean20_subset,0c6507d493bf79b2ba248c5cca3d14df8b67328b89efa5f4a32f97a06a88c92c,sam2_amg,SAM2 AMG,pred_iou_thresh_0.5,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.5,0.9,15,0,0.7,33,False,1748.445,28,14,6,8,22,0.42857142857142855,0.21428571428571427,0.2857142857142857,0.7128761269716368,0.8273001160975072,-14,14
stage1_train_clean20_subset,1b518cd2ea84a389c267662840f3d902d0129fab27696215db2488de6d4316c5,sam2_amg,SAM2 AMG,pred_iou_thresh_0.5,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.5,0.9,15,0,0.7,79,False,1444.046,76,75,70,5,6,0.9333333333333333,0.9210526315789473,0.9271523178807947,0.8988420766128888,0.9452414347742149,-1,1
stage1_train_clean20_subset,2817299fd3b88670e86a9db5651ba24333c299d1d41e5491aabfcd95aee84174,sam2_amg,SAM2 AMG,pred_iou_thresh_0.5,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.5,0.9,15,0,0.7,20,False,1611.471,16,2,0,2,16,0.0,0.0,0.0,0.0,0.0,-14,14
stage1_train_clean20_subset,33a5b0ff232b425796ee6a9dd5b516ff9aad54ca723b4ec490bf5cd9b2e2a731,sam2_amg,SAM2 AMG,pred_iou_thresh_0.5,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.5,0.9,15,0,0.7,30,False,1547.604,23,3,0,3,23,0.0,0.0,0.0,0.0,0.0,-20,20
stage1_train_clean20_subset,4193474b2f1c72f735b13633b219d9cabdd43c21d9c2bb4dfc4809f104ba4c06,sam2_amg,SAM2 AMG,pred_iou_thresh_0.5,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.5,0.9,15,0,0.7,22,False,1507.064,12,10,4,6,8,0.4,0.3333333333333333,0.3636363636363636,0.8319024112450267,0.9062290318197201,-2,2
stage1_train_clean20_subset,4e07a653352b30bb95b60ebc6c57afbc7215716224af731c51ff8d430788cd40,sam2_amg,SAM2 AMG,pred_iou_thresh_0.5,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.5,0.9,15,0,0.7,96,False,1973.193,136,81,6,75,130,0.07407407407407407,0.04411764705882353,0.05529953917050691,0.6979595710271228,0.8164295203584201,-55,55
stage1_train_clean20_subset,5afcbfd0dd64392aa1e233b996d0bfb4354ee7119f30ae111c33d0fe4df11590,sam2_amg,SAM2 AMG,pred_iou_thresh_0.5,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.5,0.9,15,0,0.7,34,False,1828.854,27,30,26,4,1,0.8666666666666667,0.9629629629629629,0.912280701754386,0.9106210671854397,0.949909312479525,3,3
stage1_train_clean20_subset,66612c188d73e931e1863af2c99d2af782c32f65fd97d224abb40bbadb87263f,sam2_amg,SAM2 AMG,pred_iou_thresh_0.5,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.5,0.9,15,0,0.7,21,False,1627.756,15,15,12,3,3,0.8,0.8,0.8000000000000002,0.8459485344999537,0.9135994063096167,0,0
stage1_train_clean20_subset,76c44d1addac92a65f1331f2d93f4e3b130bd4e538a6e5239c3ac1f4c403608a,sam2_amg,SAM2 AMG,pred_iou_thresh_0.5,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.5,0.9,15,0,0.7,43,False,1660.171,35,25,8,17,27,0.32,0.22857142857142856,0.26666666666666666,0.6876954226760291,0.8112574435701814,-10,10
stage1_train_clean20_subset,853a4c67900c411abd04467f7bc7813d3c58a5f565c8b0807e13c6e6dea21344,sam2_amg,SAM2 AMG,pred_iou_thresh_0.5,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.5,0.9,15,0,0.7,33,False,1557.264,18,10,4,6,14,0.4,0.2222222222222222,0.2857142857142857,0.9267374815932843,0.9618369297797085,-8,8
stage1_train_clean20_subset,942d56861fc83e195e9c559a000bb86627d8682f8dcc2300818458e5b6850dd0,sam2_amg,SAM2 AMG,pred_iou_thresh_0.5,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.5,0.9,15,0,0.7,60,False,1648.747,51,1,0,1,51,0.0,0.0,0.0,0.0,0.0,-50,50
stage1_train_clean20_subset,a1777737270c5f96c4523dff76e4097756f8f7d4c9d59bac079e31f9510deabd,sam2_amg,SAM2 AMG,pred_iou_thresh_0.5,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.5,0.9,15,0,0.7,41,False,1796.324,26,33,23,10,3,0.696969696969697,0.8846153846153846,0.7796610169491526,0.880103484245194,0.9331373406430324,7,7
stage1_train_clean20_subset,ad473063dab4bf4f2461d9a99a9c0166d4871f156516d9e0a523484e7cf2258d,sam2_amg,SAM2 AMG,pred_iou_thresh_0.5,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.5,0.9,15,0,0.7,84,False,1569.346,84,8,0,8,84,0.0,0.0,0.0,0.0,0.0,-76,76
stage1_train_clean20_subset,b909aa8f6f4bec37c3fb6ff5a85d166162d07983506fcc57be742b0f9dbafbf7,sam2_amg,SAM2 AMG,pred_iou_thresh_0.5,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.5,0.9,15,0,0.7,19,False,1323.253,9,9,6,3,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8359213207881829,0.9063787421642822,0,0
stage1_train_clean20_subset,c6216cdc42f61bc345434986db42e2ef9b9741aee3210b7a808e952e319d2305,sam2_amg,SAM2 AMG,pred_iou_thresh_0.5,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.5,0.9,15,0,0.7,25,False,2066.08,32,22,13,9,19,0.5909090909090909,0.40625,0.4814814814814815,0.7561140911847843,0.8597340924360517,-10,10
stage1_train_clean20_subset,d7d12a2acc47a94961aeb56fd56e8a0873016af75f5dd10915de9db8af8e4f5e,sam2_amg,SAM2 AMG,pred_iou_thresh_0.5,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.5,0.9,15,0,0.7,36,False,1785.381,22,14,10,4,12,0.7142857142857143,0.45454545454545453,0.5555555555555556,0.9300555141652149,0.9635969362663923,-8,8
stage1_train_clean20_subset,e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2,sam2_amg,SAM2 AMG,pred_iou_thresh_0.5,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.5,0.9,15,0,0.7,125,False,1560.317,130,17,0,17,130,0.0,0.0,0.0,0.0,0.0,-113,113
stage1_train_clean20_subset,f29fd9c52e04403cd2c7d43b6fe2479292e53b2f61969d25256d2d2aca7c6a81,sam2_amg,SAM2 AMG,pred_iou_thresh_0.5,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.5,0.9,15,0,0.7,3,False,2289.788,199,2,0,2,199,0.0,0.0,0.0,0.0,0.0,-197,197
stage1_train_clean20_subset,ff599c7301daa1f783924ac8cbe3ce7b42878f15a39c2d19659189951f540f48,sam2_amg,SAM2 AMG,pred_iou_thresh_0.5,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.5,0.9,15,0,0.7,39,False,1776.661,24,29,23,6,1,0.7931034482758621,0.9583333333333334,0.8679245283018867,0.9269554840960277,0.9598426396960273,5,5
stage1_train_clean20_subset,00071198d059ba7f5914a526d124d28e6d010c92466da21d4a04cd5413362552,sam2_amg,SAM2 AMG,pred_iou_thresh_0.7,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.7,0.9,15,0,0.7,25,False,1812.692,27,4,0,4,27,0.0,0.0,0.0,0.0,0.0,-23,23
stage1_train_clean20_subset,0c6507d493bf79b2ba248c5cca3d14df8b67328b89efa5f4a32f97a06a88c92c,sam2_amg,SAM2 AMG,pred_iou_thresh_0.7,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.7,0.9,15,0,0.7,28,False,1752.891,28,14,6,8,22,0.42857142857142855,0.21428571428571427,0.2857142857142857,0.7128761269716368,0.8273001160975072,-14,14
stage1_train_clean20_subset,1b518cd2ea84a389c267662840f3d902d0129fab27696215db2488de6d4316c5,sam2_amg,SAM2 AMG,pred_iou_thresh_0.7,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.7,0.9,15,0,0.7,76,False,1428.435,76,74,70,4,6,0.9459459459459459,0.9210526315789473,0.9333333333333332,0.8988420766128888,0.9452414347742149,-2,2
stage1_train_clean20_subset,2817299fd3b88670e86a9db5651ba24333c299d1d41e5491aabfcd95aee84174,sam2_amg,SAM2 AMG,pred_iou_thresh_0.7,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.7,0.9,15,0,0.7,18,False,1625.234,16,2,0,2,16,0.0,0.0,0.0,0.0,0.0,-14,14
stage1_train_clean20_subset,33a5b0ff232b425796ee6a9dd5b516ff9aad54ca723b4ec490bf5cd9b2e2a731,sam2_amg,SAM2 AMG,pred_iou_thresh_0.7,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.7,0.9,15,0,0.7,29,False,1512.33,23,3,0,3,23,0.0,0.0,0.0,0.0,0.0,-20,20
stage1_train_clean20_subset,4193474b2f1c72f735b13633b219d9cabdd43c21d9c2bb4dfc4809f104ba4c06,sam2_amg,SAM2 AMG,pred_iou_thresh_0.7,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.7,0.9,15,0,0.7,20,False,1502.798,12,10,4,6,8,0.4,0.3333333333333333,0.3636363636363636,0.8319024112450267,0.9062290318197201,-2,2
stage1_train_clean20_subset,4e07a653352b30bb95b60ebc6c57afbc7215716224af731c51ff8d430788cd40,sam2_amg,SAM2 AMG,pred_iou_thresh_0.7,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.7,0.9,15,0,0.7,79,False,1841.578,136,68,6,62,130,0.08823529411764706,0.04411764705882353,0.05882352941176471,0.6979595710271228,0.8164295203584201,-68,68
stage1_train_clean20_subset,5afcbfd0dd64392aa1e233b996d0bfb4354ee7119f30ae111c33d0fe4df11590,sam2_amg,SAM2 AMG,pred_iou_thresh_0.7,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.7,0.9,15,0,0.7,32,False,1765.214,27,29,26,3,1,0.896551724137931,0.9629629629629629,0.9285714285714286,0.9106210671854397,0.949909312479525,2,2
stage1_train_clean20_subset,66612c188d73e931e1863af2c99d2af782c32f65fd97d224abb40bbadb87263f,sam2_amg,SAM2 AMG,pred_iou_thresh_0.7,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.7,0.9,15,0,0.7,20,False,1622.214,15,15,12,3,3,0.8,0.8,0.8000000000000002,0.8459485344999537,0.9135994063096167,0,0
stage1_train_clean20_subset,76c44d1addac92a65f1331f2d93f4e3b130bd4e538a6e5239c3ac1f4c403608a,sam2_amg,SAM2 AMG,pred_iou_thresh_0.7,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.7,0.9,15,0,0.7,41,False,1663.397,35,23,7,16,28,0.30434782608695654,0.2,0.24137931034482762,0.6774720174498532,0.8038430934035156,-12,12
stage1_train_clean20_subset,853a4c67900c411abd04467f7bc7813d3c58a5f565c8b0807e13c6e6dea21344,sam2_amg,SAM2 AMG,pred_iou_thresh_0.7,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.7,0.9,15,0,0.7,31,False,1577.839,18,10,4,6,14,0.4,0.2222222222222222,0.2857142857142857,0.9267374815932843,0.9618369297797085,-8,8
stage1_train_clean20_subset,942d56861fc83e195e9c559a000bb86627d8682f8dcc2300818458e5b6850dd0,sam2_amg,SAM2 AMG,pred_iou_thresh_0.7,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.7,0.9,15,0,0.7,57,False,1674.948,51,1,0,1,51,0.0,0.0,0.0,0.0,0.0,-50,50
stage1_train_clean20_subset,a1777737270c5f96c4523dff76e4097756f8f7d4c9d59bac079e31f9510deabd,sam2_amg,SAM2 AMG,pred_iou_thresh_0.7,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.7,0.9,15,0,0.7,32,False,1759.795,26,30,23,7,3,0.7666666666666667,0.8846153846153846,0.8214285714285715,0.880103484245194,0.9331373406430324,4,4
stage1_train_clean20_subset,ad473063dab4bf4f2461d9a99a9c0166d4871f156516d9e0a523484e7cf2258d,sam2_amg,SAM2 AMG,pred_iou_thresh_0.7,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.7,0.9,15,0,0.7,75,False,1559.101,84,8,0,8,84,0.0,0.0,0.0,0.0,0.0,-76,76
stage1_train_clean20_subset,b909aa8f6f4bec37c3fb6ff5a85d166162d07983506fcc57be742b0f9dbafbf7,sam2_amg,SAM2 AMG,pred_iou_thresh_0.7,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.7,0.9,15,0,0.7,17,False,1328.665,9,9,6,3,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8359213207881829,0.9063787421642822,0,0
stage1_train_clean20_subset,c6216cdc42f61bc345434986db42e2ef9b9741aee3210b7a808e952e319d2305,sam2_amg,SAM2 AMG,pred_iou_thresh_0.7,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.7,0.9,15,0,0.7,23,False,2107.937,32,22,13,9,19,0.5909090909090909,0.40625,0.4814814814814815,0.7561140911847843,0.8597340924360517,-10,10
stage1_train_clean20_subset,d7d12a2acc47a94961aeb56fd56e8a0873016af75f5dd10915de9db8af8e4f5e,sam2_amg,SAM2 AMG,pred_iou_thresh_0.7,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.7,0.9,15,0,0.7,25,False,1835.242,22,14,10,4,12,0.7142857142857143,0.45454545454545453,0.5555555555555556,0.9300555141652149,0.9635969362663923,-8,8
stage1_train_clean20_subset,e52960d31f8bddf85400259beb4521383f5ceface1080be3429f2f926cc9b5c2,sam2_amg,SAM2 AMG,pred_iou_thresh_0.7,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.7,0.9,15,0,0.7,119,False,1529.939,130,17,0,17,130,0.0,0.0,0.0,0.0,0.0,-113,113
stage1_train_clean20_subset,f29fd9c52e04403cd2c7d43b6fe2479292e53b2f61969d25256d2d2aca7c6a81,sam2_amg,SAM2 AMG,pred_iou_thresh_0.7,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.7,0.9,15,0,0.7,3,False,2308.122,199,2,0,2,199,0.0,0.0,0.0,0.0,0.0,-197,197
stage1_train_clean20_subset,ff599c7301daa1f783924ac8cbe3ce7b42878f15a39c2d19659189951f540f48,sam2_amg,SAM2 AMG,pred_iou_thresh_0.7,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.7,0.9,15,0,0.7,31,False,1845.507,24,28,23,5,1,0.8214285714285714,0.9583333333333334,0.8846153846153847,0.9269554840960277,0.9598426396960273,4,4
stage1_train_clean20_subset,00071198d059ba7f5914a526d124d28e6d010c92466da21d4a04cd5413362552,sam2_amg,SAM2 AMG,pred_iou_thresh_0.88,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.88,0.9,15,0,0.7,18,False,1778.627,27,4,0,4,27,0.0,0.0,0.0,0.0,0.0,-23,23
stage1_train_clean20_subset,0c6507d493bf79b2ba248c5cca3d14df8b67328b89efa5f4a32f97a06a88c92c,sam2_amg,SAM2 AMG,pred_iou_thresh_0.88,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.88,0.9,15,0,0.7,27,False,1790.381,28,14,6,8,22,0.42857142857142855,0.21428571428571427,0.2857142857142857,0.7128761269716368,0.8273001160975072,-14,14
stage1_train_clean20_subset,1b518cd2ea84a389c267662840f3d902d0129fab27696215db2488de6d4316c5,sam2_amg,SAM2 AMG,pred_iou_thresh_0.88,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.88,0.9,15,0,0.7,68,False,1465.601,76,67,65,2,11,0.9701492537313433,0.8552631578947368,0.9090909090909092,0.8991957401562896,0.9453398827218447,-9,9
stage1_train_clean20_subset,2817299fd3b88670e86a9db5651ba24333c299d1d41e5491aabfcd95aee84174,sam2_amg,SAM2 AMG,pred_iou_thresh_0.88,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.88,0.9,15,0,0.7,17,False,1589.252,16,1,0,1,16,0.0,0.0,0.0,0.0,0.0,-15,15
stage1_train_clean20_subset,33a5b0ff232b425796ee6a9dd5b516ff9aad54ca723b4ec490bf5cd9b2e2a731,sam2_amg,SAM2 AMG,pred_iou_thresh_0.88,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.88,0.9,15,0,0.7,27,False,1481.891,23,3,0,3,23,0.0,0.0,0.0,0.0,0.0,-20,20
stage1_train_clean20_subset,4193474b2f1c72f735b13633b219d9cabdd43c21d9c2bb4dfc4809f104ba4c06,sam2_amg,SAM2 AMG,pred_iou_thresh_0.88,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.88,0.9,15,0,0.7,16,False,1527.798,12,9,4,5,8,0.4444444444444444,0.3333333333333333,0.380952380952381,0.8319024112450267,0.9062290318197201,-3,3
stage1_train_clean20_subset,4e07a653352b30bb95b60ebc6c57afbc7215716224af731c51ff8d430788cd40,sam2_amg,SAM2 AMG,pred_iou_thresh_0.88,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.88,0.9,15,0,0.7,66,False,1731.16,136,58,6,52,130,0.10344827586206896,0.04411764705882353,0.061855670103092786,0.6979595710271228,0.8164295203584201,-78,78
stage1_train_clean20_subset,5afcbfd0dd64392aa1e233b996d0bfb4354ee7119f30ae111c33d0fe4df11590,sam2_amg,SAM2 AMG,pred_iou_thresh_0.88,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.88,0.9,15,0,0.7,29,False,1781.926,27,27,25,2,2,0.9259259259259259,0.9259259259259259,0.9259259259259259,0.9136416545537083,0.9514998878772567,0,0
stage1_train_clean20_subset,66612c188d73e931e1863af2c99d2af782c32f65fd97d224abb40bbadb87263f,sam2_amg,SAM2 AMG,pred_iou_thresh_0.88,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.88,0.9,15,0,0.7,17,False,1588.944,15,15,12,3,3,0.8,0.8,0.8000000000000002,0.8459485344999537,0.9135994063096167,0,0
stage1_train_clean20_subset,76c44d1addac92a65f1331f2d93f4e3b130bd4e538a6e5239c3ac1f4c403608a,sam2_amg,SAM2 AMG,pred_iou_thresh_0.88,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.88,0.9,15,0,0.7,36,False,1615.688,35,23,7,16,28,0.30434782608695654,0.2,0.24137931034482762,0.6774720174498532,0.8038430934035156,-12,12
stage1_train_clean20_subset,853a4c67900c411abd04467f7bc7813d3c58a5f565c8b0807e13c6e6dea21344,sam2_amg,SAM2 AMG,pred_iou_thresh_0.88,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.88,0.9,15,0,0.7,27,False,1524.157,18,10,4,6,14,0.4,0.2222222222222222,0.2857142857142857,0.9267374815932843,0.9618369297797085,-8,8
stage1_train_clean20_subset,942d56861fc83e195e9c559a000bb86627d8682f8dcc2300818458e5b6850dd0,sam2_amg,SAM2 AMG,pred_iou_thresh_0.88,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.88,0.9,15,0,0.7,49,False,1642.982,51,1,0,1,51,0.0,0.0,0.0,0.0,0.0,-50,50
stage1_train_clean20_subset,a1777737270c5f96c4523dff76e4097756f8f7d4c9d59bac079e31f9510deabd,sam2_amg,SAM2 AMG,pred_iou_thresh_0.88,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.88,0.9,15,0,0.7,26,False,1626.042,26,26,23,3,3,0.8846153846153846,0.8846153846153846,0.8846153846153846,0.880103484245194,0.9331373406430324,0,0
stage1_train_clean20_subset,ad473063dab4bf4f2461d9a99a9c0166d4871f156516d9e0a523484e7cf2258d,sam2_amg,SAM2 AMG,pred_iou_thresh_0.88,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.88,0.9,15,0,0.7,67,False,1516.555,84,8,0,8,84,0.0,0.0,0.0,0.0,0.0,-76,76
stage1_train_clean20_subset,b909aa8f6f4bec37c3fb6ff5a85d166162d07983506fcc57be742b0f9dbafbf7,sam2_amg,SAM2 AMG,pred_iou_thresh_0.88,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.88,0.9,15,0,0.7,14,False,1317.599,9,9,6,3,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8359213207881829,0.9063787421642822,0,0
stage1_train_clean20_subset,c6216cdc42f61bc345434986db42e2ef9b9741aee3210b7a808e952e319d2305,sam2_amg,SAM2 AMG,pred_iou_thresh_0.88,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.88,0.9,15,0,0.7,21,False,2015.772,32,21,13,8,19,0.6190476190476191,0.40625,0.49056603773584906,0.7561140911847843,0.8597340924360517,-11,11
stage1_train_clean20_subset,d7d12a2acc47a94961aeb56fd56e8a0873016af75f5dd10915de9db8af8e4f5e,sam2_amg,SAM2 AMG,pred_iou_thresh_0.88,pred_iou_thresh,clean,0,{},0.5,configs/sam2.1/sam2.1_hiera_l.yaml,model_assets/sam2/sam2.1_hiera_large.pt,24,0.88,0.9,15,0,0.7,22,False,1726.075,22,14,10,4,12,0.7142857142857143,0.45454545454545453,0.5555555555555556,0.9300555141652149,0.9635969362663923,-8,8
